WKT,PLANID,LAAG,VOOR,PLAN,OID_,LAAG_1,LEGENDA,LEGEN_SVBP
"POLYGON ((83990.23 431805.174,83990.384803 431804.781921,83990.069252 431805.564253,83990.23 431805.174))","628",DB_ARCH_WRDVL_GEB_A,628.PDF#21,628_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((83990.23 431805.174,83990.384803 431804.781921,83990.069252 431805.564253,83990.23 431805.174))","628",DB_ARCH_WRDVL_GEB_C,628.PDF#21,628_Plankaart.pdf,"5",DB_ARCH_WRDVL_GEB_C,archeologie,archeologie
"POLYGON ((91447.751522 440848.779974,91448.444448 440844.379908,91448.231985 440845.575247,91447.174019 440852.138867,91447.001054 440853.33301,91446.617621 440855.980224,91447.751522 440848.779974))","629",DB_ARCH_WRDVL_GEB,629.PDF#21,629_Plankaart.pdf,"2",DB_ARCH_WRDVL_GEB,archeologie,archeologie
"POLYGON ((91756.480199 434745.913685,91731.648861 434745.734351,91732.197666 434861.781201,91757.14497 434870.985244,91756.480199 434745.913685))","631",DB_VERKEERSTUNNEL,631.PDF#0,631_Plankaart.pdf,"36",DB_VERKEERSTUNNEL,verkeer,verkeer
"POLYGON ((92047.685882 434406.012347,92019.189854 434373.786785,91963 434412,91827.13 434530.83,91827.128314 434530.844006,91825.305212 434545.990939,91825.42 434546.336,91825.578466 434546.813621,91849.553041 434619.073488,91872.992 434689.719,91877.284 434695.519,91878.617374 434697.320856,92114.589999 434485.379999,92115.60031 434482.815364,92110.558 434477.113,92047.685882 434406.012347))","631",DB_ARCH_WRDVL_GEB_B,631.PDF#21,631_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((93590.349707 434783.168306,93543.204892 434768.056471,93543.671875 434769.4375,93547.75 434785.53125,93551.757812 434802.96875,93557.555432 434804.7816,93590.349707 434783.168306))","631",DB_WATERKERING,631.PDF#22,631_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((94039.043424 434766.1003,94058.814251 434724.315524,94060.266653 434723.280146,94061.910013 434723.935996,94069.730672 434724.460874,94080.247981 434713.13034,94091.827067 434701.992235,94094.904318 434705.269029,94095.411674 434709.066956,94098.121369 434711.77665,94099.571882 434713.22169,94101.695997 434714.167585,94102.982339 434714.740409,94104.787059 434715.538075,94106.005034 434716.083828,94110.500275 434718.098068,94114.248346 434713.385746,94118.076901 434708.738577,94118.134601 434708.662971,94118.195425 434708.589855,94118.31264 434708.47264,94118.413217 434708.372064,94120.539908 434706.490134,94122.68322 434704.627156,94123.337089 434704.094427,94123.982592 434703.551592,94126.756369 434701.238583,94129.512936 434698.905089,94136.081531 434693.83727,94142.521687 434688.607201,94149.598657 434682.26661,94156.499279 434675.734534,94240.630951 434595.751466,94261.958176 434575.534096,94308.598046 434531.314219,94336.551269 434504.81298,94337.655383 434503.08226,94338.490001 434501.206661,94338.490001 434500.972563,94338.621944 434500.389139,94338.715728 434499.79838,94338.703845 434497.90804,94338.31329 434496.058448,94337.559917 434494.32468,94355.423346 434477.257365,94380.099642 434452.410396,94382.104845 434453.837841,94384.427893 434454.651403,94386.885548 434454.786909,94389.283957 434454.233672,94391.433936 434453.03533,94399.570678 434445.722561,94425.712173 434422.22818,94447.00031 434403.757629,94468.460658 434385.487448,94469.402523 434384.695648,94470.344957 434383.904526,94499.383541 434359.995187,94502.731831 434357.238324,94504.16942 434355.431703,94505.233581 434353.382775,94505.884754 434351.16771,94506.114875 434349.605748,94506.10843 434348.02694,94506.10597 434348.004343,94506.112614 434347.956367,94506.132215 434347.912078,94506.163256 434347.874899,94506.203337 434347.847709,94506.724707 434347.488561,94515.160772 434340.946103,94523.584051 434334.449,94538.884959 434322.754165,94554.203295 434311.533164,94554.715157 434311.226047,94555.19539 434311.009726,94558.161063 434310.058311,94568.86117 434307.322488,94567.320465 434304.387812,94568.004703 434304.040587,94564.62073 434297.643905,94569.56773 434295.407634,94641.603713 434249.388302,94644.729818 434251.993389,94661.106393 434231.820427,94702.622231 434181.695665,94702.885086 434181.75005,94710.21983 434173.040041,94709.887649 434172.752151,94745.466714 434129.750387,94753.847611 434119.621022,94813.683034 434046.814424,94853.99046 433997.757557,94854.919058 433996.631385,94886.650361 433958.571814,94886.845827 433958.321624,94887.025021 433958.059534,94887.9309 433956.045691,94888.222275 433953.856792,94887.87475 433951.676102,94886.917422 433949.686203,94885.430443 433948.053698,94885.124328 433947.790888,94863.12815 433921.089352,94848.072112 433918.540227,94872.541532 433948.244077,94872.042498 433948.848855,94842.275184 433984.96653,94840.374478 433983.345929,94788.3953 434046.437425,94790.345785 434048.037822,94781.799939 434058.413283,94779.870019 434056.833348,94715.470477 434135.017135,94694.185705 434160.857756,94696.125332 434162.449246,94694.996572 434163.812164,94693.05028 434162.202143,94686.68509 434170.036223,94686.809365 434170.143927,94656.69036 434206.687713,94635.661402 434238.664216,94634.993565 434240.180336,94634.857794 434241.831454,94564.791669 434286.592365,94557.165654 434290.039675,94555.95838 434287.687039,94554.979599 434286.369738,94553.62703 434285.4403,94552.046391 434284.998854,94550.407964 434285.09296,94548.888262 434285.712477,94546.975117 434286.890572,94545.032016 434288.103726,94540.9412 434290.766327,94536.903508 434293.509102,94533.157904 434296.152458,94529.46635 434298.865037,94514.404065 434310.317185,94496.790341 434323.845408,94492.598829 434327.112173,94488.442201 434330.37738,94485.276214 434332.862078,94482.107048 434335.367229,94479.793559 434337.219697,94477.971493 434338.67867,94476.571222 434339.799901,94474.432083 434341.519209,94472.28546 434343.236507,94471.947943 434343.532485,94471.638332 434343.857543,94470.407052 434345.216421,94469.748493 434346.927824,94469.751233 434348.761561,94470.414906 434350.470988,94470.665955 434351.219613,94470.533151 434351.997964,94470.048069 434352.620989,94457.403208 434363.262198,94448.082085 434371.11843,94411.753628 434402.590409,94383.13522 434427.776609,94377.11522 434433.076609,94376.618376 434433.51403,94375.209325 434435.245394,94374.255759 434437.26375,94373.813143 434439.451703,94373.907219 434441.681994,94374.532516 434443.824901,94351.985049 434466.528317,94331.41922 434445.075915,94331.129989 434445.330021,94327.919989 434448.380021,94324.979989 434451.130021,94324.138464 434451.931471,94344.846517 434473.532228,94330.194813 434487.530954,94327.973713 434486.519031,94325.565595 434486.121243,94323.137056 434486.36511,94320.85611 434487.233761,94318.880557 434488.6671,94311.513035 434495.644754,94245.883032 434557.834757,94144.382849 434654.01493,94099.993917 434696.080807,94095.046427 434690.8125,94089.024622 434690.8125,94073.111418 434706.119659,94065.644327 434714.164125,94064.15252 434714.064003,94058.905212 434711.969853,94050.888882 434717.684475,94032.925309 434755.649699,94032.659009 434755.631141,94032.519992 434755.930015,94027.996559 434765.330483,94039.043424 434766.1003),(94099.681122 434703.265757,94147.822141 434657.644155,94249.322172 434561.464126,94314.952172 434499.274125,94322.321607 434492.294661,94323.591763 434491.459526,94325.073719 434491.121071,94326.580495 434491.321999,94327.921979 434492.036958,94329.689452 434493.450937,94331.173138 434494.732761,94332.668924 434496.020799,94333.533052 434497.526713,94333.744638 434499.250002,94333.645453 434499.734978,94333.49 434500.204951,94333.49 434500.236592,94333.155521 434500.888396,94332.767833 434501.510024,94305.158007 434527.685703,94258.518029 434571.905682,94237.188491 434592.125244,94153.03323 434672.130739,94146.242585 434678.560049,94139.278613 434684.801202,94132.896026 434689.981924,94126.385463 434695.000876,94123.58367 434697.373707,94120.763904 434699.72515,94120.130623 434700.257867,94119.488475 434700.779862,94117.223742 434702.747983,94114.977279 434704.736933,94114.777106 434704.937106,94114.570574 434705.143639,94114.364225 434705.376732,94114.168054 434705.618452,94111.561754 434708.765917,94108.991846 434711.943165,94108.049579 434711.520952,94106.82 434710.97,94105.01 434710.17,94103.73 434709.6,94102.447807 434709.029023,94101.653561 434708.237775,94100.143612 434706.727826,94099.681122 434703.265757),(94549.61137 434291.13915,94551.509999 434289.97,94551.9 434290.73,94551.3 434291.04,94556.99 434302.07,94559.55 434300.72,94559.91 434301.42,94559.24 434301.76,94559.18 434301.79,94560.496032 434304.308776,94556.909255 434305.212951,94553.385653 434306.338445,94552.390067 434306.787892,94551.453173 434307.349517,94542.943343 434313.522826,94534.502553 434319.790203,94519.041062 434331.635985,94503.636759 434343.556042,94502.218506 434344.798531,94501.339623 434346.4667,94501.116826 434348.33902,94501.127719 434349.24757,94500.989159 434350.145559,94500.387631 434351.981988,94499.305286 434353.582874,94495.609777 434356.625625,94467.149154 434380.059092,94466.19407 434380.860818,94465.239567 434381.663237,94443.730276 434399.975157,94422.393697 434418.488028,94396.228446 434442.00376,94388.277774 434449.1493,94386.870685 434449.746445,94385.342174 434449.734835,94383.944318 434449.116385,94382.907647 434447.993088,94381.235477 434445.33553,94380.144552 434443.628435,94379.132425 434441.865039,94378.784713 434440.224543,94379.097714 434438.577071,94380.022833 434437.178398,94380.419203 434436.829435,94386.439203 434431.529434,94415.042271 434406.356734,94451.330347 434374.919738,94460.625534 434367.085366,94473.125362 434356.561835,94474.255735 434355.550628,94475.069231 434354.270585,94475.504779 434352.817801,94475.627158 434351.081169,94475.327983 434349.366129,94474.624843 434347.773503,94474.621861 434347.768501,94477.163668 434345.737669,94479.699997 434343.700001,94481.421636 434342.321443,94482.46 434341.49,94485.219991 434339.280006,94488.37065 434336.789487,94491.529999 434334.31,94495.683775 434331.047045,94499.849999 434327.8,94517.44 434314.29,94532.459994 434302.870004,94536.079861 434300.210099,94539.75 434297.62,94543.708889 434294.930738,94547.719997 434292.320001,94549.61137 434291.13915),(94693.62 434169.43,94693.75 434169.27,94695.66 434170.85,94703.18 434161.77,94701.23 434160.17,94723.015145 434133.721905,94780.56 434063.86,94782.49 434065.44,94797.39 434047.35,94795.44 434045.75,94841.0 433990.45,94842.9 433992.07,94875.9 433952.03,94878.59 433948.77,94882.260001 433951.920001,94883.015126 433952.929971,94883.213655 433954.175299,94882.809998 433955.370001,94851.07 433993.44,94850.13 433994.58,94809.82 434043.64,94749.99 434116.44,94737.843337 434131.120766,94702.92 434173.33,94703.22 434173.59,94702.64 434174.27,94701.49 434175.6,94700.98 434176.25,94700.69 434176.19,94657.24 434228.65,94644.04 434244.91,94639.84 434241.41,94660.72 434209.66,94693.77 434169.56,94693.62 434169.43))","632",DB_HOOFDWATERGANG,632.PDF#32,632_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((94362.660859 434800.581102,94332.372629 434797.322733,94296.759373 434794.666257,94289.8024 434794.369261,94286.606596 434790.959732,94192.881849 434788.123093,94155.908191 434787.13876,94068.012616 434787.443564,94039.547693 434786.067384,94028.403957 434785.500296,94019.922744 434785.095942,94019.544726 434786.075614,94016.358332 434794.333446,94015.977782 434795.319674,94027.892042 434795.887703,94039.032306 434796.454615,94067.779383 434797.844435,94155.787808 434797.539239,94192.58615 434798.518906,94281.973403 434801.224267,94285.117599 434804.578738,94296.150626 434805.049742,94308.391344 434805.962806,94309.454037 434806.006272,94310.351758 434806.042991,94311.029853 434806.070726,94313.667468 434806.198329,94320.027735 434806.587049,94326.379985 434807.090031,94369.219984 434811.280031,94371.489985 434811.540031,94381.686151 434813.122058,94391.849979 434814.90003,94399.310405 434816.286112,94406.749988 434817.780032,94417.390163 434820.01807,94427.989984 434822.44003,94439.808089 434825.379057,94451.589986 434828.460031,94461.79161 434831.355921,94471.94999 434834.400032,94482.897957 434837.808022,94493.771989 434841.445033,94498.109984 434842.990031,94514.754011 434850.000057,94520.256104 434852.447457,94523.024545 434853.629687,94525.759949 434854.895668,94531.25519 434857.340027,94547.606989 434865.00702,94547.610372 434865.008345,94548.885277 434865.511299,94549.403082 434865.715583,94554.119 434867.576,94566.110989 434874.997021,94562.634398 434879.502418,94567.175417 434892.705303,94608.498997 434921.518566,94615.914229 434927.844142,94620.091819 434931.825495,94624.122454 434935.666797,94631.546756 434944.868547,94637.912425 434954.464757,94643.657329 434964.675872,94648.918782 434975.745033,94653.729332 434981.723327,94667.801036 435001.269236,94688.991968 435031.572375,94696.268012 435023.829484,94676.282963 434995.250763,94662.006667 434975.420672,94657.787217 434970.176966,94652.89667 434959.888127,94646.789574 434949.033242,94639.945243 434938.715452,94631.789545 434928.607202,94627.26678 434924.296888,94622.88177 434920.117857,94614.863002 434913.277433,94575.906582 434886.114696,94569.913657 434868.690449,94552.364359 434857.759993,94550.605727 434856.664642,94549.449139 434856.031765,94547.951362 434855.409416,94527.23647 434846.177442,94503.225519 434836.411967,94478.556818 434827.709518,94443.049652 434816.537222,94428.519824 434812.702396,94407.739377 434808.302211,94393.865331 434805.567976,94362.660859 434800.581102))","632",DB_LEIDING,632.PDF#29,632_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((94780.765157 434950.696609,94747.078125 434902.875,94690.960937 434943.5625,94688.8125 434940.34375,94673.882812 434918.0625,94659.421875 434925.28125,94654.757812 434917.84375,94647.851562 434910.0,94639.6875 434903.46875,94618.664062 434889.46875,94606.90625 434880.1875,94597.34375 434872.0,94585.9375 434865.4375,94581.835937 434864.5,94573.65625 434861.46875,94570.898437 434860.65625,94556.398437 434857.875,94552.364359 434857.759993,94542.148437 434857.46875,94535.620903 434859.348204,94541.624286 434862.15571,94547.606989 434865.00702,94547.610372 434865.008345,94548.885277 434865.511299,94549.403082 434865.715583,94554.119 434867.576,94566.110989 434874.997021,94562.634398 434879.502418,94551.096984 434894.454031,94558.994984 434900.588031,94559.066984 434900.494031,94565.272984 434892.452031,94614.974984 434931.188031,94687.391984 435033.275031,94688.991968 435031.572375,94696.268012 435023.829484,94721.944984 434996.505031,94733.777897 434988.111191,94782.68234 434953.420178,94782.101562 434952.59375,94780.765157 434950.696609))","632",DB_WATERKERING,632.PDF#31,632_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((95181.255989 434562.130021,95187.134911 434551.563761,95179.992187 434554.25,95127.484375 434575.03125,95102.179687 434619.5625,95110.664062 434641.96875,95100.0625 434649.78125,95090.054687 434658.34375,95081.078125 434667.125,95072.6875 434676.21875,95063.367187 434687.65625,95055.6875 434698.21875,95048.90625 434707.625,95042.398437 434716.6875,95033.234375 434729.40625,95018.914062 434749.28125,95005.46875 434767.59375,95001.898437 434771.90625,94994.851562 434779.5625,94990.742187 434783.5625,94982.851562 434790.46875,94979.53125 434793.09375,94975.398437 434796.15625,94968.679687 434800.90625,94941.040168 434820.310262,94908.898437 434842.875,94914.311401 434850.585081,94918.746004 434856.901611,94920.797989 434855.446021,95033.190989 434768.264021,95038.571021 434757.399475,95039.467989 434755.588021,95061.571989 434736.589021,95080.339989 434710.350021,95097.309989 434686.620021,95103.979989 434677.550021,95105.379989 434675.780021,95112.679989 434667.230021,95120.689989 434659.270021,95129.239989 434651.950021,95138.319989 434645.270021,95141.457992 434643.307015,95147.879992 434639.290015,95148.558334 434638.936162,95148.116953 434638.093038,95146.852691 434635.472951,95146.73591 434635.230963,95146.561062 434634.606019,95146.01555 434632.656099,95145.879718 434632.170617,95145.828998 434631.644073,95145.636986 434629.650426,95145.575048 434629.007396,95145.690746 434627.577867,95145.79704 434626.264481,95145.831398 434625.839895,95146.303541 434624.047267,95146.586855 434622.971561,95146.640776 434622.766835,95147.977513 434619.88489,95165.107884 434590.155933,95168.359989 434584.512021,95176.246989 434570.824021,95181.255989 434562.130021))","632",DB_WATERKERING,632.PDF#31,632_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((95215.391984 434500.975031,95247.829984 434443.410031,95263.189984 434413.620031,95299.811984 434341.985031,95286.466984 434335.177031,95347.509984 434221.210031,95374.659984 434170.920031,95412.492047 434095.246462,95378.469989 434077.93002,95378.68003 434077.51004,95379.84117 434075.189475,95329.408837 434049.020556,95291.83 434121.18,95200.44 434299.99,95137.74 434422.66,95125.569999 434446.46,95125.441109 434446.763017,95125.270908 434447.044911,95124.421685 434447.781146,95123.326984 434448.035809,95122.24 434447.749999,95121.292452 434446.850596,95120.966003 434445.585603,95121.360002 434444.339995,95121.88 434443.32,95181.28 434326.86,95185.19 434319.52,95186.0 434317.89,95247.66 434196.9,95276.799998 434139.950003,95282.227777 434129.584262,95287.620007 434119.199984,95293.52 434107.86,95296.56 434102.0,95299.620011 434096.139977,95306.110992 434083.718098,95312.590012 434071.289975,95325.27992 434046.878096,95324.23969 434046.338323,95314.2 434065.65,95301.55 434089.5,95291.84 434107.44,95286.17 434118.51,95279.99 434130.23,95273.91 434142.0,95268.04 434153.69,95179.45 434326.14,95119.52 434444.1,95114.33 434453.21,95112.65 434456.73,95106.1 434470.45,95099.63 434484.22,95095.95 434492.1,95092.33 434500.0,95086.67 434512.42,95081.11 434524.88,95074.98 434538.8,95068.91 434552.75,95063.17 434566.31,95057.54 434579.92,95052.1 434593.38,95046.75 434606.87,95040.38 434623.14,95036.65 434632.36,95007.83 434704.96,95000.54 434721.4,95000.0 434722.48,94994.202433 434734.044336,94992.47 434737.5,94988.42058 434745.280179,94976.062106 434769.024609,94975.95 434769.24,94971.739851 434777.180258,94967.24 434784.96,94962.380214 434792.609678,94957.22 434800.06,94946.93 434813.04,94941.040168 434820.310262,94935.41 434827.26,94929.572932 434833.986672,94923.63 434840.62,94917.539012 434847.20105,94914.311401 434850.585081,94911.35 434853.69,94904.751344 434859.808786,94898.01 434865.77,94891.159974 434871.550026,94884.17 434877.16,94874.62 434884.33,94869.361183 434888.109166,94864.04 434891.8,94780.765157 434950.696609,94736.83 434981.77,94732.02 434985.62,94733.777897 434988.111191,94782.68234 434953.420178,94918.746004 434856.901611,94920.797989 434855.446021,95033.190989 434768.264021,95038.571021 434757.399475,95039.467989 434755.588021,95061.571989 434736.589021,95080.339989 434710.350021,95097.309989 434686.620021,95103.979989 434677.550021,95105.379989 434675.780021,95112.679989 434667.230021,95120.689989 434659.270021,95129.239989 434651.950021,95138.319989 434645.270021,95141.457992 434643.307015,95147.879992 434639.290015,95148.558334 434638.936162,95148.116953 434638.093038,95146.965581 434635.808351,95146.852691 434635.472951,95146.561062 434634.606019,95146.149689 434633.38354,95146.01555 434632.656099,95145.828998 434631.644073,95145.685805 434630.867552,95145.622999 434630.189998,95145.636986 434629.650426,95145.690746 434627.577867,95145.715566 434626.621147,95145.79704 434626.264481,95146.303541 434624.047267,95146.510636 434623.140756,95146.586855 434622.971561,95147.977513 434619.88489,95165.107884 434590.155933,95168.359989 434584.512021,95176.246989 434570.824021,95181.255989 434562.130021,95187.134911 434551.563761,95206.259984 434517.190031,95215.391984 434500.975031))","632",DB_SPOORWEG,632.PDF#21,632_Plankaart.pdf,"32",DB_SPOORWEG,spoorweg op viaduct,spoorweg op viaduct
