WKT,PLANID,LAAG,VOOR,PLAN,OID_,LAAG_1,LEGENDA,LEGEN_SVBP
"POLYGON ((92095.852447 433949.799308,92095.861318 433949.795023,92095.488106 433948.985047,92095.852447 433949.799308))","546",DB_ARCH_WRDVL_GEB_A,546.PDF#21,546_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((92115.366654 433992.291596,92115.390744 433992.344051,92117.475437 433996.883482,92119.54007 434001.379229,92119.61423 434001.345616,92115.429329 433992.263188,92115.366654 433992.291596))","546",DB_LEIDING,546.PDF#20,546_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((95733.188811 433498.63072,95739.589663 433495.089349,95738.307436 433495.757158,95733.188811 433498.63072))","548",DB_ARCH_WRDVL_GEB,548.PDF#16,548_Plankaart.pdf,"2",DB_ARCH_WRDVL_GEB,archeologie,archeologie
"POLYGON ((93847.270046 437352.979905,93847.266681 437352.98104,93882.109 437370.054,93882.05 437369.97,93847.270046 437352.979905))","551",DB_LEIDING,551.PDF#15,551_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((93841.702 437458.377,93841.713964 437458.358879,93841.56 437458.45,93841.702 437458.377))","551",DB_HOOFDWATERGANG,551.PDF#18,551_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((98130.28 432500.0,98122.339999 432495.219999,98130.2759 432500.0,98130.939999 432500.399999,98130.28 432500.0))","553",DB_HOOFDWATERGANG,553.PDF#22,553_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((91824.827292 438381.103775,91824.89 438381.06,91824.824709 438381.100807,91824.827292 438381.103775))","554",DB_ARCH_WRDVL_GEB_B,554.PDF#30,554_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((97060.227041 434440.780139,97063.263611 434437.196962,97060.199832 434440.810031,97060.227041 434440.780139))","555",DB_ARCH_WRDVL_GEB_C,"555",555_Plankaart.pdf,"5",DB_ARCH_WRDVL_GEB_C,archeologie,archeologie
"POLYGON ((97079.28 434902.81,97079.227822 434902.721571,97079.039999 434903.04,97079.28 434902.81))","555",DB_ARCH_WRDVL_GEB_B,"555",555_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((96593.05 438064.98,96591.336146 438052.94373,96594.029151 438075.396392,96593.05 438064.98))","555",DB_ARCH_WRDVL_GEB_F,"555",555_Plankaart.pdf,"8",DB_ARCH_WRDVL_GEB_F,archeologie,archeologie
"POLYGON ((97069.545346 434429.772557,97069.50195 434429.824915,97069.35874 434430.006417,97069.390103 434429.969415,97069.545346 434429.772557))","555",DB_LEIDING,555.PDF#10,555_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((96659.901278 436237.886104,96654.36698 436249.46798,96653.631572 436251.006667,96653.770278 436250.840104,96659.901278 436237.886104))","555",DB_WATERKERING,555.PDF#11,555_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((96719.592703 435991.040122,96719.59 435991.02,96719.584833 435991.341743,96719.588767 435991.343428,96719.636172 435991.363731,96719.592703 435991.040122))","555",DB_LEIDING,555.PDF#10,555_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((96820.891553 435699.990465,96825.964995 435687.763479,96816.31863 435710.8163,96820.891553 435699.990465))","555",DB_WATERKERING,555.PDF#11,555_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((97925.372783 436822.157923,97877.370323 436822.157669,97877.370176 436843.158104,97925.372636 436843.158359,97925.372783 436822.157923))","555",DB_WATERKERING,555.PDF#11,555_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((91944.493956 436673.426132,91944.524956 436673.465132,91944.566956 436673.497132,91944.493956 436673.426132))","557",DB_ARCH_WRDVL_GEB_A,"557",557_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((91434.250644 442800.509316,91423.479 442792.27,91426.277 442801.837,91422.565 442829.898,91417.072 442871.417,91388.078002 443053.198994,91397.079547 443060.272992,91401.069084 443063.408315,91406.323422 443067.537004,91416.109092 443075.226939,91423.99 443081.42,91436.25 443000.0,91452.337 442893.161,91446.54113 442880.269275,91446.537815 442880.261901,91442.475 442871.225,91446.586 442832.345,91448.774 442811.643999,91447.440978 442801.203959,91434.842529 442800.962053,91434.250644 442800.509316))","558",DB_SPOORWEG_ONDERGR,558.PDF#3,558_Plankaart.pdf,"35",DB_SPOORWEG_ONDERGR,"spoorweg, ondergronds","spoorweg, ondergronds"
"POLYGON ((91434.842529 442800.962053,91434.250644 442800.509316,91432.825 442818.372,91425.378 442881.84,91416.156 442939.965,91404.559 443013.103,91397.079547 443060.272992,91401.069084 443063.408315,91406.323422 443067.537004,91416.109092 443075.226939,91420.239 443062.065,91430.227 442997.033,91438.75 442938.58,91446.525001 442880.389992,91446.54113 442880.269275,91446.537815 442880.261901,91442.475 442871.225,91446.586 442832.345,91448.774 442811.643999,91447.440978 442801.203959,91434.842529 442800.962053))","558",DB_WATERKERING,558.PDF#6,558_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((91434.250644 442800.509316,91423.479 442792.27,91426.277 442801.837,91422.565 442829.898,91417.072 442871.417,91388.078002 443053.198994,91397.079547 443060.272992,91401.069084 443063.408315,91406.323422 443067.537004,91416.109092 443075.226939,91423.99 443081.42,91436.25 443000.0,91452.337 442893.161,91446.54113 442880.269275,91446.537815 442880.261901,91442.475 442871.225,91446.586 442832.345,91448.774 442811.643999,91447.440978 442801.203959,91434.842529 442800.962053,91434.250644 442800.509316))","558",DB_SPOORWEG_BOVENGR,558.PDF#2,558_Plankaart.pdf,"33",DB_SPOORWEG_BOVENGR,spoorweg op viaduct,spoorweg op viaduct
"POLYGON ((98645.549207 434953.360006,98629.605569 434956.168973,98629.76183 434956.142976,98636.05483 434955.095978,98636.216999 434955.068997,98636.378196 434955.042178,98636.539 434955.013,98636.7 434954.985,98636.861 434954.957,98637.022 434954.929,98637.184 434954.901,98637.345 434954.872,98637.506 434954.844,98637.667 434954.816,98637.828 434954.787,98637.989 434954.759,98638.15 434954.73,98638.311 434954.702,98638.472 434954.673,98638.634 434954.644,98638.795065 434954.616349,98638.955895 434954.586433,98645.388787 434953.389856,98645.549207 434953.360006))","561",DB_WATERKERING,561.PDF#24,561_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((99173.051576 434831.633007,99172.829216 434830.870091,99173.059601 434831.670006,99173.051576 434831.633007))","561",DB_ARCH_WRDVL_GEB_B,561.PDF#26,561_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((98653.535521 434951.760918,98655.010336 434951.427626,98651.937572 434952.05527,98653.535521 434951.760918))","561",DB_ARCH_WRDVL_GEB_B,561.PDF#26,561_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((99113.452 434641.568,99112.753 434638.153,99113.448832 434641.568642,99113.466476 434641.638674,99113.452 434641.568))","561",DB_ARCH_WRDVL_GEB_D,561.PDF#26,561_Plankaart.pdf,"6",DB_ARCH_WRDVL_GEB_D,archeologie,archeologie
"POLYGON ((98918.993722 433745.898026,98916.139999 433735.91,98918.33 433743.59,98918.993722 433745.898026))","561",DB_ARCH_WRDVL_GEB_A,561.PDF#26,561_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((95198.789832 436880.867429,95202.746174 436878.110612,95198.725247 436880.817908,95198.789832 436880.867429))","562",DB_WATERKERING,562.PDF#22,562_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((94176.366 438781.247,94176.433425 438781.095734,94176.184721 438781.631681,94176.197082 438781.61132,94176.228 438781.546,94176.297 438781.397,94176.366 438781.247))","563",DB_HOOFDWATERGANG,563.PDF#28,563_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((94088.863175 438614.45611,94088.299725 438613.553488,94089.623124 438615.741475,94088.863175 438614.45611))","563",DB_HOOFDWATERGANG,563.PDF#28,563_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((92954.720901 437929.458581,92955.032933 437928.793967,92954.875 437929.116,92954.579 437929.703,92954.276004 437930.284991,92954.720901 437929.458581))","563",DB_HOOFDWATERGANG,563.PDF#28,563_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((92911.492073 438020.065995,92911.443501 438019.345966,92911.449 438019.449,92911.455 438019.552,92911.461 438019.655,92911.468 438019.758,92911.476 438019.861,92911.483 438019.964,92911.492073 438020.065995))","563",DB_HOOFDWATERGANG,563.PDF#28,563_Plankaart.pdf,"15",DB_HOOFDWATERGANG,hoofdwatergang,hoofdwatergang
"POLYGON ((89371.77381 439979.790387,89325.841937 439951.395484,89325.372 439952.352,89337.981 439960.197,89339.507 439961.171,89342.975 439963.306,89351.56 439968.59,89352.96 439969.45,89360.573 439974.307,89362.16 439975.32,89364.514 439976.631,89365.921 439977.51,89373.239 439982.084,89373.825095 439981.143038,89371.77381 439979.790387))","565",DB_LEIDING,565.PDF#24,565_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((91239.022832 441516.956286,91231.90381 441516.525204,91230.675 441536.818126,91182.962724 441576.703235,91191.292603 441574.400424,91234.714 441538.1,91238.544 441534.923,91241.348158 441532.62172,91242.176848 441518.936493,91239.022832 441516.956286))","565",DB_LEIDING,565.PDF#24,565_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((91102.41 441687.96,91107.982866 441678.980129,91103.997958 441685.319064,91086.474879 441674.266682,91056.703321 441654.212784,91033.199294 441638.03378,90968.658497 441593.672613,90936.455861 441572.354528,90924.663869 441564.965684,90881.366742 441538.47002,90880.086927 441537.665812,90879.327893 441537.057082,90877.387142 441535.340964,90876.359932 441534.121152,90875.20692 441532.933892,90873.217251 441531.000534,90871.408845 441528.775485,90869.520815 441526.137664,90867.126564 441521.905332,90866.64436 441520.964256,90866.231975 441519.902747,90865.745876 441518.343175,90865.2665 441517.144736,90864.172697 441512.844316,90863.233538 441508.779196,90862.981883 441507.478978,90862.85943 441506.221806,90862.79115 441504.934228,90862.681886 441503.593258,90862.61933 441502.30638,90862.6014 441499.634808,90863.073731 441495.060276,90863.619026 441491.854313,90864.100104 441489.547103,90864.374233 441488.119737,90864.756641 441486.599915,90865.657615 441482.343272,90866.36408 441479.421943,90867.268994 441476.278068,90868.28037 441473.522301,90869.415698 441470.770265,90870.699383 441468.409035,90871.486323 441466.894175,90872.303868 441465.438545,90873.009646 441464.087984,90874.679984 441461.753307,90875.392394 441460.607674,90911.345866 441412.9556,90916.306206 441406.213589,90919.37734 441401.693613,90923.091915 441396.040998,90926.816568 441390.180742,90932.707434 441380.372702,90937.560806 441372.042588,90942.861437 441362.73114,90945.566789 441357.649605,90953.740727 441340.223845,90954.641894 441338.603691,90954.065 441338.246,90953.929 441338.162,90948.99 441335.1,90948.909 441335.055,90948.827 441335.012,90948.744 441334.969,90948.661 441334.927,90948.578 441334.886,90948.494 441334.846,90948.409 441334.807,90948.325 441334.769,90948.239 441334.732,90948.154 441334.696,90948.068 441334.661,90947.981 441334.627,90947.895 441334.594,90947.807 441334.562,90947.72 441334.531,90947.632 441334.501,90947.544 441334.472,90947.535514 441334.46933,90946.419271 441336.476155,90938.21321 441353.970394,90935.658562 441358.768859,90930.439193 441367.937411,90925.632564 441376.187298,90919.823431 441385.859257,90916.188085 441391.579,90912.542659 441397.126386,90909.593793 441401.466411,90904.754133 441408.0444,90868.607606 441455.952324,90867.840016 441457.186691,90865.990354 441459.772015,90865.07613 441461.521455,90864.253676 441462.985825,90863.440616 441464.550964,90861.984301 441467.229734,90860.619629 441470.537699,90859.451004 441473.721932,90858.415919 441477.318056,90857.642384 441480.516727,90856.743358 441484.760084,90856.345765 441486.340263,90856.039895 441487.932896,90855.540973 441490.325686,90854.926269 441493.939723,90854.3786 441499.245191,90854.40067 441502.533618,90854.478113 441504.12674,90854.588849 441505.48577,90854.660569 441506.838194,90854.838116 441508.661022,90855.186462 441510.460804,90856.187303 441514.795684,90857.4335 441519.695264,90857.994124 441521.096825,90858.468023 441522.617252,90859.135638 441524.335743,90859.893434 441525.814666,90862.579185 441530.562336,90864.871154 441533.764514,90867.142748 441536.559465,90869.393078 441538.746106,90870.260068 441539.638848,90871.472857 441541.079035,90872.948189 441542.399695,90874.052106 441543.362917,90875.313073 441544.374188,90876.993256 441545.429978,90920.336131 441571.954316,90932.004138 441579.265471,90964.061501 441600.487385,91028.540706 441644.806219,91052.076678 441661.007215,91081.985119 441681.153316,91098.079668 441691.304679,91098.085 441691.303,91098.14 441691.286,91098.194 441691.268,91098.248 441691.25,91098.301 441691.231,91098.355 441691.212,91098.409 441691.193,91098.462 441691.173,91098.515 441691.153,91098.568 441691.132,91098.621 441691.111,91098.674 441691.09,91098.727 441691.069,91098.779 441691.047,91098.832 441691.024,91098.884 441691.001,91098.936 441690.978,91098.988 441690.955,91099.039 441690.931,91099.091 441690.907,91099.142 441690.882,91099.194 441690.857,91099.244 441690.832,91099.295 441690.806,91099.346 441690.78,91099.396 441690.753,91099.447 441690.727,91099.497 441690.7,91099.546 441690.672,91099.596 441690.644,91099.646 441690.616,91099.695 441690.587,91099.744 441690.558,91099.793 441690.529,91099.841 441690.5,91099.89 441690.47,91099.938 441690.439,91099.986 441690.409,91100.034 441690.378,91100.081 441690.346,91100.129 441690.315,91100.176 441690.283,91100.222 441690.25,91100.269 441690.218,91100.315 441690.185,91100.362 441690.151,91100.407 441690.117,91100.453 441690.083,91100.499 441690.049,91100.544 441690.014,91100.589 441689.98,91100.633 441689.944,91100.678 441689.909,91100.722 441689.873,91100.766 441689.836,91100.809 441689.8,91100.853 441689.763,91100.896 441689.726,91100.939 441689.688,91100.981 441689.65,91101.024 441689.612,91101.066 441689.574,91101.107 441689.535,91101.149 441689.496,91101.19 441689.457,91101.231 441689.417,91101.272 441689.377,91101.312 441689.337,91101.352 441689.297,91101.392 441689.256,91101.431 441689.215,91101.47 441689.174,91101.509 441689.132,91101.548 441689.09,91101.586 441689.048,91101.624 441689.006,91101.662 441688.963,91101.699 441688.92,91101.736 441688.877,91101.773 441688.833,91101.81 441688.79,91101.846 441688.746,91101.881 441688.701,91101.917 441688.657,91101.952 441688.612,91101.987 441688.567,91102.021 441688.522,91102.056 441688.476,91102.09 441688.43,91102.123 441688.384,91102.156 441688.338,91102.189 441688.292,91102.222 441688.245,91102.254 441688.198,91102.286 441688.151,91102.317 441688.104,91102.349 441688.056,91102.379 441688.008,91102.41 441687.96))","565",DB_LEIDING,565.PDF#24,565_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((94049.872244 434718.624173,94052.778842 434713.27127,94052.244458 434714.135321,94051.4032 434715.604528,94050.612166 434717.101374,94049.872244 434718.624173))","568",DB_ARCH_WRDVL_GEB_B,568.PDF#21,568_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((94775.194154 434513.042296,94775.180036 434502.542083,94751.186277 434502.574511,94751.200638 434513.074717,94775.194154 434513.042296))","568",DB_ARCH_WRDVL_GEB_A,568.PDF#21,568_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((94775.174058 434498.050422,94775.15994 434487.550209,94751.16618 434487.582639,94751.180544 434498.082844,94775.174058 434498.050422))","568",DB_ARCH_WRDVL_GEB_B,568.PDF#21,568_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
"POLYGON ((94775.234347 434543.033376,94775.220351 434532.533159,94751.226591 434532.565588,94751.240588 434543.065805,94775.234347 434543.033376))","568",DB_LEIDING,568.PDF#19,568_Plankaart.pdf,"18",DB_LEIDING,leiding,leiding
"POLYGON ((94775.214127 434528.034172,94775.200132 434517.533956,94751.206373 434517.566385,94751.220369 434528.066602,94775.214127 434528.034172))","568",DB_WATERKERING,568.PDF#20,568_Plankaart.pdf,"40",DB_WATERKERING,waterkering,waterkering
"POLYGON ((94545.514636 434173.427144,94545.507833 434173.429022,94567.17 434251.56,94545.514636 434173.427144))","568",DB_ARCH_WRDVL_GEB_A,568.PDF#21,568_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((92733.789154 435236.513652,92761.008358 435134.65711,92767.066386 435137.022198,92766.641926 435185.020321,92805.041448 435211.706252,92855.724479 435204.618225,92859.511996 435204.08854,92929.16943 435035.195595,92895.420033 435026.549866,92865.449999 435018.87,92854.159999 435015.98,92833.219999 435010.56,92827.73 435009.12,92818.849999 435006.88,92807.199999 435003.88,92746.989999 434988.449999,92733.322321 434984.894878,92732.649959 434984.720152,92727.640166 434983.419357,92718.729999 434981.11,92710.82 434979.05,92693.34 434974.88,92668.05 434974.14,92648.59 434975.66,92635.07 434977.95,92614.284 434982.698,92611.093862 434971.342038,92604.98 434949.58,92601.14 434941.6,92596.35 434936.7,92592.852 434934.517,92589.541953 434933.200117,92587.479999 434932.38,92581.969 434931.5,92573.157999 434931.19,92544.969 434930.172,92542.690761 434931.117248,92543.626 434933.392,92533.509 434937.596,92532.566599 434935.317793,92530.273999 434936.269,92543.473 434968.101,92522.609 434976.734,92500.130999 434922.466,92448.111 434900.884,92423.025 434911.256,92456.645887 434997.56818,92464.731999 435018.327,92527.65 435046.74,92563.860585 435068.089165,92632.959986 435106.089953,92654.726635 435118.137655,92662.416426 435123.313681,92669.706043 435127.721126,92682.703496 435134.989333,92694.555724 435140.537185,92714.901878 435150.968124,92714.519999 435153.89,92711.452023 435232.436704,92733.789154 435236.513652))","569",DB_ARCH_WRDVL_GEB_A,569.PDF#14,569_Plankaart.pdf,"3",DB_ARCH_WRDVL_GEB_A,archeologie,archeologie
"POLYGON ((93274.565539 435123.676722,92929.16943 435035.195595,92859.511996 435204.08854,92855.724479 435204.618225,92805.041448 435211.706252,92766.641926 435185.020321,92767.066386 435137.022198,92761.008358 435134.65711,92733.789154 435236.513652,92711.452023 435232.436704,92714.519999 435153.89,92714.901878 435150.968124,92694.555724 435140.537185,92682.703496 435134.989333,92669.706043 435127.721126,92662.416426 435123.313681,92654.726635 435118.137655,92632.959986 435106.089953,92563.860585 435068.089165,92527.65 435046.74,92464.731999 435018.327,92310.725 435078.834,92268.686 435095.351,92263.870074 435097.24314,92292.349999 435113.24,92293.349999 435111.37,92294.7 435112.169999,92293.65 435113.85,92364.409999 435153.969999,92353.41 435158.4,92353.08 435161.75,92417.259999 435202.85,92423.499999 435200.579999,92431.519999 435197.409999,92432.34 435198.750001,92434.087079 435201.37901,92436.299999 435203.63,92437.671807 435204.783758,92439.089999 435205.88,92445.91 435210.22,92446.839999 435210.799999,92481.647109 435232.926153,92483.428365 435233.78147,92485.345681 435234.259321,92487.32 435234.34,92611.989912 435240.809995,92613.863863 435240.659462,92615.63935 435240.041403,92617.201698 435238.995736,92618.45 435237.589999,92624.56 435219.29,92628.16 435220.76,92630.08 435221.54,92632.95 435222.7,92637.06 435212.03,92650.02 435214.22,92650.339999 435225.019999,92650.38 435225.61,92661.35 435225.19,92662.260129 435251.013688,92662.564771 435252.887536,92663.325749 435254.626797,92664.495269 435256.122235,92665.999881 435257.27993,92699.300324 435276.786931,92699.773451 435276.987563,92700.270001 435277.12,92701.218412 435277.279883,92702.18 435277.259999,92712.11 435275.98,92712.409999 435275.939999,92713.52 435283.72,92743.22 435279.69,92744.53 435279.52,92771.07 435275.919999,92773.05 435289.14,92878.01 435274.76,93000.0 435257.519999,93063.79 435248.03,93131.45 435238.71,93150.18 435239.68,93158.45 435240.64,93162.68844 435226.861039,93172.96 435194.53,93169.8 435190.74,93182.249999 435177.86,93181.689999 435168.33,93182.08 435168.29,93181.86 435163.84,93195.818423 435161.896018,93195.830063 435161.894777,93200.808368 435161.288757,93204.562552 435160.963391,93205.080106 435160.90819,93205.311901 435160.898447,93205.804687 435160.855738,93210.812994 435160.59579,93213.696676 435160.546005,93214.386103 435160.517026,93214.818356 435160.52664,93215.827295 435160.509222,93220.841591 435160.596138,93223.010038 435160.708839,93223.698015 435160.724141,93224.286999 435160.775207,93225.84988 435160.856435,93230.846169 435161.2898,93232.391355 435161.477867,93232.977417 435161.528679,93233.65742 435161.631961,93235.824479 435161.895716,93240.778854 435162.673457,93241.763795 435162.863191,93242.186021 435162.927321,93242.855058 435163.073408,93245.703365 435163.622092,93250.592118 435164.740487,93251.066031 435164.866301,93251.285829 435164.914295,93251.773553 435165.054134,93255.439263 435166.027303,93260.239295 435167.481404,93274.565539 435123.676722))","569",DB_ARCH_WRDVL_GEB_B,569.PDF#14,569_Plankaart.pdf,"4",DB_ARCH_WRDVL_GEB_B,archeologie,archeologie
