WKT,BESTEMMING,BIJZ,GOEDGE,NAAM_BP,ONHERR,VASTST,MEER_INFOR,IMRO,PLANKRT,VOOR
"POLYGON ((97530.694 433424.831,97531.12 433423.17,97529.97 433422.91,97525.52 433421.85,97521.41 433420.86,97512.303 433418.678,97502.627 433416.361,97503.178 433414.096,97458.637 433403.262,97457.605 433407.488,97437.75 433402.659,97437.134 433405.191,97429.24 433403.3,97429.137 433403.73,97427.311 433403.315,97425.298 433412.2,97416.626 433410.176,97416.183 433411.797,97406.375 433409.424,97406.779 433407.876,97397.954 433405.732,97397.499 433407.277,97387.774 433404.822,97388.194 433403.413,97380.182 433401.405,97379.061 433406.082,97379.13 433406.099,97378.03 433410.39,97377.102 433414.276,97374.62 433424.67,97374.323 433425.797,97405.6 433433.315,97397.38 433467.64,97394.62 433479.16,97394.387 433480.132,97416.667 433485.48,97416.468 433486.355,97411.925 433506.343,97429.55 433510.57,97434.352 433511.721,97439.202 433512.832,97447.335 433514.874,97453.459 433516.35,97460.992 433518.144,97464.83 433519.1,97469.636 433520.187,97484.373 433458.988,97503.901 433463.634,97506.389 433453.307,97514.209 433420.85,97521.002 433422.49,97522.747 433422.912,97525.143 433423.49,97529.53 433424.55,97530.694 433424.831))","3104",Bestemmingsplan,,Grote Hagen 98,17-11-2023,28-09-2023,NL.IMRO.0599.BP3104GroteHagen98-va01,Ja,3104_plankaart.pdf,3104.pdf
"POLYGON ((68462.836 444113.565,68475.714 444120.739,68498.015 444133.164,68501.549 444130.382,68501.47 444130.332,68501.392 444130.282,68501.313 444130.233,68501.234 444130.183,68501.155 444130.134,68501.076 444130.084,68500.997 444130.035,68500.918 444129.985,68500.839 444129.936,68500.76 444129.887,68500.681 444129.838,68500.602 444129.789,68500.523 444129.74,68500.443 444129.691,68500.364 444129.642,68500.285 444129.594,68500.205 444129.545,68500.126 444129.496,68500.046 444129.448,68499.967 444129.4,68499.887 444129.351,68499.807 444129.303,68499.728 444129.255,68499.648 444129.207,68499.568 444129.159,68499.488 444129.111,68499.409 444129.063,68499.329 444129.015,68499.249 444128.967,68499.169 444128.92,68499.089 444128.872,68499.009 444128.824,68498.928 444128.777,68498.848 444128.73,68498.768 444128.682,68498.688 444128.635,68498.607 444128.588,68498.527 444128.541,68498.447 444128.494,68498.366 444128.447,68498.286 444128.4,68498.205 444128.353,68498.125 444128.307,68498.044 444128.26,68497.963 444128.213,68497.883 444128.167,68497.802 444128.121,68497.721 444128.074,68497.64 444128.028,68497.559 444127.982,68497.478 444127.936,68497.398 444127.89,68497.317 444127.844,68497.235 444127.798,68497.154 444127.752,68497.073 444127.706,68496.992 444127.661,68496.911 444127.615,68496.83 444127.57,68496.748 444127.524,68496.667 444127.479,68496.586 444127.434,68496.504 444127.389,68496.423 444127.343,68496.341 444127.298,68496.26 444127.253,68496.178 444127.209,68496.096 444127.164,68496.015 444127.119,68495.933 444127.074,68495.851 444127.03,68495.769 444126.985,68495.687 444126.941,68495.606 444126.897,68495.524 444126.852,68495.442 444126.808,68495.36 444126.764,68495.278 444126.72,68495.195 444126.676,68495.113 444126.632,68495.031 444126.588,68494.949 444126.545,68494.867 444126.501,68494.784 444126.457,68494.702 444126.414,68494.62 444126.37,68494.537 444126.327,68494.455 444126.284,68494.372 444126.241,68494.29 444126.198,68494.207 444126.155,68494.125 444126.112,68494.042 444126.069,68493.959 444126.026,68493.876 444125.983,68493.794 444125.94,68493.711 444125.898,68493.628 444125.855,68493.545 444125.813,68477.509 444117.621,68470.094 444113.829,68465.546 444111.496,68412.97 444084.611,68412.832 444084.86,68412.694 444085.109,68412.556 444085.357,68412.417 444085.606,68412.278 444085.855,68412.14 444086.103,68412.001 444086.351,68411.861 444086.6,68411.722 444086.848,68411.583 444087.096,68411.443 444087.344,68411.303 444087.592,68411.163 444087.84,68411.023 444088.087,68410.883 444088.335,68410.742 444088.582,68410.602 444088.83,68410.461 444089.077,68410.32 444089.324,68410.179 444089.572,68410.037 444089.819,68409.896 444090.066,68409.754 444090.312,68409.612 444090.559,68409.47 444090.806,68409.328 444091.052,68409.186 444091.299,68409.043 444091.545,68408.901 444091.791,68408.758 444092.038,68408.615 444092.284,68408.472 444092.53,68408.328 444092.776,68408.185 444093.021,68408.041 444093.267,68407.898 444093.513,68407.754 444093.758,68407.609 444094.004,68407.465 444094.249,68407.321 444094.494,68407.176 444094.739,68407.031 444094.984,68406.886 444095.229,68406.741 444095.474,68406.596 444095.719,68406.45 444095.963,68406.305 444096.208,68406.159 444096.452,68406.013 444096.697,68405.867 444096.941,68405.721 444097.185,68405.574 444097.429,68405.428 444097.673,68405.281 444097.917,68405.134 444098.161,68404.987 444098.404,68404.84 444098.648,68404.692 444098.891,68404.545 444099.135,68404.397 444099.378,68404.249 444099.621,68404.101 444099.864,68403.953 444100.107,68403.804 444100.35,68403.656 444100.593,68403.507 444100.835,68403.358 444101.078,68403.209 444101.32,68403.06 444101.563,68402.911 444101.805,68402.761 444102.047,68402.611 444102.289,68402.461 444102.531,68402.311 444102.773,68402.161 444103.015,68402.011 444103.256,68401.86 444103.498,68401.71 444103.739,68401.559 444103.981,68401.408 444104.222,68401.257 444104.463,68401.105 444104.704,68400.954 444104.945,68400.802 444105.186,68400.65 444105.427,68400.498 444105.667,68400.346 444105.908,68400.194 444106.148,68400.041 444106.388,68399.889 444106.629,68399.736 444106.869,68399.583 444107.109,68399.43 444107.349,68399.277 444107.589,68399.123 444107.828,68398.97 444108.068,68398.816 444108.307,68398.662 444108.547,68398.508 444108.786,68398.193 444109.274,68397.876 444109.761,68397.558 444110.247,68397.238 444110.733,68396.917 444111.217,68396.595 444111.7,68396.271 444112.183,68395.946 444112.664,68395.619 444113.145,68395.291 444113.625,68394.962 444114.103,68394.631 444114.581,68394.299 444115.058,68393.966 444115.534,68393.631 444116.009,68393.295 444116.483,68392.958 444116.956,68392.619 444117.428,68392.279 444117.899,68391.937 444118.369,68391.594 444118.838,68391.25 444119.306,68390.904 444119.773,68390.557 444120.239,68390.209 444120.705,68389.86 444121.169,68389.509 444121.632,68389.156 444122.094,68388.803 444122.555,68388.448 444123.015,68388.092 444123.474,68387.734 444123.932,68387.375 444124.389,68387.015 444124.845,68386.654 444125.3,68386.291 444125.754,68385.927 444126.207,68385.562 444126.659,68385.195 444127.11,68384.827 444127.559,68384.458 444128.008,68384.087 444128.455,68383.716 444128.902,68383.342 444129.347,68382.968 444129.792,68382.592 444130.235,68382.216 444130.677,68381.837 444131.119,68381.458 444131.559,68381.077 444131.998,68380.695 444132.435,68380.312 444132.872,68379.928 444133.308,68379.542 444133.742,68379.155 444134.176,68378.767 444134.608,68378.377 444135.04,68377.987 444135.47,68377.595 444135.899,68377.202 444136.327,68376.807 444136.753,68376.412 444137.179,68376.015 444137.603,68375.617 444138.027,68375.218 444138.449,68374.817 444138.87,68374.416 444139.29,68374.013 444139.708,68373.609 444140.126,68373.203 444140.542,68372.797 444140.958,68372.389 444141.372,68371.981 444141.785,68371.571 444142.196,68371.159 444142.607,68370.747 444143.016,68370.333 444143.424,68369.919 444143.831,68369.503 444144.237,68369.086 444144.642,68368.668 444145.045,68368.248 444145.448,68367.828 444145.849,68367.406 444146.248,68366.983 444146.647,68366.559 444147.044,68366.134 444147.44,68365.708 444147.835,68365.281 444148.229,68364.852 444148.622,68364.423 444149.013,68363.992 444149.403,68363.56 444149.792,68363.127 444150.179,68362.693 444150.565,68362.258 444150.95,68361.822 444151.334,68361.384 444151.717,68360.946 444152.098,68256.702 444242.487,68211.077 444281.107,68173.458 444312.724,68151.057 444331.634,68136.349 444344.149,68088.085 444384.918,68087.59 444385.34,68087.1 444385.765,68086.612 444386.195,68086.129 444386.63,68085.65 444387.069,68085.174 444387.511,68084.702 444387.958,68084.235 444388.409,68083.771 444388.865,68083.311 444389.324,68082.855 444389.787,68082.404 444390.254,68081.956 444390.726,68081.513 444391.201,68081.074 444391.68,68080.639 444392.162,68080.208 444392.649,68079.782 444393.139,68079.36 444393.634,68078.942 444394.131,68078.528 444394.633,68078.12 444395.138,68077.715 444395.647,68077.315 444396.159,68076.92 444396.674,68076.529 444397.193,68076.142 444397.716,68075.761 444398.242,68075.384 444398.771,68075.011 444399.304,68074.643 444399.839,68074.28 444400.378,68073.922 444400.921,68073.568 444401.466,68073.22 444402.014,68072.876 444402.566,68072.537 444403.12,68072.203 444403.677,68071.873 444404.238,68071.549 444404.801,68071.23 444405.367,68070.915 444405.935,68070.606 444406.507,68070.302 444407.081,68070.002 444407.658,68069.708 444408.237,68069.419 444408.819,68069.135 444409.404,68068.856 444409.991,68068.583 444410.58,68068.314 444411.172,68068.051 444411.766,68067.793 444412.363,68067.54 444412.961,68067.293 444413.562,68067.05 444414.165,68066.813 444414.77,68066.582 444415.377,68066.355 444415.986,68066.135 444416.598,68065.919 444417.211,68065.709 444417.826,68065.504 444418.442,68065.305 444419.061,68065.111 444419.681,68064.923 444420.303,68064.74 444420.927,68064.562 444421.552,68064.39 444422.178,68064.224 444422.807,68064.063 444423.436,68063.907 444424.067,68063.757 444424.699,68063.613 444425.333,68063.474 444425.968,68063.341 444426.604,68063.214 444427.241,68063.092 444427.879,68062.975 444428.519,68062.865 444429.159,68062.759 444429.8,68062.66 444430.443,68062.566 444431.086,68062.478 444431.73,68062.395 444432.374,68062.319 444433.019,68062.247 444433.665,68062.182 444434.312,68062.122 444434.959,68062.068 444435.606,68062.02 444436.255,68061.977 444436.903,68061.94 444437.552,68061.908 444438.201,68061.883 444438.85,68061.863 444439.5,68061.848 444440.149,68061.84 444440.799,68061.837 444441.449,68061.837 444451.264,68061.837 444451.265,68061.837 444451.266,68061.837 444451.267,68061.837 444451.268,68061.837 444451.269,68061.837 444451.27,68061.837 444451.271,68061.837 444451.272,68061.837 444451.273,68061.837 444451.274,68061.837 444451.275,68061.837 444451.276,68061.837 444451.277,68061.837 444451.278,68061.837 444451.279,68061.837 444451.28,68061.837 444451.281,68061.837 444451.282,68061.837 444451.283,68061.837 444451.284,68061.837 444451.285,68061.837 444451.286,68061.837 444451.287,68061.837 444451.288,68061.837 444451.289,68061.837 444451.29,68061.837 444451.291,68061.837 444451.292,68061.837 444451.293,68061.837 444451.294,68061.837 444451.295,68061.837 444451.296,68061.837 444451.297,68061.837 444451.298,68061.837 444451.299,68061.837 444451.3,68061.837 444451.301,68061.837 444451.302,68061.837 444451.303,68061.837 444451.304,68061.837 444451.305,68061.837 444451.306,68061.837 444451.307,68061.837 444451.308,68061.837 444451.309,68061.837 444451.31,68061.837 444451.311,68061.837 444451.312,68061.837 444451.313,68061.837 444451.314,68061.837 444451.315,68061.837 444451.316,68061.838 444451.316,68061.838 444451.317,68061.838 444451.318,68061.838 444451.319,68061.838 444451.32,68061.838 444451.321,68061.838 444451.322,68061.838 444451.323,68061.838 444451.324,68061.838 444451.325,68061.838 444451.326,68061.838 444451.327,68061.838 444451.328,68061.954 444451.42,68062.069 444451.512,68062.184 444451.605,68062.298 444451.698,68062.412 444451.792,68062.526 444451.887,68062.639 444451.982,68062.751 444452.078,68062.863 444452.175,68062.974 444452.272,68063.085 444452.37,68063.195 444452.468,68063.305 444452.567,68063.414 444452.667,68063.523 444452.767,68063.631 444452.867,68063.738 444452.969,68063.845 444453.07,68063.952 444453.173,68064.058 444453.276,68064.163 444453.379,68064.268 444453.483,68064.372 444453.588,68064.476 444453.693,68064.579 444453.799,68064.682 444453.905,68064.784 444454.012,68064.885 444454.12,68064.986 444454.228,68065.086 444454.336,68065.186 444454.445,68065.285 444454.555,68065.383 444454.665,68065.481 444454.776,68065.579 444454.887,68065.675 444454.998,68065.771 444455.111,68065.867 444455.223,68065.962 444455.337,68066.056 444455.45,68066.15 444455.565,68066.243 444455.679,68066.335 444455.795,68066.427 444455.91,68066.518 444456.027,68066.609 444456.143,68066.699 444456.26,68066.788 444456.378,68066.877 444456.496,68066.965 444456.615,68067.052 444456.734,68067.139 444456.854,68067.225 444456.974,68067.31 444457.094,68067.395 444457.215,68067.479 444457.337,68067.563 444457.458,68067.646 444457.581,68067.728 444457.703,68067.809 444457.827,68067.89 444457.95,68067.97 444458.074,68068.05 444458.199,68068.129 444458.324,68068.207 444458.449,68068.285 444458.575,68068.361 444458.701,68068.438 444458.828,68068.513 444458.955,68068.588 444459.082,68068.662 444459.21,68068.735 444459.338,68068.808 444459.466,68068.88 444459.595,68068.952 444459.725,68069.022 444459.855,68069.092 444459.985,68069.162 444460.115,68069.23 444460.246,68069.298 444460.377,68069.365 444460.509,68069.432 444460.641,68069.497 444460.773,68069.562 444460.906,68069.627 444461.039,68069.69 444461.172,68069.753 444461.306,68069.815 444461.44,68069.877 444461.574,68069.937 444461.709,68069.997 444461.844,68070.057 444461.979,68070.115 444462.115,68070.173 444462.251,68070.23 444462.387,68070.286 444462.524,68070.342 444462.66,68070.397 444462.798,68070.451 444462.935,68070.491 444463.039,68070.531 444463.143,68070.571 444463.247,68070.61 444463.351,68070.648 444463.455,68070.686 444463.56,68070.724 444463.664,68070.761 444463.769,68070.798 444463.874,68070.835 444463.979,68070.871 444464.084,68070.907 444464.19,68070.942 444464.295,68070.977 444464.401,68071.011 444464.507,68071.045 444464.612,68071.078 444464.719,68071.111 444464.825,68071.144 444464.931,68071.176 444465.038,68071.208 444465.144,68071.239 444465.251,68071.27 444465.358,68071.301 444465.465,68071.331 444465.572,68071.36 444465.679,68071.389 444465.786,68071.418 444465.894,68071.446 444466.001,68071.474 444466.109,68071.502 444466.217,68071.529 444466.325,68071.555 444466.433,68071.581 444466.541,68071.607 444466.649,68071.632 444466.758,68071.657 444466.866,68071.682 444466.975,68071.705 444467.083,68071.729 444467.192,68071.752 444467.301,68071.775 444467.41,68071.797 444467.519,68071.818 444467.628,68071.84 444467.737,68071.861 444467.846,68071.881 444467.956,68071.901 444468.065,68071.92 444468.174,68071.94 444468.284,68071.958 444468.394,68071.976 444468.503,68071.994 444468.613,68072.011 444468.723,68072.028 444468.833,68072.045 444468.943,68072.061 444469.053,68072.076 444469.163,68072.091 444469.274,68072.106 444469.384,68072.12 444469.494,68072.134 444469.605,68072.147 444469.715,68072.16 444469.826,68072.172 444469.936,68072.184 444470.047,68072.196 444470.157,68072.207 444470.268,68072.217 444470.379,68072.227 444470.49,68072.237 444470.6,68072.246 444470.711,68072.255 444470.822,68072.263 444470.933,68072.271 444471.044,68072.279 444471.155,68072.286 444471.266,68072.292 444471.377,68072.298 444471.488,68072.304 444471.599,68072.309 444471.71,68072.314 444471.821,68072.318 444471.933,68072.322 444472.044,68072.326 444472.155,68072.329 444472.266,68072.331 444472.377,68072.333 444472.489,68072.335 444472.6,68072.336 444472.711,68072.337 444472.822,68072.337 444472.933,68072.337 444473.045,68072.336 444473.156,68072.335 444473.267,68072.333 444473.378,68072.331 444473.49,68072.329 444473.601,68072.326 444473.712,68072.323 444473.814,68072.321 444473.916,68072.32 444474.018,68072.319 444474.119,68072.319 444474.221,68072.319 444474.323,68072.32 444474.425,68072.321 444474.527,68072.323 444474.629,68072.326 444474.731,68072.329 444474.832,68072.332 444474.934,68072.337 444475.036,68072.341 444475.138,68072.347 444475.239,68072.352 444475.341,68072.359 444475.443,68072.366 444475.544,68072.373 444475.646,68072.381 444475.748,68072.39 444475.849,68072.399 444475.951,68072.409 444476.052,68072.419 444476.153,68072.43 444476.255,68072.442 444476.356,68072.454 444476.457,68072.466 444476.558,68072.479 444476.659,68072.493 444476.76,68072.507 444476.861,68072.522 444476.962,68072.537 444477.062,68072.553 444477.163,68072.57 444477.264,68072.587 444477.364,68072.604 444477.464,68072.622 444477.565,68072.641 444477.665,68072.66 444477.765,68072.68 444477.865,68072.7 444477.965,68072.721 444478.064,68072.743 444478.164,68072.765 444478.263,68072.787 444478.363,68072.81 444478.462,68072.834 444478.561,68072.858 444478.66,68072.883 444478.759,68072.908 444478.857,68072.933 444478.956,68072.96 444479.054,68072.987 444479.153,68073.014 444479.251,68073.042 444479.349,68073.07 444479.447,68073.099 444479.544,68073.129 444479.642,68073.159 444479.739,68073.19 444479.836,68073.221 444479.933,68073.252 444480.03,68073.285 444480.127,68073.317 444480.223,68073.351 444480.319,68073.385 444480.416,68073.419 444480.511,68073.454 444480.607,68073.489 444480.703,68073.525 444480.798,68073.561 444480.893,68073.598 444480.988,68073.636 444481.083,68073.674 444481.177,68073.712 444481.272,68073.751 444481.366,68073.791 444481.46,68073.831 444481.553,68073.872 444481.647,68073.913 444481.74,68073.954 444481.833,68073.997 444481.926,68074.039 444482.018,68074.082 444482.11,68074.126 444482.202,68074.17 444482.294,68074.215 444482.386,68074.26 444482.477,68074.306 444482.568,68074.352 444482.659,68074.398 444482.75,68074.446 444482.84,68074.493 444482.93,68074.541 444483.02,68074.59 444483.109,68074.639 444483.198,68074.689 444483.287,68074.739 444483.376,68089.053 444508.538,68090.352 444511.531,68097.734 444523.812,68097.801 444523.916,68100.025 444527.824,68079.879 444475.008,68080.68 444461.125,68087.531 444445.094,68109.102 444416.312,68129.102 444392.812,68138.406 444384.281,68142.133 444381.281,68159.508 444367.281,68157.148 444364.219,68161.773 444360.375,68194.258 444333.5,68266.82 444274.031,68313.93 444235.125,68325.805 444225.688,68346.156 444208.531,68407.547 444158.594,68414.826 444152.585,68453.016 444121.062,68462.836 444113.565))","2192",Bestemmingsplan,,"Langeweg, Hoek van Holland",,07-09-2023,NL.IMRO.0599.BP2192HvHLangeweg-va01,Ja,2192_Plankaart.pdf,2192.pdf
"POLYGON ((93737.655 435576.99,93739.81 435569.05,93742.99 435551.93,93743.191 435549.847,93743.23 435549.44,93743.242 435549.32,93743.253 435549.2,93743.265 435549.079,93743.277 435548.959,93743.289 435548.839,93743.3 435548.719,93743.312 435548.599,93743.323 435548.478,93743.335 435548.358,93743.346 435548.238,93743.358 435548.118,93743.369 435547.998,93743.381 435547.877,93743.392 435547.757,93743.404 435547.637,93743.415 435547.517,93743.426 435547.397,93743.438 435547.276,93743.449 435547.156,93743.46 435547.036,93743.471 435546.916,93743.482 435546.795,93743.494 435546.675,93743.505 435546.555,93743.516 435546.435,93743.527 435546.314,93743.538 435546.194,93743.549 435546.074,93743.56 435545.954,93743.571 435545.833,93743.582 435545.713,93743.593 435545.593,93743.604 435545.473,93743.614 435545.352,93743.625 435545.232,93743.636 435545.112,93743.647 435544.992,93743.658 435544.871,93743.668 435544.751,93743.679 435544.631,93743.69 435544.51,93743.7 435544.39,93743.711 435544.27,93743.721 435544.15,93743.732 435544.029,93743.742 435543.909,93743.753 435543.789,93743.763 435543.668,93743.774 435543.548,93743.784 435543.428,93743.795 435543.307,93743.805 435543.187,93743.815 435543.067,93743.826 435542.947,93743.836 435542.826,93743.846 435542.706,93743.856 435542.586,93743.866 435542.465,93743.877 435542.345,93743.887 435542.225,93743.897 435542.104,93743.907 435541.984,93743.917 435541.864,93743.927 435541.743,93743.937 435541.623,93743.947 435541.503,93743.957 435541.382,93743.967 435541.262,93743.977 435541.142,93743.986 435541.021,93743.996 435540.901,93744.006 435540.78,93744.016 435540.66,93744.026 435540.54,93744.035 435540.419,93744.045 435540.299,93744.055 435540.179,93744.064 435540.058,93744.074 435539.938,93744.083 435539.818,93744.093 435539.697,93744.102 435539.577,93744.112 435539.456,93744.121 435539.336,93744.131 435539.216,93744.14 435539.095,93744.15 435538.975,93744.159 435538.854,93744.168 435538.734,93744.178 435538.614,93744.187 435538.493,93744.196 435538.373,93744.205 435538.252,93744.215 435538.132,93744.224 435538.012,93744.233 435537.891,93744.242 435537.771,93744.251 435537.65,93744.26 435537.53,93744.268 435537.397,93744.276 435537.265,93744.284 435537.132,93744.292 435537.0,93744.299 435536.867,93744.307 435536.735,93744.314 435536.602,93744.322 435536.469,93744.329 435536.337,93744.336 435536.204,93744.343 435536.072,93744.35 435535.939,93744.357 435535.806,93744.364 435535.674,93744.371 435535.541,93744.378 435535.408,93744.384 435535.276,93744.391 435535.143,93744.397 435535.011,93744.403 435534.878,93744.41 435534.745,93744.416 435534.613,93744.422 435534.48,93744.428 435534.347,93744.434 435534.215,93744.439 435534.082,93744.445 435533.949,93744.451 435533.817,93744.456 435533.684,93744.462 435533.551,93744.467 435533.418,93744.472 435533.286,93744.477 435533.153,93744.482 435533.02,93744.487 435532.888,93744.492 435532.755,93744.497 435532.622,93744.502 435532.489,93744.506 435532.357,93744.511 435532.224,93744.515 435532.091,93744.519 435531.959,93744.524 435531.826,93744.528 435531.693,93744.532 435531.56,93744.536 435531.428,93744.54 435531.295,93744.543 435531.162,93744.547 435531.029,93744.551 435530.897,93744.554 435530.764,93744.558 435530.631,93744.561 435530.498,93744.564 435530.366,93744.567 435530.233,93744.571 435530.1,93744.574 435529.967,93744.576 435529.835,93744.579 435529.702,93744.582 435529.569,93744.585 435529.436,93744.587 435529.303,93744.589 435529.171,93744.592 435529.038,93744.594 435528.905,93744.596 435528.772,93744.598 435528.64,93744.6 435528.507,93744.602 435528.374,93744.604 435528.241,93744.606 435528.108,93744.607 435527.976,93744.609 435527.843,93744.61 435527.71,93744.612 435527.577,93744.613 435527.444,93744.614 435527.312,93744.615 435527.179,93744.616 435527.046,93744.617 435526.913,93744.618 435526.78,93744.619 435526.648,93744.619 435526.515,93744.62 435526.382,93744.62 435526.249,93744.621 435526.116,93744.621 435525.984,93744.621 435525.851,93744.621 435525.718,93744.621 435525.585,93744.621 435525.452,93744.621 435525.32,93744.621 435525.187,93744.62 435525.054,93744.62 435524.921,93744.619 435524.788,93744.619 435524.656,93744.618 435524.523,93744.617 435524.39,93744.431 435517.111,93744.372 435514.856,93744.044 435510.377,93712.875 435515.076,93710.385 435516.815,93701.218 435523.284,93692.546 435529.444,93683.518 435535.842,93674.866 435541.956,93664.494 435549.307,93655.777 435555.497,93642.496 435564.929,93633.874 435571.054,93624.876 435577.44,93611.524 435586.894,93601.439 435594.03,93590.057 435602.146,93580.15 435609.16,93571.345 435615.415,93565.171 435619.795,93563.154 435621.226,93553.262 435628.286,93545.015 435634.124,93530.209 435644.658,93529.557 435645.122,93527.481 435646.597,93527.353 435646.687,93523.77 435649.232,93523.47 435649.445,93511.43 435657.996,93500.068 435666.074,93495.235 435669.503,93490.311 435672.997,93488.789 435674.07,93483.968 435677.468,93480.897 435679.633,93480.851 435679.666,93472.882 435685.359,93464.446 435691.329,93454.529 435698.366,93454.061 435698.698,93447.779 435703.163,93445.734 435704.617,93398.761 435738.096,93375.406 435720.809,93374.44 435720.094,93373.975 435719.75,93364.683 435712.873,93345.455 435698.643,93345.346 435683.686,93345.333 435681.932,93345.079 435681.846,93341.16 435680.52,93335.884 435691.56,93324.194 435682.908,93314.122 435675.454,93230.838 435613.818,93158.282 435560.106,93139.625 435546.295,93000.0 435442.934,92957.481 435411.458,92945.427 435402.58,92940.16 435398.702,92930.493 435391.582,92929.822 435391.534,92937.61 435380.976,92929.174 435322.342,92483.037 435384.913,92974.854 435785.608,93161.99 435904.968,93162.135 435905.06,93192.548 435924.458,93432.567 436077.549,93542.645 435999.77,93561.9 436027.02,93565.684 436024.34,93573.11 436019.08,93572.27 436017.83,93572.52 436017.65,93574.457 436016.281,93576.466 436014.862,93577.673 436014.01,93593.78 436002.63,93594.03 436002.45,93594.92 436003.72,93719.34 435915.95,93801.79 435857.89,93885.358 435799.041,93891.022 435795.053,93852.315 435740.133,93823.655 435699.169,93792.293 435654.341,93792.123 435654.098,93787.973 435648.223,93768.745 435621.002,93763.69 435613.846,93744.275 435586.362,93737.655 435576.99))","1107",Bestemmingsplan,,Kop van Zuid,30-08-2023,11-11-2021,NL.IMRO.0599.BP1107KopvanZuid-va02,Ja,1107_Plankaart.pdf,1107.pdf
"POLYGON ((93149.384 432127.454,93206.649 432132.535,93212.77 432092.656,93215.59 432061.86,93149.86 432055.84,93149.322 432061.619,93147.97 432076.298,93147.957 432076.434,93147.867 432077.422,93146.659 432090.028,93149.384 432127.454))","2183",Bestemmingsplan,,Slinge 303,19-08-2023,22-06-2023,NL.IMRO.0599.BP2183Slinge303-va01,Ja,2183_Plankaart.pdf,2183.pdf
"POLYGON ((91492.34 434115.94,91493.25 434118.32,91494.16 434120.7,91495.05 434123.025,91495.94 434125.35,91497.52 434129.485,91499.1 434133.62,91509.23 434114.91,91512.695 434108.54,91516.16 434102.17,91517.57 434099.58,91516.886 434097.88,91516.203 434096.181,91516.11 434095.95,91515.545 434094.595,91514.98 434093.24,91514.88 434092.997,91514.78 434092.754,91514.21 434092.962,91513.64 434093.17,91510.425 434093.695,91507.21 434094.22,91506.24 434094.61,91506.06 434094.63,91505.88 434094.65,91502.155 434096.0,91498.43 434097.35,91492.135 434099.435,91486.716 434101.23,91485.84 434101.52,91484.53 434102.013,91483.22 434102.506,91482.5 434102.777,91481.78 434103.048,91478.205 434104.394,91474.63 434105.739,91476.764 434110.934,91477.34 434112.338,91477.6 434112.97,91477.917 434113.741,91478.494 434115.145,91479.066 434116.55,91480.57 434120.2,91485.617 434118.373,91488.979 434117.157,91492.34 434115.94))","2052",Bestemmingsplan,,Zuidhoek 30-36,25-01-2013,29-11-2012,NL.IMRO.0599.BP2052Zuidhoek30-oh01,Ja,2052_Plankaart.pdf,2052.pdf
