X_georeferenced,Y_georeferenced,Z_georeferenced,ID
84129.1367955276,431810.102210022,0,2342
84129.3602096586,431810.102210022,0.589813306057628,2343
84136.8817955276,431814.392210022,0,2344
84136.8817955276,431814.933862942,0.590894094001632,2345
84134.5117955276,431810.787219935,2.4,2346
84134.7017955276,431813.597210022,2.4,2347
84135.0552239698,431813.597210022,2.45673767634331,2348
84134.5117955276,431813.540210022,0,2349
84134.5180574898,431813.540210022,0.087008317566316,2350
84134.5117955276,431810.787219935,2.4,2351
84134.7017955276,431813.483210022,2.4,2352
84128.1517955276,431810.214210022,2.64,2353
84134.5117955276,431813.483210022,0,2354
84136.7697955276,431816.812210022,0,2355
84130.1367955276,431810.102210022,0,2356
84133.7917955276,431810.102210022,0,2357
84136.2467955276,431813.483210022,0,2358
84136.7697955276,431814.392210022,0,2359
84134.4747955275,431810.737219935,0,2360
84129.1367955276,431810.102210022,0,2361
84131.3917955276,431810.102210022,0,2362
84134.7007955276,431813.483210022,0,2363
84133.7917955276,431810.214210022,0,2364
84136.1967955276,431813.709210022,2.4,2365
84134.4747955275,431810.214210022,0,2366
84134.5117959548,431813.483209985,4.57771239410931E-08,2367
84136.2467947036,431813.709210144,4.57771239410931E-08,2368
84136.7697955276,431816.812210022,0,2369
84136.7697955276,431813.709210022,0,2370
84130.1367955276,431810.214210022,0,2371
84128.1517955276,431810.214210022,0,2372
84123.867996203,431817.007210022,0,2373
84124.7517955276,431814.457210022,0,2374
84122.5967955276,431814.457210022,2.64,2375
84124.2267955276,431818.057210022,0,2376
84122.5967955276,431814.457210022,0,2377
84122.5967955276,431814.457210022,0,2378
84122.5967955276,431816.997210022,0,2379
84124.1767955276,431818.057210022,0,2380
84122.5967955276,431818.057210022,0,2381
84122.5967955276,431814.457210022,0,2382
84116.6795142776,431810.677897832,0,2383
84111.7167955276,431808.862210022,0,2384
84114.6217955276,431809.162210022,0,2385
84124.0917955276,431809.857210022,0,2386
84114.6717955276,431809.747210022,0,2387
84114.6717955276,431809.747210022,0,2388
84112.3267955276,431813.352210022,0,2389
84121.5717955276,431809.857210022,0,2390
84119.3167955276,431809.857210022,0,2391
84120.4167955276,431809.857210022,0,2392
84115.6617955276,431809.857210022,0,2393
84118.1617955276,431809.857210022,0,2394
84124.0917955276,431809.857210022,0,2395
84114.9417955276,431809.857210022,0,2396
84118.1617955276,431809.857210022,0,2397
84120.4167955276,431809.857210022,0,2398
84121.6217955276,431810.102210022,2.6,2399
84111.7167955276,431813.187210022,0,2400
84114.5067955276,431808.862210022,0,2401
84124.4767955276,431809.162210022,0,2402
84114.6717955276,431810.737219935,0,2403
84111.7167955276,431808.862210022,0,2404
84114.5067955276,431809.162210022,0,2405
84111.7167955276,431808.862210022,0,2406
84112.3267955276,431813.187210022,0,2407
84113.2567955276,431813.352210022,0,2408
84114.8917955276,431809.747210022,0,2409
84124.0417955276,431810.102210022,0,2410
84121.6217955276,431810.102210022,0,2411
84122.1501416352,431810.102210022,0.567644578484169,2412
84121.6217955276,431810.102210022,0,2413
84124.0417955276,431810.214210022,0,2414
84121.5717955276,431810.214210022,0,2415
84113.2867955276,431813.483210022,0,2416
84114.8027955276,431810.767210022,0,2417
84115.6617955276,431810.049710022,0,2418
84116.2218792258,431810.049710022,0.582487046114111,2419
84119.3167955276,431810.049710022,0,2420
84119.5709342052,431810.049710022,0.600691419938936,2421
84122.2137955276,431830.660793355,0,2422
84121.4587955276,431829.518710022,0,2423
84121.3517955276,431829.518710022,0,2424
84121.2947955276,431830.691710022,0,2425
84121.3517955276,431829.518710022,0,2426
84121.2947955276,431830.691710022,0,2427
84121.2947955276,431830.697806022,0.006096,2428
84123.9002955276,431829.932710022,0,2429
84121.3517955276,431831.773210022,0,2430
84121.4478051275,431831.773210022,0,2431
84121.2947955276,431830.691710022,2.5,2432
84121.2947955276,431831.773210022,0,2433
84121.2947955276,431830.691710022,0,2434
84123.9002955276,431829.518710022,0,2435
84121.2947955276,431831.731710022,0,2436
84121.2462624569,431819.009454729,0,2437
84121.8747955276,431820.525210022,0,2438
84121.4587955276,431820.582210022,0,2439
84121.8747955276,431820.525210022,2.382,2440
84121.8747955276,431820.525210022,0,2441
84121.8808915276,431820.525210022,0.006096,2442
84122.5967955276,431814.457210022,0,2443
84122.5967955276,431816.997210022,0,2444
84118.1117955276,431818.057210022,2.64,2445
84121.2447955276,431820.525210022,0,2446
84118.1117955276,431818.057210022,0,2447
84123.0267955276,431819.197210022,0,2448
84123.0267955276,431819.470210022,0,2449
84120.3717955276,431820.525210022,0,2450
84120.4397955276,431820.525210022,0,2451
84118.1117955276,431820.525210022,0,2452
84118.1867955276,431820.525210022,0,2453
84118.1117955276,431818.057210022,0,2454
84118.1117955276,431818.132210022,0,2455
84119.2417955276,431820.525210022,0,2456
84119.3167955276,431820.525210022,0,2457
84122.5967955276,431818.057210022,0,2458
84122.5967955276,431818.137210022,0,2459
84122.5967955276,431819.197210022,0,2460
84121.3517955276,431814.457210022,0,2461
84121.4837955276,431814.457210022,0,2462
84118.1117955276,431818.057210022,0,2463
84120.2397955276,431818.057210022,0,2464
84121.3517955276,431814.457210022,0,2465
84123.8765961185,431819.694833822,0,2466
84123.0267955276,431820.525210022,0,2467
84123.0267955276,431820.582210022,0,2468
84124.7517955276,431819.197210022,0,2469
84123.0267955276,431819.197210022,0,2470
84123.0267955276,431819.470210022,0,2471
84123.0267955276,431819.197210022,2.64,2472
84124.2267955276,431819.197210022,0,2473
84123.0267955276,431820.582210022,2.6,2474
84123.0267955276,431819.197210022,0,2475
84123.0267955276,431819.197210022,0,2476
84124.1767955276,431819.197210022,0,2477
84120.9155955276,431820.730329077,0,2478
84121.3517955276,431820.582210022,0,2479
84120.3717955276,431820.525210022,0,2480
84120.4397955276,431820.525210022,0,2481
84120.3717955276,431820.525210022,2.64,2482
84121.2447955276,431820.525210022,0,2483
84121.3517955276,431820.525210022,0,2484
84120.3717955276,431820.525210022,0,2485
84120.3717955276,431820.525210022,0,2486
84120.3717955276,431820.915210022,0,2487
84115.5505228003,431822.191210022,0,2488
84118.9767955276,431823.832210022,0,2489
84112.7337955276,431823.832210022,0,2490
84118.1117955276,431820.525210022,0,2491
84118.1867955276,431820.525210022,0,2492
84112.6217955276,431820.702210022,0,2493
84112.6217955276,431821.243862942,0.590894094001628,2494
84112.6217955276,431820.702210022,2.64,2495
84112.6217955276,431823.122210022,0,2496
84112.6217955276,431820.702210022,0,2497
84112.6217955276,431820.702210022,0,2498
84112.7337955276,431820.525210022,0,2499
84112.7337955276,431823.122210022,0,2500
84112.7337955276,431820.525210022,0,2501
84119.2417955276,431820.525210022,0,2502
84114.0912955276,431819.024210022,0,2503
84118.1117955276,431818.057210022,0,2504
84118.1117955276,431818.132210022,0,2505
84112.7337955276,431820.525210022,0,2506
84112.6217955276,431818.257210022,0,2507
84112.6217955276,431818.480624153,0.589813306057627,2508
84112.6217955276,431818.257210022,2.64,2509
84112.6217955276,431819.257210022,0,2510
84112.6217955276,431818.257210022,0,2511
84112.6217955276,431818.257210022,0,2512
84112.7337955276,431818.057210022,0,2513
84112.7337955276,431819.257210022,0,2514
84112.7337955276,431818.057210022,0,2515
84120.3920177498,431821.852588325,0,2516
84121.3517955276,431820.915210022,0,2517
84119.2417955276,431823.832210022,0,2518
84119.2417955276,431820.525210022,0,2519
84119.3167955276,431820.525210022,0,2520
84120.3717955276,431820.525210022,0,2521
84120.3717955276,431820.915210022,0,2522
84119.2417955276,431820.525210022,0,2523
84121.3517955276,431820.915210022,2.64,2524
84120.3717955276,431820.915210022,0,2525
84120.7947955276,431822.632210022,0,2526
84120.7947955276,431822.632210022,0,2527
84121.3517955276,431820.915210022,2.6,2528
84119.2417955276,431820.525210022,0,2529
84123.3347955276,431818.731210022,0,2530
84124.1767955276,431818.057210022,0,2531
84122.5967955276,431818.057210022,0,2532
84122.5967955276,431818.057210022,0,2533
84122.5967955276,431818.137210022,0,2534
84122.5967955276,431819.197210022,0,2535
84123.0267955276,431819.197210022,0,2536
84124.1767955276,431819.197210022,0,2537
84122.5967955276,431818.057210022,2.64,2538
84124.2267955276,431818.057210022,0,2539
84122.5967955276,431818.057210022,0,2540
84122.8939066387,431811.634543355,0,2541
84124.7517955276,431810.214210022,0,2542
84122.5967955276,431814.457210022,0,2543
84124.0417955276,431810.102210022,0,2544
84121.6217955276,431810.102210022,0,2545
84122.1501416352,431810.102210022,0.567644578484169,2546
84121.6217955276,431810.102210022,0,2547
84124.0417955276,431810.214210022,0,2548
84121.5717955276,431810.214210022,0,2549
84121.3517955276,431814.457210022,0,2550
84121.4837955276,431814.457210022,0,2551
84121.6217955276,431810.102210022,2.6,2552
84121.3517955276,431810.214210022,2.64,2553
84121.3517955276,431810.214210022,0,2554
84124.0417955276,431810.214210022,2.64,2555
84121.3517955276,431810.214210022,0,2556
84121.3517955276,431810.214210022,0,2557
84116.4179436757,431813.006025571,0,2558
84113.2867955276,431813.483210022,0,2559
84114.8027955276,431810.767210022,0,2560
84115.6617955276,431810.049710022,0,2561
84116.2218792258,431810.049710022,0.582487046114111,2562
84119.3167955276,431810.049710022,0,2563
84119.5709342052,431810.049710022,0.600691419938936,2564
84118.1117955276,431818.057210022,0,2565
84120.2397955276,431818.057210022,0,2566
84121.3517955276,431814.457210022,0,2567
84112.7337955276,431818.057210022,0,2568
84121.3517955276,431810.214210022,0,2569
84114.9917955276,431810.787219935,0,2570
84113.3067955276,431813.597210022,0,2571
84113.3147411919,431813.597210022,0.0131807675737,2572
84115.7117955276,431810.102210022,0,2573
84116.2224313797,431810.102210022,0.531912346018982,2574
84112.6217955276,431814.392210022,0,2575
84112.6217955276,431814.933862942,0.590894094001632,2576
84118.1617955276,431810.049710022,0,2577
84120.4167955276,431810.049710022,0,2578
84119.3167955276,431810.049710022,0,2579
84115.6617955276,431810.049710022,0,2580
84119.3667955276,431810.102210022,0,2581
84119.5791162887,431810.102210022,0.530801902783356,2582
84114.8027955276,431813.540210022,0,2583
84114.8090039819,431813.540210022,0.086721266817333,2584
84113.3067955276,431813.483210022,2.6,2585
84114.8027955276,431810.787219935,2.6,2586
84115.7117955276,431810.049710022,2.6,2587
84119.3667955276,431810.049710022,2.6,2588
84112.6217955276,431814.392210022,2.64,2589
84112.6217955276,431816.812210022,0,2590
84114.8027955276,431813.483210022,0,2591
84114.8027955276,431813.483210022,0,2592
84112.6217955276,431814.392210022,0,2593
84113.3067955276,431813.597210022,2.6,2594
84114.8027955276,431810.767210022,0,2595
84115.7117955276,431810.102210022,2.6,2596
84113.2867955276,431813.483210022,0,2597
84112.7337955276,431813.709210022,0,2598
84112.7337955276,431813.709210022,0,2599
84115.0287955276,431810.214210022,0,2600
84112.6217955276,431814.392210022,0,2601
84112.7337955276,431816.812210022,0,2602
84120.3667955276,431810.214210022,2.64,2603
84118.1117955276,431810.214210022,2.64,2604
84115.0287955276,431810.214210022,0,2605
84126.2299773457,431821.106300931,-0.29,2606
84126.2299773457,431821.106300931,-0.41,2607
84124.7517955276,431823.991210022,-0.09,2608
84114.6007955276,431830.143210022,-0.09,2609
84128.7842955276,431824.474710022,-0.09,2610
84126.3222955276,431830.197710022,-0.09,2611
84122.3917955276,431819.965210022,-0.09,2612
84129.6967955276,431821.059710022,-0.09,2613
84127.1117955276,431819.965210022,-0.09,2614
84119.8067955276,431821.059710022,-0.09,2615
84121.7166778805,431824.134857081,-0.38,2616
84125.0642955276,431818.627210022,-0.38,2617
84128.7337955276,431827.882210022,-0.38,2618
84124.4392955276,431818.627210022,-0.38,2619
84123.6626024613,431823.934210022,-0.38,2620
84124.7517955276,431823.991210022,-0.09,2621
84124.7517955276,431826.740210022,-0.09,2622
84124.7517955276,431824.357210022,-0.38,2623
84125.0642955276,431818.627210022,-0.38,2624
84128.7337955276,431827.882210022,-0.38,2625
84125.1017955276,431830.093710022,-0.38,2626
84128.4587955276,431823.182210022,-0.38,2627
84121.0447955276,431823.182210022,-0.38,2628
84124.4392955276,431818.627210022,-0.38,2629
84124.4017955276,431830.093710022,-0.38,2630
84120.7697955275,431827.882210022,-0.38,2631
84123.6626024613,431823.934210022,-0.38,2632
84124.7517955276,431823.991210022,-0.09,2633
84124.7517955276,431826.740210022,-0.09,2634
84124.7517955276,431824.357210022,-0.38,2635
84128.7337955276,431827.882210022,-0.38,2636
84125.1017955276,431830.093710022,-0.38,2637
84128.4587955276,431823.182210022,-0.38,2638
84121.0447955276,431823.182210022,-0.38,2639
84124.4017955276,431830.093710022,-0.38,2640
84120.7697955275,431827.882210022,-0.38,2641
84124.7517955276,431823.991210022,-0.09,2642
84124.7517955276,431821.439209919,-0.09,2643
84134.5617955276,431809.857219935,-0.1,2644
84120.3117955276,431810.079810022,1.33,2645
84117.7267955276,431810.079810022,1.33,2646
84114.7717955276,431810.079810022,1.33,2647
84124.9117955276,431810.079810022,1.33,2648
84127.4967955276,431810.079810022,1.33,2649
84130.4517955276,431810.079810022,1.33,2650
84114.9217955276,431838.500210022,-0.09,2651
84120.3317955276,431810.022810022,1.32,2652
84117.7467955276,431810.022810022,1.32,2653
84114.7917955276,431810.022810022,1.32,2654
84124.9317955276,431810.022810022,1.32,2655
84127.5167955276,431810.022810022,1.32,2656
84130.4717955276,431810.022810022,1.32,2657
84112.7337955276,431813.602210022,-0.09,2658
84136.7697955276,431835.112210022,-0.09,2659
84126.0697955276,431827.436210022,-0.07,2660
84126.0697955276,431827.436210022,-0.09,2661
84124.7964082963,431826.743641774,0,2662
84124.7517955276,431823.463585022,-0.07,2663
84124.7517955276,431823.463585022,-0.09,2664
84121.4587955276,431829.518710022,-0.09,2665
84112.8407955276,431829.518710022,-0.09,2666
84112.8407955276,431831.773210022,-0.09,2667
84115.4017955276,431829.568710022,-0.09,2668
84115.3517955276,431836.213210022,-0.09,2669
84115.3517955276,431833.993210022,-0.09,2670
84116.7017955276,431829.568710022,-0.09,2671
84119.9447955276,431837.118710022,-0.09,2672
84119.9947955276,431829.568710022,-0.09,2673
84116.7517955276,431831.418710022,-0.09,2674
84116.7517955276,431833.318710022,-0.09,2675
84116.7517955276,431835.218710022,-0.09,2676
84121.4587955276,431836.213210022,-0.09,2677
84121.4587955276,431833.993210022,-0.09,2678
84121.4587955276,431831.773210022,-0.09,2679
84124.7517955276,431810.321210022,-0.09,2680
84126.9567955276,431818.057210022,0,2681
84126.9067955276,431819.147210022,0,2682
84126.4767955276,431819.247210022,0,2683
84125.3267955276,431819.197210022,0,2684
84129.1817955276,431820.995210022,0,2685
84129.1317955276,431820.945210022,0,2686
84130.2617955276,431823.682210022,0,2687
84122.7574082963,431826.743641774,-0.09,2688
84114.8407955276,431810.207210022,2.105,2689
84114.8407955276,431810.332210022,2.105,2690
84114.8407955276,431810.344710022,2.105,2691
84114.8407955276,431810.219710022,2.105,2692
84114.8407955276,431810.232210022,2.105,2693
84116.7802955276,431810.357210022,2.855,2694
84112.9012955276,431810.357210022,2.855,2695
84123.8447955276,431822.527210022,-0.09,2696
84125.6587955276,431822.527210022,-0.09,2697
84123.9517955276,431822.634210022,-0.09,2698
84123.9517955276,431825.348210022,-0.09,2699
84128.0447955276,431814.457210022,1.03846957699716E-12,2700
84126.8567955276,431818.057210022,1.03846957699716E-12,2701
84126.9067955276,431819.147210022,1.03846957699716E-12,2702
84126.4767955276,431819.247210022,1.03846957699716E-12,2703
84125.3267955276,431819.197210022,1.03846957699716E-12,2704
84136.6627955276,431818.057210022,1.03846957699716E-12,2705
84131.3917955276,431820.475210022,0,2706
84136.6627955276,431820.525210022,1.03846957699716E-12,2707
84129.1817955276,431820.995210022,1.03846957699716E-12,2708
84129.1317955276,431820.945210022,1.03846957699716E-12,2709
84130.2617955276,431823.682210022,1.03846957699716E-12,2710
84122.5467955275,431818.057210022,0,2711
84122.5967955276,431819.147210022,0,2712
84123.0267955276,431819.247210022,0,2713
84124.1767955276,431819.197210022,0,2714
84120.3217955276,431820.995210022,0,2715
84120.3717955276,431820.945210022,0,2716
84119.2417955276,431823.682210022,0,2717
84124.7517955276,431810.321210022,-0.09,2718
84121.4587955276,431814.457210022,1.04280104551435E-12,2719
84122.6467955276,431818.057210022,1.04280104551435E-12,2720
84122.5967955276,431819.147210022,1.04280104551435E-12,2721
84123.0267955276,431819.247210022,1.04280104551435E-12,2722
84124.1767955276,431819.197210022,1.04280104551435E-12,2723
84112.8407955276,431818.057210022,1.04280104551435E-12,2724
84118.1117955276,431820.475210022,1.04280104551435E-12,2725
84112.8407955276,431820.525210022,1.04280104551435E-12,2726
84120.3217955276,431820.995210022,1.04280104551435E-12,2727
84120.3717955276,431820.945210022,1.04280104551435E-12,2728
84119.2417955276,431823.682210022,1.04280104551435E-12,2729
84136.6627955276,431829.607210022,1.04280104551435E-12,2730
84126.8567955276,431830.643210022,0,2731
84124.7517955276,431828.239210022,-0.09,2732
84126.9067955276,431834.193210022,0,2733
84128.0447955276,431834.243210022,0,2734
84136.6627955276,431827.157210022,1.04280104551435E-12,2735
84130.5267955276,431829.557210022,0,2736
84129.3087955276,431828.189210022,-0.09,2737
84129.3087955276,431827.575210022,-0.09,2738
84129.2587955276,431827.525210022,0,2739
84129.2087955276,431826.125210022,0,2740
84136.6627955276,431829.607210022,0,2741
84126.8567955276,431830.643210022,0,2742
84126.9067955276,431834.193210022,0,2743
84128.0447955276,431834.243210022,0,2744
84136.6627955276,431827.157210022,0,2745
84130.5267955276,431829.557210022,0,2746
84129.3087955276,431828.189210022,-0.09,2747
84129.3087955276,431827.575210022,-0.09,2748
84129.2587955276,431827.525210022,0,2749
84129.2087955276,431826.125210022,0,2750
84112.8407955276,431829.607210022,1.04280104551435E-12,2751
84122.6467955276,431830.643210022,0,2752
84122.5967955276,431834.193210022,0,2753
84121.4587955276,431834.243210022,0,2754
84112.8407955276,431827.157210022,1.04280104551435E-12,2755
84118.9767955276,431829.557210022,0,2756
84120.1947955276,431828.189210022,-0.09,2757
84120.1947955276,431827.575210022,-0.09,2758
84120.2447955276,431827.525210022,0,2759
84120.2947955276,431826.125210022,0,2760
84124.0697955276,431829.468710022,-0.09,2761
84126.8067955276,431831.857210022,0,2762
84129.3087955276,431828.189210022,-0.09,2763
84129.3087955276,431827.575210022,-0.09,2764
84129.2087955276,431826.125210022,0,2765
84111.6217955276,431808.767210022,-0.28,2766
84119.2767955276,431812.659710022,0.28,2767
84119.2767955276,431812.659710022,0.28,2768
84112.1912980057,431810.372210022,1.173,2769
84113.4122930494,431810.472210022,1.173,2770
84113.4122930494,431810.427210022,1.173,2771
84112.1912980057,431810.327210022,1.173,2772
84134.5117955276,431812.135214978,0.067,2773
84134.5117955276,431812.135214978,0.067,2774
84112.7682955275,431810.377210022,-2.69599008746353,2775
84134.5117955276,431813.483210022,2.48,2776
84134.5117955276,431813.483210022,2.48,2777
84112.7682955275,431810.377210022,-2.69599008746353,2778
84134.5117955276,431810.787219935,-1.04280104551435E-12,2779
84134.5117955276,431810.787219935,-1.04280104551435E-12,2780
84112.7682955275,431810.377210022,-2.346,2781
84134.5117955276,431813.483210022,0.067,2782
84134.5117955276,431813.483210022,0.067,2783
84112.7682955275,431810.377210022,-2.346,2784
84134.5117955276,431810.787219935,2.413,2785
84134.5117955276,431810.787219935,2.413,2786
84112.8017955276,431810.225210022,0,2787
84135.0957955276,431813.597210022,0.067,2788
84135.0957955276,431813.597210022,0.067,2789
84112.8017955276,431810.225210022,0,2790
84135.8097955276,431813.597210022,0.067,2791
84135.8097955276,431813.597210022,0.067,2792
84112.7682955275,431810.339210022,-0.740499999999129,2793
84136.1967955276,431813.597210022,2.48,2794
84136.1967955276,431813.597210022,2.48,2795
84112.7682955275,431810.339210022,-0.754499999999821,2796
84134.7017955276,431813.597210022,-1.04280158921333E-12,2797
84134.7017955276,431813.597210022,-1.04280158921333E-12,2798
84112.7682955275,431810.339210022,-2.346,2799
84136.1967955276,431813.597210022,0.067,2800
84136.1967955276,431813.597210022,0.067,2801
84112.7682955275,431810.339210022,-2.346,2802
84134.7017955276,431813.597210022,2.413,2803
84134.7017955276,431813.597210022,2.413,2804
84112.7682955275,431810.339210022,-0.754499999999818,2805
84135.4562955276,431813.597210022,2.48,2806
84135.4562955276,431813.597210022,2.48,2807
84112.7682955275,431810.339210022,-0.740499999999131,2808
84135.4562955276,431813.597210022,-1.04286995935969E-12,2809
84135.4562955276,431813.597210022,-1.04286995935969E-12,2810
84112.8017955276,431810.339210022,-2.346,2811
84135.4562955276,431813.597210022,0.067,2812
84135.4562955276,431813.597210022,0.067,2813
84112.7067955276,431810.282210022,-2.48,2814
84134.5117955276,431813.540210022,2.48,2815
84134.5117955276,431813.540210022,2.48,2816
84126.4267955276,431820.450210022,-0.09,2817
84129.0637955276,431820.575210022,-0.09,2818
84129.2637955276,431818.107210022,-0.09,2819
84126.8567955276,431817.977210022,-0.09,2820
84128.0197955276,431814.507210022,-0.09,2821
84126.4267955276,431820.450210022,-0.09,2822
84130.1867955275,431820.575210022,-0.09,2823
84130.3367955276,431820.475210022,-0.09,2824
84129.0637955276,431820.575210022,-0.09,2825
84123.0767955276,431819.470210022,-0.09,2826
84120.2967955276,431820.575210022,-0.09,2827
84121.2197955276,431820.575210022,-0.09,2828
84121.2197955276,431818.107210022,-0.09,2829
84122.6467955276,431816.997210022,-0.09,2830
84122.4637955276,431814.507210022,-0.09,2831
84123.0767955276,431819.470210022,-0.09,2832
84120.3067955276,431820.575210022,-0.09,2833
84118.1867955276,431820.475210022,-0.09,2834
84121.2197955276,431820.575210022,-0.09,2835
84126.9067955276,431815.932210022,0.015,2836
84126.9067955276,431815.932210022,0.015,2837
84125.4267955276,431819.147210022,1.03846957699716E-12,2838
84113.3217955276,431810.375960022,0,2839
84113.3217955276,431810.363460022,0,2840
84113.3217955276,431810.269710022,0,2841
84125.4267955276,431818.481710022,1.03846957699716E-12,2842
84125.4267955276,431818.481710022,1.03864294942468E-12,2843
84125.4267955276,431819.147210022,-1.01951940223444E-12,2844
84113.3217955276,431810.375960022,0,2845
84113.3217955276,431810.363460022,0,2846
84113.3217955276,431810.269710022,0,2847
84125.4267955276,431818.481710022,0,2848
84125.4267955276,431818.481710022,0,2849
84124.0767955276,431819.147210022,-1.01951940223444E-12,2850
84113.3217955276,431810.188460022,0,2851
84113.3217955276,431810.200960022,0,2852
84113.3217955276,431810.294710022,0,2853
84124.0767955276,431818.481710022,0,2854
84124.0767955276,431818.481710022,0,2855
84122.5967955276,431815.932210022,0.015,2856
84122.5967955276,431815.932210022,0.015,2857
84124.0767955276,431819.147210022,1.04280104551435E-12,2858
84113.3217955276,431810.188460022,0,2859
84113.3217955276,431810.200960022,0,2860
84113.3217955276,431810.294710022,0,2861
84124.0767955276,431818.481710022,1.04280104551435E-12,2862
84124.0767955276,431818.481710022,1.04273567558266E-12,2863
84129.2087955276,431827.425210022,0,2864
84113.2767955276,431810.375960022,0,2865
84113.2767955276,431810.363460022,0,2866
84113.2767955276,431810.269710022,0,2867
84128.6087955276,431827.425210022,0,2868
84128.6087955276,431827.425210022,0,2869
84129.2087955276,431827.425210022,1.043342479079E-12,2870
84113.2767955276,431810.375960022,0,2871
84113.2767955276,431810.363460022,0,2872
84113.2767955276,431810.269710022,0,2873
84128.6087955276,431827.425210022,0,2874
84128.6087955276,431827.425210022,0,2875
84120.2947955276,431827.425210022,1.043342479079E-12,2876
84113.2767955276,431810.188460022,0,2877
84113.2767955276,431810.200960022,0,2878
84113.2767955276,431810.294710022,0,2879
84120.8947955276,431827.425210022,0,2880
84120.8947955276,431827.425210022,0,2881
84129.2087955276,431827.180210022,-0.09,2882
84130.4767955276,431827.082210022,-0.09,2883
84130.4767955276,431828.212210022,-0.09,2884
84129.4717955276,431829.557210022,-0.09,2885
84126.8567955276,431829.828210022,-0.09,2886
84127.0397955276,431834.193210022,-0.09,2887
84129.2087955276,431827.180210022,-0.09,2888
84130.4767955276,431827.082210022,-0.09,2889
84130.4767955276,431828.212210022,-0.09,2890
84129.4717955276,431829.557210022,-0.09,2891
84126.8567955276,431829.828210022,-0.09,2892
84127.0397955276,431834.193210022,-0.09,2893
84120.2947955276,431826.200210022,-0.09,2894
84119.0267955276,431826.102210022,-0.09,2895
84119.0267955276,431827.232210022,-0.09,2896
84119.0517955276,431829.557210022,-0.09,2897
84122.6467955276,431828.848210022,-0.09,2898
84121.4837955276,431834.193210022,-0.09,2899
84129.2087955276,431827.180210022,-0.09,2900
84112.8137955276,431828.189210022,-0.09,2901
84120.1007955276,431829.468710022,-0.09,2902
84126.8067955276,431831.277710022,-0.09,2903
84129.2087955276,431827.425210022,0,2904
84113.2767955276,431810.375960022,0,2905
84113.2767955276,431810.363460022,0,2906
84113.2767955276,431810.269710022,0,2907
84128.6087955276,431827.425210022,0,2908
84128.6087955276,431827.425210022,0,2909
84115.6177955276,431829.468710022,-0.09,2910
84134.3677955276,431810.214210022,-0.09,2911
84120.1177955276,431810.022810022,1.32,2912
84117.5327955276,431810.022810022,1.32,2913
84114.5777955276,431810.022810022,1.32,2914
84124.7177955276,431810.022810022,1.32,2915
84127.3027955276,431810.022810022,1.32,2916
84130.2577955276,431810.022810022,1.32,2917
84134.5617955276,431809.857219935,-0.41,2918
84134.8817955276,431809.857219935,-0.41,2919
84137.1267955276,431813.302210022,-0.41,2920
84134.8817955276,431838.85720011,-0.41,2921
84137.1267955276,431835.412210022,-0.41,2922
84124.7517955276,431823.991210022,0.8,2923
84112.8017955276,431810.282210022,-3,2924
84134.5117955276,431812.135214978,0.067,2925
84134.5117955276,431812.135214978,3.067,2926
84134.5117955276,431813.483210022,2.48,2927
84134.5117955276,431813.483210022,5.48,2928
84134.5117955276,431810.787219935,1.04280104551435E-12,2929
84134.5117955276,431810.787219935,3,2930
84134.5117955276,431813.483210022,0.067,2931
84134.5117955276,431813.483210022,3.067,2932
84134.5117955276,431810.787219935,2.413,2933
84134.5117955276,431810.787219935,5.413,2934
84112.8017955276,431810.282210022,-3,2935
84135.0957955276,431813.597210022,0.067,2936
84135.0957955276,431813.597210022,3.067,2937
84135.8097955276,431813.597210022,0.067,2938
84135.8097955276,431813.597210022,3.067,2939
84136.1967955276,431813.597210022,2.48,2940
84136.1967955276,431813.597210022,5.48,2941
84134.7017955276,431813.597210022,1.04280104551435E-12,2942
84134.7017955276,431813.597210022,3,2943
84136.1967955276,431813.597210022,0.067,2944
84136.1967955276,431813.597210022,3.067,2945
84134.7017955276,431813.597210022,2.413,2946
84134.7017955276,431813.597210022,5.413,2947
84135.4562955276,431813.597210022,2.48,2948
84135.4562955276,431813.597210022,5.48,2949
84135.4562955276,431813.597210022,1.04280104551435E-12,2950
84135.4562955276,431813.597210022,3,2951
84135.4562955276,431813.597210022,0.067,2952
84135.4562955276,431813.597210022,3.067,2953
84112.8017955276,431810.282210022,-3,2954
84134.5117955276,431813.540210022,2.48,2955
84134.5117955276,431813.540210022,5.48,2956
84113.4122930494,431810.327210022,1.173,2957
84112.1912980057,431810.427210022,1.173,2958
84112.1912980057,431810.382210022,1.173,2959
84113.4122930494,431810.282210022,1.173,2960
84134.5117955276,431836.579205066,0.067,2961
84134.5117955276,431836.579205066,0.067,2962
84112.7682955275,431810.187210022,-2.69599008746353,2963
84134.5117955276,431835.231210022,2.48,2964
84134.5117955276,431835.231210022,2.48,2965
84112.7682955275,431810.187210022,-2.69599008746353,2966
84134.5117955276,431837.92720011,-1.04280104551435E-12,2967
84134.5117955276,431837.92720011,-1.04280104551435E-12,2968
84112.7682955275,431810.187210022,-2.346,2969
84134.5117955276,431835.231210022,0.067,2970
84134.5117955276,431835.231210022,0.067,2971
84112.7682955275,431810.187210022,-2.346,2972
84134.5117955276,431837.92720011,2.413,2973
84134.5117955276,431837.92720011,2.413,2974
84112.8017955276,431810.339210022,0,2975
84135.0957955276,431835.117210022,0.067,2976
