X_georeferenced,Y_georeferenced,Z_georeferenced,ID
84126.7854082963,431826.743641774,0,220
84126.7854082963,431826.828641774,0,221
84126.5917955275,431825.455210022,0,222
84128.1517955276,431825.655210022,0,223
84128.1517955276,431826.125210022,0,224
84122.3759997838,431826.766353939,0,225
84122.8074082963,431825.455210022,0,226
84121.4587955276,431828.025210022,0,227
84121.3517955276,431825.455210022,2.64,228
84121.3517955276,431827.002210022,0,229
84121.4587955276,431828.025210022,2.5,230
84121.3517955276,431825.455210022,0,231
84121.4587955276,431827.002210022,0,232
84121.3517955276,431825.455210022,0,233
84122.9117955276,431826.743641774,0,234
84122.8074082963,431826.743641774,0,235
84122.8074082963,431825.455210022,0,236
84122.8074082963,431825.624641774,0,237
84121.3517955276,431825.455210022,0,238
84124.7517955276,431827.421925898,0,239
84122.9117955276,431828.025210022,0,240
84126.5917955275,431826.743641774,0,241
84126.7854082963,431826.743641774,0,242
84126.7854082963,431826.828641774,0,243
84122.9117955276,431826.743641774,0,244
84126.7854082963,431826.743641774,2.64,245
84126.5917955275,431828.025210022,0,246
84122.9117955276,431826.743641774,0,247
84122.9117955276,431826.743641774,0,248
84124.7517955276,431826.061925898,0,249
84122.9117955276,431825.455210022,0,250
84125.9661816601,431825.455210022,0,251
84126.5917955275,431825.455210022,0,252
84122.8074082963,431826.743641774,0,253
84122.8074082963,431825.455210022,0,254
84122.8074082963,431825.624641774,0,255
84122.9117955276,431826.743641774,0,256
84122.8074082963,431825.455210022,2.64,257
84122.8074082963,431825.455210022,0,258
84122.8074082963,431825.455210022,0,259
84121.0241936076,431825.992210022,0,260
84121.2947955276,431825.302210022,0,261
84121.3517955276,431825.302210022,0,262
84120.6947955276,431826.952210022,0,263
84120.6947955276,431825.302210022,0,264
84120.6947955276,431825.302210022,0,265
84120.6947955276,431825.357210022,0,266
84121.3517955276,431825.455210022,0,267
84120.6947955276,431825.302210022,2.64,268
84120.6947955276,431825.302210022,0,269
84120.6947955276,431827.002210022,0,270
84120.6947955276,431825.302210022,2.5,271
84120.6947955276,431825.302210022,2.5,272
84121.3517955276,431825.302210022,2.62,273
84124.7517955276,431822.851138594,0,274
84121.6087955276,431825.405210022,2.4384,275
84126.8607955275,431825.405210022,2.4384,276
84121.2947955276,431823.982210022,2.6,277
84125.6587955276,431822.634210022,0,278
84122.6427955276,431825.455210022,0,279
84121.2947955276,431823.982210022,0,280
84128.1517955276,431823.982210022,0,281
84121.6087955276,431825.455210022,0,282
84126.8607955275,431825.455210022,0,283
84123.7377955276,431822.577210022,0,284
84121.2947955276,431823.983805294,0,285
84121.8747955276,431820.525210022,0,286
84122.9087955276,431820.582210022,0,287
84126.5947955276,431820.525210022,0,288
84128.1547955276,431823.982210022,0,289
84121.3517955276,431820.582210022,0,290
84121.3517955276,431825.016210022,0,291
84127.6287955276,431820.582210022,0,292
84127.8947955276,431825.241210022,0,293
84122.6427955276,431825.241210022,0,294
84121.3517955276,431825.348210022,0,295
84121.6087955276,431825.405210022,2.4384,296
84122.6427955276,431825.348210022,0,297
84125.9661816601,431825.348210022,0,298
84126.8607955275,431825.405210022,2.4384,299
84127.8947955276,431825.348210022,2.4384,300
84121.3517955276,431820.582210022,0,301
84122.9087955276,431820.582210022,0,302
84126.4767955276,431820.582210022,0,303
84128.0447955276,431820.582210022,0,304
84126.8607955275,431825.405210022,0,305
84126.8668915276,431825.405210022,0.006096,306
84121.6087955276,431825.405210022,0,307
84121.6148915276,431825.405210022,0.006096,308
84121.3517955276,431822.632210022,0,309
84128.1517955276,431822.632210022,0,310
84123.537409395,431822.577210022,0,311
84123.537409395,431822.577210022,0,312
84125.9661816601,431822.577210022,0,313
84125.7657955276,431822.577210022,0,314
84121.3487955276,431823.982210022,0,315
84123.8447955276,431822.634210022,0,316
84124.0457919669,431822.634210022,0,317
84121.6087955276,431825.455210022,0,318
84126.8607955275,431825.455210022,0,319
84127.8947955276,431825.455210022,0,320
84127.8947955276,431825.348210022,0,321
84121.2947955276,431825.016210022,0,322
84121.2947955276,431823.982210022,0,323
84121.2947955276,431823.988310106,0.006096,324
84121.2947955276,431823.982210022,2.382,325
84121.3517955276,431825.016210022,0,326
84128.1517955276,431825.016210022,0,327
84128.2087955276,431823.982210022,2.382,328
84128.2087955276,431823.988310106,2.37590400000039,329
84128.1517955276,431825.016210022,0,330
84128.2087955276,431823.983805294,2.382,331
84127.6287955276,431820.525210022,0,332
84127.6287955276,431820.582210022,0,333
84126.4767955276,431820.525210022,0,334
84126.5947955276,431820.525210022,0,335
84126.6008915276,431820.525210022,0.006096,336
84126.4767955276,431820.525210022,0,337
84124.7517955276,431820.582210022,0,338
84128.1517955276,431820.582210022,0,339
84128.1517955276,431820.915210022,0,340
84121.8747955276,431820.525210022,0,341
84121.4587955276,431820.582210022,0,342
84121.8747955276,431820.525210022,2.382,343
84121.8747955276,431820.525210022,0,344
84121.8808915276,431820.525210022,0.006096,345
84123.0267955276,431820.525210022,0,346
84123.0267955276,431820.582210022,0,347
84121.3517955276,431820.582210022,0,348
84121.3517955276,431820.915210022,0,349
84124.7517955276,431823.991210022,0,350
84123.8447955276,431822.634210022,1.04280104551435E-12,351
84123.8447955276,431822.634210022,0,352
84124.0457919669,431822.634210022,0,353
84123.8447955276,431822.634210022,0,354
84123.8447955276,431825.348210022,0,355
84125.6587955276,431822.634210022,0,356
84123.8447955276,431822.634210022,2.6,357
84123.8447955276,431822.634210022,2.91,358
84123.8447955276,431825.348210022,2.91,359
84125.6587955276,431822.634210022,2.91,360
84123.9517955276,431822.634210022,2.91,361
84123.8447955276,431822.634210022,3,362
84123.5480812418,431826.750696412,0,363
84121.6087955276,431825.455210022,0,364
84122.5967955276,431828.132210022,2.4384,365
84121.4587955276,431825.455210022,0,366
84122.6427955276,431825.455210022,0,367
84121.4587955276,431825.455210022,0,368
84121.4587955276,431826.045210022,0,369
84122.8117955276,431826.665210022,0,370
84121.3517955276,431825.655210022,0,371
84121.3517955276,431826.045210022,0,372
84126.5917955275,431828.025210022,0,373
84122.9117955276,431826.740210022,0,374
84126.5917955275,431828.132210022,0,375
84122.9117955276,431826.740210022,0,376
84121.4587955276,431828.025210022,0,377
84122.5967955276,431828.025210022,0,378
84121.3517955276,431825.655210022,0,379
84122.5967955276,431828.132210022,0,380
84124.7517955276,431828.132210022,0,381
84126.4029516084,431826.446498386,0,382
84126.8607955275,431825.455210022,0,383
84127.8947955276,431825.455210022,0,384
84127.8947955276,431825.348210022,0,385
84122.9117955276,431826.740210022,0,386
84126.5917955275,431828.132210022,0,387
84122.9117955276,431826.740210022,0,388
84122.9117955276,431825.455210022,2.4384,389
84128.0447955276,431825.348210022,0,390
84128.0447955276,431826.045210022,0,391
84122.9117955276,431825.455210022,0,392
84122.9117958663,431825.455209461,2.28890844539364E-08,393
84128.0447955276,431825.655210022,0,394
84128.0447955276,431826.045210022,0,395
84126.5917955275,431825.455210022,0,396
84126.9067955276,431828.025210022,0,397
84126.9067955276,431828.025210022,0,398
84128.1517955276,431825.655210022,0,399
84126.5917955275,431828.132210022,0,400
84124.7517955276,431822.848352879,0,401
84121.6087955276,431825.455210022,2.6,402
84125.6587955276,431822.634210022,0,403
84128.0447955276,431825.348210022,0,404
84128.1517955276,431823.832210022,0,405
84121.2947955276,431823.982210022,0,406
84123.7377955276,431822.577210022,0,407
84127.8947955276,431825.348210022,0,408
84121.6087955276,431825.405210022,0,409
84121.3517955276,431825.405210022,0,410
84121.3517955276,431820.582210022,0,411
84122.9087955276,431820.582210022,0,412
84126.4767955276,431820.582210022,0,413
84128.0447955276,431820.582210022,0,414
84121.3517955276,431822.632210022,0,415
84128.1517955276,431822.632210022,0,416
84121.2947955276,431823.983805294,0,417
84122.9087955276,431820.582210022,0,418
84121.3517955276,431820.582210022,0,419
84121.3517955276,431825.016210022,0,420
84127.8947955276,431825.241210022,0,421
84127.6287955276,431820.582210022,0,422
84122.6427955276,431825.241210022,0,423
84123.537409395,431822.577210022,0,424
84123.537409395,431822.577210022,0,425
84125.9661816601,431822.577210022,0,426
84125.7657955276,431822.577210022,0,427
84121.3487955276,431823.982210022,0,428
84123.8447955276,431822.634210022,0,429
84124.0457919669,431822.634210022,0,430
84126.6667955276,431825.455210022,0,431
84121.6087955276,431825.455210022,0,432
84125.9661816601,431825.455210022,0,433
84121.2947955276,431825.016210022,0,434
84121.2947955276,431823.982210022,0,435
84121.2947955276,431823.988310106,0.006096,436
84121.2947955276,431823.982210022,2.382,437
84121.3517955276,431825.016210022,0,438
84128.1517955276,431825.016210022,0,439
84128.2087955276,431823.976210022,0,440
84128.2087955276,431823.982210022,0,441
84128.1517955276,431825.016210022,0,442
84128.2087955276,431823.983805294,2.382,443
84127.6287955276,431820.525210022,0,444
84127.6287955276,431820.582210022,0,445
84126.4767955276,431820.525210022,0,446
84126.5947955276,431820.525210022,0,447
84126.6008915276,431820.525210022,0.006096,448
84126.4767955276,431820.525210022,0,449
84124.7517955276,431820.582210022,0,450
84128.1517955276,431820.582210022,0,451
84128.1517955276,431820.915210022,0,452
84121.8747955276,431820.525210022,0,453
84121.4587955276,431820.582210022,0,454
84121.8747955276,431820.525210022,2.382,455
84121.8747955276,431820.525210022,0,456
84121.8808915276,431820.525210022,0.006096,457
84123.0267955276,431820.525210022,0,458
84123.0267955276,431820.582210022,0,459
84121.3517955276,431820.582210022,0,460
84121.3517955276,431820.915210022,0,461
84124.7517955276,431823.991210022,0,462
84123.8447955276,431822.634210022,0,463
84123.8447955276,431822.634210022,0,464
84124.0457919669,431822.634210022,0,465
84123.8447955276,431822.634210022,2.91,466
84125.6587955276,431822.634210022,2.91,467
84123.9517955276,431822.634210022,2.91,468
84123.9517955276,431825.348210022,2.91,469
84123.8447955276,431822.634210022,3.6,470
84123.8447955276,431822.634210022,0,471
84123.8447955276,431825.348210022,2.62,472
84125.6587955276,431822.634210022,0,473
84123.8447955276,431822.634210022,2.6,474
84123.8447955276,431825.348210022,0,475
84125.8994621942,431826.765210022,0,476
84126.6667955276,431825.455210022,0,477
84128.0447955276,431825.455210022,0,478
84128.0447955276,431826.045210022,0,479
84122.8367955276,431826.740210022,2.62,480
84122.8367955276,431826.740210022,0,481
84128.0447955276,431825.655210022,0,482
84128.0447955276,431826.045210022,0,483
84122.8367955276,431828.025210022,0,484
84122.8367955276,431826.740210022,0,485
84122.8367955276,431826.740210022,0,486
84126.6667955276,431825.455210022,0,487
84122.8367955276,431828.132210022,0,488
84126.9067955276,431828.025210022,0,489
84126.9067955276,431828.025210022,0,490
84128.1517955276,431825.655210022,0,491
84124.7517955276,431828.132210022,0,492
84123.6041288609,431826.715210022,0,493
84121.6087955276,431825.455210022,0,494
84125.9661816601,431825.455210022,0,495
84123.8447955276,431825.348210022,0,496
84122.8367955276,431826.740210022,0,497
84122.8367955276,431826.740210022,0,498
84126.6667955276,431825.455210022,0,499
84121.3517955276,431827.575210022,0,500
84125.6587955276,431825.455210022,0,501
84121.4587955276,431825.455210022,0,502
84121.4587955276,431826.045210022,0,503
84121.4587955276,431827.575210022,0,504
84121.3517955276,431825.655210022,2.62,505
84123.8447955276,431825.348210022,0,506
84125.6587955276,431825.348210022,0,507
84122.7617955276,431826.665210022,0,508
84121.3517955276,431826.125210022,0,509
84121.3517955276,431826.045210022,0,510
84123.8447955276,431825.348210022,0,511
84121.3517955276,431825.655210022,0,512
84121.4587955276,431828.025210022,0,513
84121.4587955276,431825.455210022,0,514
84122.5967955276,431828.025210022,0,515
84121.3517955276,431825.655210022,0,516
84121.3517955276,431825.655210022,0,517
84122.5967955276,431828.132210022,0,518
84121.3517955276,431826.125210022,0,519
84113.609119057,431811.497469294,0,520
84112.3267955276,431813.282210022,0,521
84112.3267955276,431813.352210022,0,522
84114.6717955276,431810.107210022,0,523
84111.7167955276,431808.862210022,0,524
84114.6717955276,431809.807219935,0,525
84111.7167955276,431808.862210022,2.4,526
84111.7167955276,431813.187144005,0,527
84114.5067955276,431808.862210022,0,528
84114.6717955276,431810.737219935,0,529
84111.7167955276,431808.862210022,0,530
84114.5067955276,431809.807219935,0,531
84111.7167955276,431808.862210022,0,532
84112.3267955276,431813.187144005,0,533
84113.2567955276,431813.352210022,0,534
84114.8017955276,431813.483210022,0,535
84114.8027955276,431810.767210022,0,536
84114.0962955276,431837.328210022,0,537
84115.4017955276,431836.213210022,0,538
84115.4017955276,431837.359210022,0,539
84112.7337955276,431836.213210022,2.5,540
84112.7337955276,431836.213210022,0,541
84112.7337955276,431838.500210022,0,542
84114.4077955276,431838.500210022,0,543
84112.7337955276,431836.213210022,0,544
84112.7337955276,431836.213210022,0,545
84118.1117276922,431815.855851532,0,546
84121.8747955276,431820.525210022,0,547
84121.4587955276,431820.582210022,0,548
84121.8747955276,431820.525210022,2.382,549
84121.8747955276,431820.525210022,0,550
84121.8808915276,431820.525210022,0.006096,551
84114.8017955276,431813.483210022,0,552
84114.8027955276,431810.767210022,0,553
84114.9917955276,431810.787219935,2.4,554
84113.3067955276,431813.597210022,2.4,555
84113.6602239698,431813.597210022,2.4567376763438,556
84114.8017955276,431813.540210022,2.407,557
84114.8081048713,431813.540210022,0.08766667033264,558
84112.6217955276,431815.152210022,0,559
84112.6217955276,431815.523658185,0.590736837945039,560
84112.6217955276,431820.702210022,0,561
84112.6217955276,431821.073658185,0.59073683794504,562
84121.6217955276,431810.10120011,0,563
84121.9932436908,431810.10120011,0.590736837945033,564
84119.3667955276,431810.102210022,0,565
84119.5902096586,431810.102210022,0.5898133060578,566
84115.7117955276,431810.102210022,0,567
84116.24901436,431810.102210022,0.590940715707701,568
84112.6217955276,431818.257210022,0,569
84112.6217955276,431818.480624153,0.589813306057806,570
84113.3067955276,431813.483210022,2.4,571
84114.8027955276,431810.787219935,2.4,572
84112.6217955276,431815.152210022,2.64,573
84112.6217955276,431816.812210022,0,574
84112.6217955276,431819.257210022,0,575
84112.6217955276,431822.362210022,0,576
84114.8027955276,431813.483210022,0,577
84114.8027955276,431813.483210022,0,578
84118.1117955276,431810.102210022,0,579
84120.3667955276,431810.102210022,0,580
84123.2817955276,431810.10120011,0,581
84112.6217955276,431815.152210022,0,582
84112.6217955276,431818.257210022,0,583
84112.6217955276,431820.702210022,0,584
84114.8027955276,431810.767210022,0,585
84113.2867955276,431813.483210022,0,586
84115.7117955276,431810.102210022,0,587
84119.3667955276,431810.102210022,0,588
84121.6217955276,431810.10120011,0,589
84121.2447955276,431820.525210022,0,590
84124.2267955276,431818.057210022,0,591
84112.7337955276,431813.709210022,0,592
84112.7337955276,431813.709210022,0,593
84115.0287955276,431810.214210022,0,594
84112.7337955276,431823.832210022,0,595
84112.6217955276,431815.152210022,0,596
84121.8747955276,431820.475210022,0,597
84113.2867955276,431813.483210022,0,598
84114.8027955276,431810.767210022,0,599
84115.0287955276,431810.214210022,0,600
84118.1117955276,431810.214210022,0,601
84120.3667955276,431810.214210022,0,602
84123.2817955276,431810.214210022,0,603
84112.7337955276,431816.812210022,0,604
84112.7337955276,431819.257210022,0,605
84112.7337955276,431822.362210022,0,606
84123.0267955276,431819.197210022,0,607
84123.0267955276,431819.470210022,0,608
84120.3717955276,431820.525210022,0,609
84120.4397955276,431820.525210022,0,610
84119.2417955276,431820.525210022,0,611
84119.2417955276,431820.525210022,0,612
84119.3167955276,431820.525210022,0,613
84124.1767955276,431818.057210022,0,614
84122.5967955276,431818.057210022,0,615
84122.5967955276,431818.057210022,0,616
84122.5967955276,431818.137210022,0,617
84122.5967955276,431819.197210022,0,618
84124.7517955276,431810.214210022,0,619
84123.8765961185,431819.694833822,0,620
84123.0267955276,431820.525210022,0,621
84123.0267955276,431820.582210022,0,622
84123.0267955276,431819.197210022,0,623
84123.0267955276,431819.470210022,0,624
84123.0267955276,431819.197210022,2.64,625
84124.2267955276,431819.197210022,0,626
84123.0267955276,431820.582210022,2.6,627
84123.0267955276,431819.197210022,0,628
84123.0267955276,431819.197210022,0,629
84124.1767955276,431819.197210022,0,630
84124.7517955276,431819.197210022,0,631
84120.9155955276,431820.730329077,0,632
84121.3517955276,431820.582210022,0,633
84120.3717955276,431820.525210022,0,634
84120.4397955276,431820.525210022,0,635
84120.3717955276,431820.525210022,2.64,636
84121.3517955276,431820.525210022,0,637
84120.3717955276,431820.525210022,0,638
84121.2447955276,431820.525210022,0,639
84120.3717955276,431820.525210022,0,640
84120.3717955276,431820.915210022,0,641
84120.291224099,431821.644124983,0,642
84121.3517955276,431820.915210022,0,643
84119.2417955276,431823.832210022,0,644
84119.2417955276,431820.525210022,0,645
84119.2417955276,431820.525210022,0,646
84119.3167955276,431820.525210022,0,647
84120.3717955276,431820.525210022,0,648
84120.3717955276,431820.915210022,0,649
84121.3517955276,431820.915210022,2.64,650
84120.3717955276,431820.915210022,0,651
84119.2417955276,431823.832210022,2.5,652
84121.3517955276,431820.915210022,2.6,653
84119.2417954604,431823.832209689,0,654
84120.3717956725,431820.525210382,0,655
84120.3717955276,431820.915210022,0,656
84120.7447955276,431822.582210022,0,657
84123.3347955276,431818.731210022,0,658
84124.1767955276,431818.057210022,0,659
84122.5967955276,431818.057210022,0,660
84122.5967955276,431818.057210022,0,661
84122.5967955276,431818.137210022,0,662
84122.5967955276,431819.197210022,0,663
84123.0267955276,431819.197210022,0,664
84124.1767955276,431819.197210022,0,665
84122.5967955276,431818.057210022,2.64,666
84124.2267955276,431818.057210022,0,667
84122.5967955276,431818.057210022,0,668
84135.7463288609,431837.457582848,0,669
84134.7007955276,431835.231210022,0,670
84136.2467955276,431835.362210022,0,671
84134.8317955276,431837.97720011,0,672
84134.9017955276,431838.607210022,0,673
84134.8317955276,431838.607210022,0,674
84134.7007955276,431835.231210022,2.4,675
84134.8317955276,431838.90720011,0,676
84134.9967955276,431839.852210022,0,677
84137.1767955276,431835.362210022,0,678
84137.7867955276,431835.527276039,0,679
84136.2167955275,431835.231210022,0,680
84137.1767955276,431835.527276039,0,681
84134.9967955276,431838.90720011,0,682
84134.7007955276,431837.947210022,0,683
84134.7017955276,431835.231210022,0,684
84134.7007955276,431837.947210022,0,685
84114.0962955276,431835.103210022,0,686
84115.4017955276,431833.993210022,0,687
84115.4017955276,431835.129210022,0,688
84112.7337955276,431836.213210022,0,689
84112.7337955276,431833.993210022,2.5,690
84112.7337955276,431833.993210022,0,691
84112.7337955276,431833.993210022,0,692
84112.7337955276,431833.993210022,0,693
84131.7268756135,431831.765948548,0,694
84128.1517955276,431825.016210022,0,695
84128.2087955276,431823.982210022,2.382,696
84128.2087955276,431823.988310106,2.375904,697
84128.1517955276,431825.016210022,0,698
84128.2087955276,431823.983805294,2.382,699
84126.8567955276,431829.406210022,0,700
84126.8567955276,431829.406210022,0,701
84134.7017955276,431835.231210022,0,702
84134.7007955276,431837.947210022,0,703
84134.5117955276,431835.174210022,0,704
84134.7017955276,431835.117210022,2.4,705
84135.0552239698,431835.117210022,2.4567376763438,706
84134.5117955276,431835.174210022,0,707
84134.5181048713,431835.174210022,0.087666670332637,708
84136.8817955276,431831.902210022,0,709
84136.8817955276,431832.273658185,0.590736837945031,710
84136.8817955276,431828.407210022,0,711
84136.8817955276,431828.630624153,0.589813306057801,712
84136.8817955276,431825.302210022,0,713
84136.8817955276,431825.673658185,0.590736837945034,714
84126.2217955276,431838.613219935,0,715
