WKT,PLANID,LAAG,OID_,LAAG_1,LEGENDA
"POLYGON ((91421.477993 436643.699836,91431.428914 436602.018954,91439.297084 436551.64088,91386.41036 436538.007281,91382.063333 436536.886667,91377.560807 436535.725966,91214.591407 436493.7143,91201.863485 436599.393386,91421.477993 436643.699836),(91334.62961 436530.572377,91340.657164 436529.81092,91346.732625 436529.81092,91352.760179 436530.572377,91358.644768 436532.083283,91364.293588 436534.319809,91369.617555 436537.246685,91374.532706 436540.817751,91378.961526 436544.97669,91382.834171 436549.657913,91386.089566 436554.787594,91388.676371 436560.284835,91390.553791 436566.062942,91391.692219 436572.030789,91392.073701 436578.094262,91391.692219 436584.157734,91390.553791 436590.125581,91388.676371 436595.903688,91386.089566 436601.400929,91382.834171 436606.53061,91378.961526 436611.211833,91374.532706 436615.370772,91369.617555 436618.941839,91364.293588 436621.868714,91358.644768 436624.10524,91352.760179 436625.616146,91346.732625 436626.377603,91340.657164 436626.377603,91334.62961 436625.616146,91328.745021 436624.10524,91323.096201 436621.868714,91317.772234 436618.941839,91312.857083 436615.370772,91308.428263 436611.211833,91304.555618 436606.53061,91301.300223 436601.400929,91298.713418 436595.903688,91296.835998 436590.125581,91295.69757 436584.157734,91295.316088 436578.094262,91295.69757 436572.030789,91296.835998 436566.062942,91298.713418 436560.284835,91301.300223 436554.787594,91304.555618 436549.657913,91308.428263 436544.97669,91312.857083 436540.817751,91317.772234 436537.246685,91323.096201 436534.319809,91328.745021 436532.083283,91334.62961 436530.572377))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((91172.787432 436594.108297,91187.310829 436486.709014,91114.460959 436466.434241,91094.596888 436460.905892,91075.725588 436455.65384,91071.310198 436454.424997,90957.357043 436422.71081,90945.600008 436480.08851,90937.646719 436546.783955,91172.787432 436594.108297),(91063.799299 436460.825897,91070.128228 436460.443067,91076.457156 436460.825897,91082.693795 436461.968803,91088.747199 436463.85512,91094.529097 436466.457341,91099.955175 436469.73752,91104.946309 436473.647824,91109.429717 436478.131232,91113.340021 436483.122366,91116.6202 436488.548444,91119.222421 436494.330342,91121.108738 436500.383746,91122.251644 436506.620385,91122.634474 436512.949314,91122.251644 436519.278242,91121.108738 436525.514881,91119.222421 436531.568285,91116.6202 436537.350183,91113.340021 436542.776261,91109.429717 436547.767395,91104.946309 436552.250803,91099.955175 436556.161107,91094.529097 436559.441286,91088.747199 436562.043507,91082.693795 436563.929824,91076.457156 436565.07273,91070.128228 436565.45556,91063.799299 436565.07273,91057.56266 436563.929824,91051.509256 436562.043507,91045.727358 436559.441286,91040.30128 436556.161107,91035.310146 436552.250803,91030.826738 436547.767395,91026.916434 436542.776261,91023.636255 436537.350183,91021.034034 436531.568285,91019.147717 436525.514881,91018.004811 436519.278242,91017.621981 436512.949314,91018.004811 436506.620385,91019.147717 436500.383746,91021.034034 436494.330342,91023.636255 436488.548444,91026.916434 436483.122366,91030.826738 436478.131232,91035.310146 436473.647824,91040.30128 436469.73752,91045.727358 436466.457341,91051.509256 436463.85512,91057.56266 436461.968803,91063.799299 436460.825897))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((91196.301503 436409.715005,91123.338723 436386.175436,91147.544385 436310.897856,91188.351673 436323.398347,91202.425536 436327.390266,91195.516549 436280.575951,91194.748884 436279.124343,91189.503171 436277.309836,91157.51712 436264.608277,91017.525402 436210.364281,91000.235644 436264.799534,90984.329065 436322.177233,90964.618741 436402.849297,91188.348214 436468.563927,91191.114575 436462.433831,91196.301503 436409.715005),(91058.556472 436287.547327,91064.8854 436287.164497,91071.214329 436287.547327,91077.450968 436288.690233,91083.504372 436290.57655,91089.28627 436293.178771,91094.712348 436296.45895,91099.703482 436300.369254,91104.18689 436304.852662,91108.097194 436309.843796,91111.377373 436315.269874,91113.979594 436321.051772,91115.865911 436327.105176,91117.008817 436333.341815,91117.391647 436339.670743,91117.008817 436345.999672,91115.865911 436352.236311,91113.979594 436358.289715,91111.377373 436364.071613,91108.097194 436369.497691,91104.18689 436374.488825,91099.703482 436378.972233,91094.712348 436382.882537,91089.28627 436386.162716,91083.504372 436388.764937,91077.450968 436390.651254,91071.214329 436391.79416,91064.8854 436392.17699,91058.556472 436391.79416,91052.319833 436390.651254,91046.266429 436388.764937,91040.484531 436386.162716,91035.058453 436382.882537,91030.067319 436378.972233,91025.583911 436374.488825,91021.673607 436369.497691,91018.393428 436364.071613,91015.791207 436358.289715,91013.90489 436352.236311,91012.761984 436345.999672,91012.379154 436339.670743,91012.761984 436333.341815,91013.90489 436327.105176,91015.791207 436321.051772,91018.393428 436315.269874,91021.673607 436309.843796,91025.583911 436304.852662,91030.067319 436300.369254,91035.058453 436296.45895,91040.484531 436293.178771,91046.266429 436290.57655,91052.319833 436288.690233,91058.556472 436287.547327))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((90910.156005 436293.733585,90931.595305 436218.456006,90972.05334 436088.252765,90878.342851 436044.361278,90856.21196 436034.30792,90801.922119 436032.591493,90743.482736 436045.587297,90695.071413 436056.866674,90596.519789 436078.689816,90561.248683 436104.436218,90537.043022 436131.408642,90637.669415 436222.379267,90656.688149 436240.033943,90731.03411 436306.238981,90765.26783 436332.475792,90805.034275 436355.524952,90842.380152 436368.030348,90886.641935 436381.51656,90895.632609 436345.962004,90910.156005 436293.733585),(90725.859 436157.66,90718.56 436155.1,90718.489 436155.32,90712.284 436153.316,90701.537 436149.833,90689.09 436145.79,90689.937 436143.407,90701.39 436147.15,90708.367 436149.406,90711.45 436150.4,90712.91 436150.85,90713.64 436148.83,90716.3 436141.32,90725.575 436115.222,90731.052 436116.992,90740.14 436119.93,90748.243 436122.55,90749.126 436122.835,90751.12 436123.48,90751.583 436123.634,90752.656 436120.584,90753.679 436117.714,90754.19 436116.28,90756.507 436117.095,90754.26 436123.94,90773.95 436130.49,90773.448 436132.102,90773.281 436132.592,90775.538 436133.37,90788.523937 436137.376649,90793.931053 436137.70372,90798.030488 436138.454969,90798.3 436137.63,90818.67 436143.92,90817.759244 436146.874016,90822.420206 436150.525647,90826.903614 436155.009055,90830.813918 436160.000189,90834.094097 436165.426267,90836.696318 436171.208165,90838.582635 436177.261569,90839.725541 436183.498208,90840.108371 436189.827137,90839.725541 436196.156065,90838.582635 436202.392704,90836.696318 436208.446108,90834.094097 436214.228006,90830.813918 436219.654084,90826.903614 436224.645218,90822.420206 436229.128626,90817.429072 436233.03893,90812.002994 436236.319109,90806.221096 436238.92133,90800.167692 436240.807647,90793.931053 436241.950553,90787.602125 436242.333383,90781.273196 436241.950553,90775.036557 436240.807647,90768.983153 436238.92133,90763.201255 436236.319109,90757.775177 436233.03893,90752.784043 436229.128626,90748.300635 436224.645218,90744.390331 436219.654084,90741.110152 436214.228006,90738.507931 436208.446108,90736.621614 436202.392704,90735.478708 436196.156065,90735.095878 436189.827137,90735.478708 436183.498208,90736.621614 436177.261569,90738.507931 436171.208165,90741.110152 436165.426267,90742.540086 436163.060868,90738.507 436161.722,90725.859 436157.66))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((90669.272095 436509.589185,90690.686831 436508.381846,90736.245165 436510.625282,90784.334517 436368.840127,90603.366691 436212.248297,90511.617268 436134.176725,90456.567614 436221.670728,90402.78347 436314.997665,90355.326872 436419.990468,90305.97201 436528.124082,90294.582427 436555.942689,90236.369 436713.880581,90176.890063 436855.665735,90176.500955 436859.312708,90202.121347 436871.743072,90236.169499 436867.440254,90277.296969 436816.045477,90336.881228 436747.917519,90372.952041 436707.279789,90415.765065 436659.709741,90439.699904 436632.458557,90465.320295 436608.314964,90490.603576 436587.996099,90516.561078 436572.219098,90575.21829 436538.752731,90612.974655 436522.736685,90669.272095 436509.589185),(90497.507342 436372.133346,90503.836271 436371.750516,90510.165199 436372.133346,90516.401838 436373.276252,90522.455242 436375.162569,90528.23714 436377.76479,90533.663218 436381.044969,90538.654352 436384.955273,90543.13776 436389.438681,90547.048064 436394.429815,90550.328243 436399.855893,90552.930464 436405.637791,90554.816781 436411.691195,90555.959687 436417.927834,90556.342517 436424.256763,90555.959687 436430.585691,90554.816781 436436.82233,90552.930464 436442.875734,90550.328243 436448.657632,90547.048064 436454.08371,90543.13776 436459.074844,90538.654352 436463.558252,90533.663218 436467.468556,90528.23714 436470.748735,90522.455242 436473.350956,90516.401838 436475.237273,90510.165199 436476.380179,90503.836271 436476.763009,90497.507342 436476.380179,90491.270703 436475.237273,90485.217299 436473.350956,90479.435401 436470.748735,90474.009323 436467.468556,90469.018189 436463.558252,90464.534781 436459.074844,90460.624477 436454.08371,90457.344298 436448.657632,90454.742077 436442.875734,90452.85576 436436.82233,90451.712854 436430.585691,90451.330024 436424.256763,90451.712854 436417.927834,90452.85576 436411.691195,90454.742077 436405.637791,90457.344298 436399.855893,90460.624477 436394.429815,90464.534781 436389.438681,90469.018189 436384.955273,90474.009323 436381.044969,90479.435401 436377.76479,90485.217299 436375.162569,90491.270703 436373.276252,90497.507342 436372.133346))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((90808.427386 436920.36806,90810.833322 436842.173964,90811.635301 436800.375667,90814.041237 436673.27472,90816.848163 436631.760764,90822.263727 436563.129846,90749.882936 436549.017194,90725.422584 436547.0268,90699.358274 436546.458116,90673.293965 436549.017194,90643.620751 436556.125749,90617.95743 436564.08733,90597.907961 436570.627199,90575.051567 436582.285227,90532.145703 436607.022996,90515.372702 436619.227748,90485.899882 436642.826867,90461.170583 436665.597481,90441.923092 436687.207486,90327.240129 436814.024091,90297.566916 436849.282518,90306.454124 436856.918864,90380.972707 436851.841599,90466.784434 436847.292124,90534.551639 436842.742648,90569.838705 436844.16436,90621.165345 436849.851204,90670.08605 436860.940547,90687.328593 436868.049102,90734.64534 436887.66871,90768.729437 436905.297925,90803.214524 436919.515034,90808.427386 436920.36806),(90615.421705 436687.441207,90621.750634 436687.058377,90628.079562 436687.441207,90634.316201 436688.584113,90640.369605 436690.47043,90646.151503 436693.072651,90651.577581 436696.35283,90656.568715 436700.263134,90661.052123 436704.746542,90664.962427 436709.737676,90668.242606 436715.163754,90670.844827 436720.945652,90672.731144 436726.999056,90673.87405 436733.235695,90674.25688 436739.564624,90673.87405 436745.893552,90672.731144 436752.130191,90670.844827 436758.183595,90668.242606 436763.965493,90664.962427 436769.391571,90661.052123 436774.382705,90656.568715 436778.866113,90651.577581 436782.776417,90646.151503 436786.056596,90640.369605 436788.658817,90634.316201 436790.545134,90628.079562 436791.68804,90621.750634 436792.07087,90615.421705 436791.68804,90609.185066 436790.545134,90603.131662 436788.658817,90597.349764 436786.056596,90591.923686 436782.776417,90586.932552 436778.866113,90582.449144 436774.382705,90578.53884 436769.391571,90575.258661 436763.965493,90572.65644 436758.183595,90570.770123 436752.130191,90569.627217 436745.893552,90569.244387 436739.564624,90569.627217 436733.235695,90570.770123 436726.999056,90572.65644 436720.945652,90575.258661 436715.163754,90578.53884 436709.737676,90582.449144 436704.746542,90586.932552 436700.263134,90591.923686 436696.35283,90597.349764 436693.072651,90603.131662 436690.47043,90609.185066 436688.584113,90615.421705 436687.441207))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((90847.171292 437203.438388,90846.036721 437135.321825,90840.363863 436966.103122,90813.512336 436965.566772,90790.252155 436945.128043,90754.462094 436930.088764,90686.991199 436898.694271,90642.286578 436885.65049,90614.67867 436879.482454,90564.37933 436874.655296,90520.50923 436873.314418,90461.133319 436877.068875,90409.321216 436878.946102,90283.955351 436887.88479,90275.441773 436890.477647,90221.360527 436997.747821,90275.441773 437067.741612,90297.376823 437091.609227,90328.766636 437120.572175,90349.188924 437136.662702,90405.442722 437178.236868,90443.736555 437183.86158,90466.049795 437175.279966,90473.235415 437198.074879,90469.358962 437231.060459,90571.470401 437269.945898,90741.656137 437325.726391,90759.43109 437330.821724,90856.626055 437358.980146,90858.517008 437354.689339,90853.978722 437303.736004,90849.818626 437250.905442,90847.171292 437203.438388),(90612.666695 437040.648534,90618.995623 437040.265704,90625.324552 437040.648534,90631.561191 437041.79144,90637.614595 437043.677757,90643.396493 437046.279978,90648.822571 437049.560157,90653.813705 437053.470461,90658.297113 437057.953869,90662.207417 437062.945003,90665.487596 437068.371081,90668.089817 437074.152979,90669.976134 437080.206383,90671.11904 437086.443022,90671.50187 437092.77195,90671.11904 437099.100879,90669.976134 437105.337518,90668.089817 437111.390922,90665.487596 437117.17282,90662.207417 437122.598898,90658.297113 437127.590032,90653.813705 437132.07344,90648.822571 437135.983744,90643.396493 437139.263923,90637.614595 437141.866144,90631.561191 437143.752461,90625.324552 437144.895367,90618.995623 437145.278197,90612.666695 437144.895367,90606.430056 437143.752461,90600.376652 437141.866144,90594.594754 437139.263923,90589.168676 437135.983744,90584.177542 437132.07344,90579.694134 437127.590032,90575.78383 437122.598898,90572.503651 437117.17282,90569.90143 437111.390922,90568.015113 437105.337518,90566.872207 437099.100879,90566.489377 437092.77195,90566.872207 437086.443022,90568.015113 437080.206383,90569.90143 437074.152979,90572.503651 437068.371081,90575.78383 437062.945003,90579.694134 437057.953869,90584.177542 437053.470461,90589.168676 437049.560157,90594.594754 437046.279978,90600.376652 437043.677757,90606.430056 437041.79144,90612.666695 437040.648534))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((90026.318139 437237.386555,90044.927458 437218.725737,90066.737603 437256.694547,90221.940612 437235.822108,90365.042437 437215.983609,90369.524158 437184.439069,90328.358724 437153.5419,90311.137743 437139.998635,90283.486632 437115.331206,90261.18735 437090.03128,90246.318335 437072.62074,90213.037409 437030.306329,90190.278805 436994.155455,90165.473087 436923.759518,90154.232995 436916.226877,90136.597679 436951.69876,90122.450667 437032.36648,90104.427763 437055.923097,90085.24209 437080.986242,90076.327535 437092.353679,90065.422855 437107.471717,90046.939276 437131.197614,90035.49706 437145.593102,90023.300412 437161.321506,90006.199957 437183.270183,89991.11132 437202.375306,89967.09524 437233.56553,90003.685184 437261.823339,90005.194048 437260.668147,90027.575526 437238.630609,90026.318139 437237.386555),(90195.881969 437117.257633,90202.210898 437116.874803,90208.539826 437117.257633,90214.776465 437118.400539,90220.829869 437120.286856,90226.611767 437122.889077,90232.037845 437126.169256,90237.028979 437130.07956,90241.512387 437134.562968,90245.422691 437139.554102,90248.70287 437144.98018,90251.305091 437150.762078,90253.191408 437156.815482,90254.334314 437163.052121,90254.717144 437169.38105,90254.334314 437175.709978,90253.191408 437181.946617,90251.305091 437188.000021,90248.70287 437193.781919,90245.422691 437199.207997,90241.512387 437204.199131,90237.028979 437208.682539,90232.037845 437212.592843,90226.611767 437215.873022,90220.829869 437218.475243,90214.776465 437220.36156,90208.539826 437221.504466,90202.210898 437221.887296,90195.881969 437221.504466,90189.64533 437220.36156,90183.591926 437218.475243,90177.810028 437215.873022,90172.38395 437212.592843,90167.392816 437208.682539,90162.909408 437204.199131,90158.999104 437199.207997,90155.718925 437193.781919,90153.116704 437188.000021,90151.230387 437181.946617,90150.087481 437175.709978,90149.704651 437169.38105,90150.087481 437163.052121,90151.230387 437156.815482,90153.116704 437150.762078,90155.718925 437144.98018,90158.999104 437139.554102,90162.909408 437134.562968,90167.392816 437130.07956,90172.38395 437126.169256,90177.810028 437122.889077,90183.591926 437120.286856,90189.64533 437118.400539,90195.881969 437117.257633))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((90766.655289 437440.13275,90790.527168 437368.287817,90663.375628 437329.023137,90541.351166 437286.486399,90477.775395 437261.400631,90439.322309 437246.494593,90386.000695 437238.132672,90116.52195 437276.641584,90018.27569 437291.85462,90013.22 437327.76,90208.230733 437357.342494,90416.250456 437447.180741,90626.329793 437471.766722,90778.118888 437489.983189,90783.643514 437442.777075,90766.655289 437440.13275),(90468.855263 437319.229095,90475.184192 437318.846265,90481.51312 437319.229095,90487.749759 437320.372001,90493.803163 437322.258318,90499.585061 437324.860539,90505.011139 437328.140718,90510.002273 437332.051022,90514.485681 437336.53443,90518.395985 437341.525564,90521.676164 437346.951642,90524.278385 437352.73354,90526.164702 437358.786944,90527.307608 437365.023583,90527.690438 437371.352512,90527.307608 437377.68144,90526.164702 437383.918079,90524.278385 437389.971483,90521.676164 437395.753381,90518.395985 437401.179459,90514.485681 437406.170593,90510.002273 437410.654001,90505.011139 437414.564305,90499.585061 437417.844484,90493.803163 437420.446705,90487.749759 437422.333022,90481.51312 437423.475928,90475.184192 437423.858758,90468.855263 437423.475928,90462.618624 437422.333022,90456.56522 437420.446705,90450.783322 437417.844484,90445.357244 437414.564305,90440.36611 437410.654001,90435.882702 437406.170593,90431.972398 437401.179459,90428.692219 437395.753381,90426.089998 437389.971483,90424.203681 437383.918079,90423.060775 437377.68144,90422.677945 437371.352512,90423.060775 437365.023583,90424.203681 437358.786944,90426.089998 437352.73354,90428.692219 437346.951642,90431.972398 437341.525564,90435.882702 437336.53443,90440.36611 437332.051022,90445.357244 437328.140718,90450.783322 437324.860539,90456.56522 437322.258318,90462.618624 437320.372001,90468.855263 437319.229095))","582",A_GELUID,"21",A_GELUID,milieu
"POLYGON ((91367.700597 437551.629489,91369.24978 437529.439207,91350.039896 437509.885394,91337.026748 437502.415398,91318.1267 437494.725697,91298.606978 437489.672464,91174.3624 437457.595422,91086.988408 437437.382492,91053.526028 437429.253379,90974.827467 437409.699565,90972.968446 437414.752797,90939.506066 437410.138977,90929.832906 437502.406972,90977.925836 437508.347454,91012.627563 437520.431271,91025.640711 437475.611295,91093.804819 437490.770993,91089.157266 437536.03038,91148.645942 437542.182142,91201.00837 437548.114197,91351.898917 437563.713307,91367.700597 437551.629489),(91120.747059 437478.679941,91123.890111 437474.227251,91127.610196 437470.244012,91131.838016 437466.804425,91136.494816 437463.972563,91141.493847 437461.801177,91146.741987 437460.330717,91152.141473 437459.588575,91157.591723 437459.588575,91162.991209 437460.330717,91168.239349 437461.801177,91173.23838 437463.972563,91177.89518 437466.804425,91182.123 437470.244012,91185.843085 437474.227251,91188.986137 437478.679941,91191.493607 437483.519138,91193.318784 437488.654696,91194.427671 437493.990949,91194.799609 437499.428493,91194.427671 437504.866037,91193.318784 437510.20229,91191.493607 437515.337848,91188.986137 437520.177045,91185.843085 437524.629735,91182.123 437528.612973,91177.89518 437532.052561,91173.23838 437534.884423,91168.239349 437537.055809,91162.991209 437538.526268,91157.591723 437539.268411,91152.141473 437539.268411,91146.741987 437538.526268,91141.493847 437537.055809,91136.494816 437534.884423,91131.838016 437532.052561,91127.610196 437528.612973,91123.890111 437524.629735,91120.747059 437520.177045,91118.239589 437515.337848,91116.414411 437510.20229,91115.305525 437504.866037,91114.933587 437499.428493,91115.305525 437493.990949,91116.414411 437488.654696,91118.239589 437483.519138,91120.747059 437478.679941))","582",A_GELUID,"21",A_GELUID,milieu
