WKT,INFORMATIE,VERORDENIN,MEER_INFOR,URL_INFO,PLANID
"POLYGON ((94699.451062 437978.209068,94696.529 437972.015,94724.574 437951.489,94734.729 437944.896,94756.308 437932.086,94781.531 437916.916,94786.813459 437913.12006,94791.964985 437909.148244,94796.979724 437905.005066,94801.851979 437900.695232,94806.576213 437896.22364,94811.147061 437891.595369,94815.559327 437886.815679,94819.808 437881.89,94843.160598 437851.648994,94846.857244 437846.838244,94850.715874 437842.156419,94854.731994 437837.608971,94858.900928 437833.201194,94863.217821 437828.938221,94867.677648 437824.825017,94872.275215 437820.866369,94877.005168 437817.066889,94881.862 437813.431,94878.527 437810.79,94871.339 437793.575,94827.15 437677.0,94829.71 437675.91,94826.357103 437667.871247,94807.056 437624.559,94788.796 437632.199,94773.734 437594.334,94771.378658 437579.65687,94765.95 437566.839999,94760.619 437569.117,94756.65 437556.76,94746.484 437533.749,94724.909993 437542.979983,94713.88 437516.41,94735.247 437507.276,94663.058905 437327.142102,94664.467553 437326.710593,94647.645232 437286.403946,94733.56592 437253.445191,94729.896 437254.494,94716.6 437259.69,94710.12 437261.96,94703.59 437264.53,94697.14 437266.87,94596.727 437306.174,94543.661 437327.37,94534.11 437329.85,94532.11 437330.46,94513.384 437337.097,94512.7 437337.34,94509.04 437338.92,94500.01 437342.27,94482.13 437348.83,94460.8 437356.99,94453.61 437359.52,94437.83 437366.27,94434.4 437367.9,94426.96 437370.66,94420.01 437373.37,94386.495 437386.344,94377.437 437389.85,94374.618 437388.981,94356.02 437396.0,94321.638 437408.545,94230.21 437444.2,94168.758 437467.129,94088.59 437494.94,94018.885 437518.445,93824.905 437574.782,93791.113 437643.066,93767.476 437645.1,93769.105 437664.03,93781.2 437662.99,93781.54 437667.42,93794.03 437666.4,93796.35 437696.88,93770.161 437699.317,93780.823819 437880.831894,93897.169 437872.248,93922.644 437866.785,93938.658 437861.225,93945.827 437845.347,93942.634 437837.544,94069.35 437804.342,94087.634 437799.551,94135.833 437779.683,94216.486 437745.36,94221.509 437757.749,94225.204 437766.862,94299.651 437735.267,94300.162 437736.628,94302.501 437735.752,94302.678 437736.224,94306.424 437734.821,94306.247 437734.349,94314.676 437731.192,94314.852 437731.663,94318.598 437730.26,94318.422 437729.789,94326.85 437726.632,94327.026 437727.102,94330.772 437725.699,94330.596 437725.229,94339.025 437722.073,94339.2 437722.541,94342.946 437721.138,94342.771 437720.67,94350.262 437717.864,94349.736 437716.459,94378.725 437705.602,94387.086 437727.955,94429.48 437712.004,94416.837 437677.431,94475.29 437655.726,94462.584 437621.407,94477.426 437615.897,94471.461 437599.904,94474.646 437592.846,94486.747 437588.209,94493.822 437591.299,94494.07 437591.92,94496.881 437590.873,94499.765 437591.932,94512.311 437623.576,94526.31 437653.55,94535.82 437670.99,94543.88 437684.14,94555.327 437701.138,94575.628 437729.607,94591.965 437751.91,94707.533 437911.887,94706.63 437913.157,94715.023 437925.059,94718.329 437931.994,94721.925 437937.961,94724.646 437939.936,94736.401 437939.932,94673.829 437985.424,94675.268 437983.97,94676.443 437978.001,94674.046 437972.198,94671.291 437971.185,94667.545 437962.047,94659.482 437942.379,94660.645 437939.751,94659.353 437936.623,94652.83 437933.908,94650.93 437934.69,94651.5 437936.077,94623.632 437947.531,94620.268 437949.49,94610.238 437955.331,94584.584 437972.96,94581.469 437968.428,94579.191 437969.993,94574.325 437969.09,94574.237 437968.963,94565.939 437972.447,94555.328 437946.604,94559.553 437944.86,94557.68 437940.37,94553.52 437935.74,94498.788 437905.413,94497.155 437904.883,94497.136 437906.844,94432.5 437907.77,94428.549 437909.62,94420.55 437909.737,94411.281 437906.539,94409.907 437906.653,94406.135 437907.142,94397.733 437909.482,94377.751 437920.452,94352.909 437938.147,94353.392 437939.135,94356.004 437945.629,94353.54 437951.56,94362.43 437973.66,94349.86 437978.71,94351.91 437983.73,94353.96 437982.9,94360.19 437985.54,94373.02 438017.37,94360.43 438022.45,94362.47 438027.49,94364.53 438026.65,94370.76 438029.3,94377.41 438045.79,94381.89 438047.67,94383.832 438048.53,94384.68 438050.76,94385.93 438051.23,94387.11 438050.75,94387.6 438049.56,94387.28 438048.76,94405.181 438041.496,94432.809 438108.255,94426.77 438111.04,94429.78 438121.28,94434.66 438133.84,94440.932 438148.234,94446.806634 438160.774597,94537.57 438095.064,94540.81 438092.717,94562.21 438077.225,94565.45 438074.878,94586.85 438059.386,94590.09 438057.039,94662.39 438004.696,94697.261 437973.587,94697.865436 437974.862647,94699.451062 437978.209068))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"65"
"POLYGON ((94696.014632 438172.860153,94695.4861 438173.111508,94688.34 438176.51,94685.862584 438177.635515,94695.25 438191.08,94701.734 438187.906,94711.013225 438209.878348,94695.835 438172.946,94696.014632 438172.860153))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"66"
"POLYGON ((94729.63502 438156.872084,94731.66 438156.08,94731.704297 438155.888048,94729.63502 438156.872084))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"67"
"POLYGON ((94172.979 438750.77,94168.736 438743.172,94101.413049 438622.630058,94095.236 438625.235,94167.050146 438741.196421,94172.979 438750.77))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"68"
"POLYGON ((71127.052 442986.208,71107.915 442960.726,71085.094 442995.356,71104.204 443020.879,71127.052 442986.208))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"69"
"POLYGON ((70232.386 443299.302,70489.706 443219.427,70631.178 443126.527,70639.621 443120.068,70640.079 443120.682,70930.007 442930.296,70940.533 442922.27,70941.075 442923.028,70998.732 442885.167,70980.93 442860.968,70923.61 442898.607,70923.074 442897.857,70912.656 442905.8,70622.11 443096.592,70621.682 443096.019,70613.812 443102.04,70476.772 443192.03,70212.765 443273.981,70232.386 443299.302))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"70"
"POLYGON ((70189.419 443227.207,70173.027 443211.91,70149.001 443230.522,70165.391 443245.818,70189.419 443227.207))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"71"
"POLYGON ((70135.112 443170.39,70182.879 443138.231,70164.703 443114.302,70116.924 443146.469,70135.112 443170.39))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"72"
"POLYGON ((67599.164 444691.609,67722.604 444568.214,67972.6 444566.874,67976.0 444558.81,67987.034 444532.417,67994.749 444513.965,67672.165 444515.696,67576.849 444495.936,67557.74 444582.76,67565.75 444619.38,67574.75 444659.77,67580.66 444679.71,67593.61 444730.62,67607.793 444725.529,67599.164 444691.609))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"73"
"POLYGON ((70681.504 441961.18,70129.895 442451.537,70193.714 442412.219,70267.23 442386.154,70337.795 442464.794,70348.37 442475.463,70246.801 442565.742,70176.786 442620.545,69888.269 442811.024,69901.75581 442829.5455,69997.317603 442765.879265,70058.519179 442725.104383,70067.503737 442719.118564,70286.183 442573.427,70340.942559 442532.54934,70397.988 442484.889,70469.474 442420.557,70473.295 442426.364,70541.34 442370.898,70542.697 442354.662,70558.6395 442340.315,70574.582 442325.968,70584.494465 442339.060919,70634.111233 442298.496459,70683.728 442257.932,70684.129542 442257.593945,70788.958561 442169.339402,70829.171 442131.457,70773.727 442065.777,70770.986 442064.843,70752.41 442043.8,70748.17 442039.71,70742.36 442033.2,70738.25 442028.16,70735.22 442023.35,70732.02 442019.32,70681.504 441961.18))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"74"
"POLYGON ((91300.497 442686.771,91310.19 442704.14,91311.9352 442708.586314,91323.984222 442753.285682,91324.46 442756.305,91324.79256 442761.140706,91338.27 442764.86,91361.05 442770.81,91383.47 442777.33,91413.87 442784.92,91423.479 442792.27,91426.599069 442729.217348,91410.311092 442725.649227,91394.142154 442721.575515,91378.107946 442717.000164,91362.224026 442711.927613,91346.505809 442706.362786,91330.968545 442700.311082,91315.627313 442693.778374,91300.497 442686.771))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"75"
"POLYGON ((91532.468276 439486.774169,91746.4 439532.902,91746.64748 439531.295916,91531.033 439485.594,91532.468276 439486.774169))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"76"
"POLYGON ((91890.157 439563.08,91898.349 439564.817,91900.0665 439553.7775,91901.784 439542.738,91902.364 439539.064,91864.876 439531.942,91847.464 439530.238,91828.92 439528.912,91813.212 439529.291,91794.72 439531.622,91778.545 439535.115,91771.007646 439537.685744,91774.705 439538.476,91812.422 439546.536,91858.95 439552.63,91858.465 439556.377,91890.148333 439563.1485,91890.157 439563.08))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"77"
"POLYGON ((87648.34 441992.52,87696.18 441890.807,87770.132 441777.276,87821.954 441631.74,87852.686 441581.746,88125.339 440987.826,88120.034 440984.702,88126.29 440971.26,88135.67 440951.29,88146.25 440926.68,88150.601 440916.307,88084.461 440881.128,88075.179 440897.805,88063.011 440920.71,88005.993 441028.041,87989.09 441038.501,88002.512 441047.745,87994.58 441070.75,87988.3 441088.62,87976.63 441123.38,87974.57 441128.73,87970.284286 441140.208101,87965.646145 441151.548374,87960.66 441162.74,87958.02 441168.82,87952.95 441181.21,87948.66 441190.57,87943.13 441202.27,87940.86 441207.09,87925.82 441239.49,87923.5 441244.79,87907.99 441278.31,87906.32 441283.34,87877.98 441344.62,87873.23 441354.61,87806.05 441491.97,87797.62 441510.38,87779.07 441553.888,87775.723938 441563.600376,87772.067808 441573.200329,87768.105377 441582.677962,87763.840732 441592.023505,87759.278269 441601.227325,87754.422689 441610.279934,87749.279 441619.172,87680.55 441724.718,87664.84 441763.443,87667.392 441765.021,87662.926 441785.557,87667.525 441788.4,87634.92 441840.94,87649.911 441850.349,87600.57 441956.787,87594.595 441953.141,87532.489 442067.773,87442.521 442268.163,87444.998 442269.874,87378.616 442404.386,87354.292 442386.826,87338.247 442399.81,87334.58 442404.79,87329.18 442411.07,87328.064564 442411.637677,87325.158251 442413.361689,87319.558817 442412.994513,87315.832 442418.479,87350.9 442440.6,87415.772 442485.196,87440.2 442435.06,87471.658 442371.172,87492.36 442328.34,87499.14 442313.72,87513.95 442280.79,87551.45 442198.61,87569.05 442160.46,87584.64 442127.06,87633.154 442024.689,87641.23 442007.99,87646.08 441997.37,87648.34 441992.52))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"78"
"POLYGON ((90617.142908 438800.990671,90614.357123 438801.103398,90611.577006 438801.31377,90608.80598 438801.621529,90606.047453 438802.026295,90603.304822 438802.52757,90600.581461 438803.124738,90597.880722 438803.817063,90575.694115 438698.294031,90593.612938 438694.231249,90534.293298 438337.248749,90515.581489 438340.331655,90506.899433 438293.222034,90500.276496 438294.678323,90497.4789 438281.180798,90495.588924 438281.572528,90491.219 438259.734,90487.012 438238.828,90488.878 438238.041,90485.808 438223.333,90481.7 438207.18,90481.44 438205.69,90478.34 438188.87,90477.29 438180.96,90476.12 438167.15,90472.09 438129.3,90471.232623 438124.279831,90466.65 438082.88,90464.91 438059.059999,90464.06 438046.949999,90463.899636 438044.496247,90463.809611 438042.038909,90463.79 438039.58,90463.939407 438031.005801,90464.33 438020.19,90472.19 438020.55,90473.31 438001.42,90465.01 438001.0,90466.59 437989.88,90467.64 437981.85,90468.013365 437979.387595,90468.440099 437976.933877,90468.92 437974.49,90470.37 437968.16,90475.39 437949.47,90480.99 437930.19,90487.68 437911.0,90501.38 437877.28,90505.17 437869.15,90508.21 437863.32,90512.97 437854.43,90517.26 437847.19,90521.47 437840.68,90528.75 437830.17,90533.03 437824.35,90539.03 437816.81,90546.66 437807.6,90557.16 437795.51,90567.54 437784.31,90574.72 437777.49,90580.0 437772.7,90585.14 437768.38,90590.35 437764.18,90598.38 437758.0,90610.11 437749.85,90620.27 437743.46,90630.74 437738.04,90636.21 437735.56,90645.66 437731.17,90656.52 437726.04,90670.31 437719.75,90683.77 437714.19,90692.77 437710.83,90699.21 437708.56,90706.41 437706.16,90721.22 437701.94,90728.63 437700.12,90733.63 437699.33,90745.4 437696.98,90750.01 437696.26,90766.75 437694.13,90774.46 437693.47,90796.65 437692.53,90817.552 437693.176,90830.06 437593.44,90755.09 437594.174,90754.57 437630.17,90742.48 437632.33,90732.473657 437635.006311,90722.553721 437637.986983,90712.729446 437641.269233,90703.01 437644.85,90691.684623 437649.52073,90680.523129 437654.570574,90669.538204 437659.993794,90658.742334 437665.784224,90648.14779 437671.935282,90637.766615 437678.439979,90627.610607 437685.290919,90617.69131 437692.480317,90608.02 437700.0,90600.419173 437706.035406,90593.010624 437712.305342,90585.801586 437718.803685,90578.799099 437725.524092,90572.01 437732.46,90559.50758 437745.017554,90547.347972 437757.907339,90535.54 437771.12,90532.03 437767.91,90525.46227 437776.051834,90519.17061 437784.408841,90513.162065 437792.971662,90507.443361 437801.730713,90502.020901 437810.676185,90496.900757 437819.798063,90492.088661 437829.086134,90487.59 437838.53,90466.25 437892.72,90463.115088 437901.351596,90460.243912 437910.074466,90457.639124 437918.880555,90455.303129 437927.761728,90453.238085 437936.709785,90451.4459 437945.716459,90446.961764 437973.046895,90443.422063 438000.515617,90440.831 438028.09,90417.35 438033.06,90388.38 437896.19,90381.917847 437871.34337,90374.928 437846.64,90374.87252 437846.438809,90374.824071 437846.235809,90374.78271 437846.031248,90374.74849 437845.825372,90374.721449 437845.618431,90374.701623 437845.410674,90374.689033 437845.202353,90374.683697 437844.993721,90374.685619 437844.785029,90374.694798 437844.576531,90374.711223 437844.368477,90374.734873 437844.161121,90374.765721 437843.954713,90374.803729 437843.749502,90374.84885 437843.545738,90374.901031 437843.343665,90374.960207 437843.14353,90375.026309 437842.945574,90375.099255 437842.750037,90375.178957 437842.557155,90375.265319 437842.367161,90375.358236 437842.180286,90375.457597 437841.996756,90375.56328 437841.816792,90375.675158 437841.640612,90375.793096 437841.46843,90375.91695 437841.300454,90376.046571 437841.136886,90376.181803 437840.977926,90376.322481 437840.823765,90376.468436 437840.67459,90376.61949 437840.530581,90376.775461 437840.391912,90376.936161 437840.258752,90377.101394 437840.131261,90377.270961 437840.009594,90377.444657 437839.893898,90377.622272 437839.784312,90377.80359 437839.68097,90377.988393 437839.583996,90378.176457 437839.493509,90378.367553 437839.409616,90378.561452 437839.33242,90378.757919 437839.262014,90378.956715 437839.198484,90381.18 437838.53,90375.574413 437823.786494,90369.451672 437809.250138,90362.819415 437794.939067,90355.685914 437780.871133,90348.060069 437767.063886,90339.951393 437753.534549,90331.37 437740.3,90321.337072 437726.435616,90310.821223 437712.933849,90299.835546 437699.811513,90288.393723 437687.084947,90276.51 437674.77,90266.312973 437665.792366,90255.816735 437657.166458,90245.033414 437648.902241,90233.975467 437641.009263,90222.655669 437633.496643,90211.087098 437626.37306,90199.283117 437619.646743,90187.257365 437613.325464,90175.023734 437607.416524,90162.596358 437601.926751,90149.989594 437596.862487,90137.218005 437592.229582,90124.296347 437588.033388,90111.239547 437584.278754,90098.062691 437580.970017,90084.781 437578.111,89888.745 437538.71,89650.773 437510.574,89649.829 437511.804,89712.386 437518.879,89811.57625 437532.115625,89897.042 437543.767,89896.462 437548.638,89896.419791 437549.298186,89896.421614 437549.507179,89896.430715 437549.715981,89896.447083 437549.92434,89896.470697 437550.132003,89896.50153 437550.338717,89896.539544 437550.544231,89896.584692 437550.748298,89896.63692 437550.950667,89896.696164 437551.151096,89896.762353 437551.349339,89896.835407 437551.545156,89896.915236 437551.738311,89897.001744 437551.928568,89897.094826 437552.115696,89897.194368 437552.29947,89897.300251 437552.479665,89897.412345 437552.656062,89897.530515 437552.828449,89897.654617 437552.996616,89897.784501 437553.160358,89897.920009 437553.319478,89898.060976 437553.473781,89898.207232 437553.623081,89898.358599 437553.767197,89898.514894 437553.905953,89898.675926 437554.039182,89898.841501 437554.166721,89899.011418 437554.288417,89899.185469 437554.40412,89899.363445 437554.513692,89899.545129 437554.616998,89899.730301 437554.713915,89899.918736 437554.804323,89900.110205 437554.888113,89900.304477 437554.965184,89900.501315 437555.035442,89900.70048 437555.098803,89900.901731 437555.155188,89901.55 437555.287,89973.234 437565.554,90002.378 437569.982,90032.746 437572.625,90033.734 437580.042,90034.423 437581.209,90035.557 437582.243,90036.993 437582.878,90038.216 437582.955,90058.146176 437577.243792,90080.401945 437581.328307,90093.936724 437583.924634,90100.713646 437585.317151,90105.093704 437586.301525,90109.446256 437587.40116,90119.139535 437590.208355,90128.744193 437593.24239,90141.237961 437597.612964,90153.570452 437602.419816,90165.726436 437607.657009,90169.871735 437609.607854,90173.945009 437611.704929,90180.184736 437615.235137,90185.395 437618.105,90198.316875 437626.226094,90208.103298 437632.507085,90216.425762 437638.109473,90220.475305 437641.002477,90224.435849 437644.016172,90228.303799 437647.147822,90234.837648 437652.835963,90241.255552 437658.654609,90247.395444 437664.436641,90258.777266 437675.380781,90260.747896 437677.233157,90261.329999 437677.758178,90261.930335 437678.26225,90262.587588 437678.968689,90263.21949 437679.697892,90263.825255 437680.44895,90266.888457 437684.314375,90269.951519 437687.972402,90271.891045 437690.205977,90280.666631 437700.178604,90290.408203 437711.379297,90292.864175 437714.241982,90296.410215 437718.517383,90300.049746 437723.086621,90301.891758 437725.361055,90305.882063 437730.085065,90307.629914 437732.239942,90309.320623 437734.439937,90310.953027 437736.683535,90314.932188 437742.4825,90320.621777 437751.260586,90324.344928 437757.303345,90327.894457 437763.449696,90332.23075 437771.355035,90341.200108 437788.14712,90343.796117 437793.244305,90352.998 437811.57,90357.035 437819.793,90360.127 437827.8,90365.429082 437841.892712,90360.092 437865.065,90358.844 437870.862,90357.683 437876.655,90356.598 437882.507,90355.6 437888.35,90354.686 437894.208,90353.856 437900.079,90353.111 437905.961,90352.449 437911.854,90351.872 437917.755,90351.38 437923.663,90350.972 437929.579,90350.606 437936.303,90350.894 437942.627,90351.635 437955.947,90351.65 437959.738,90352.217 437966.341,90352.907 437969.812,90353.149 437975.241,90354.324 437984.066,90324.55 437992.723,90337.114 438035.934,90362.774 438028.473,90405.036 438232.689,90382.752 438237.454,90383.82 438244.008,90381.367 438244.501,90387.419 438281.63,90390.95888 438303.486095,90387.525944 438304.930245,90390.094495 438317.570133,90378.264637 438320.64027,90366.540876 438324.09349,90354.935616 438327.926141,90343.461131 438332.134169,90332.539196 438336.211134,90321.485999 438339.917502,90310.314111 438343.249056,90299.036239 438346.202008,90287.665209 438348.772998,90276.213953 438350.959104,90278.192382 438360.802018,90358.991435 438407.816491,90314.80072 438483.07042,90450.183221 438563.25951,90457.231759 438598.496203,90451.973623 438595.386432,90473.671347 438703.598485,90474.045698 438711.637469,90479.577327 438710.535787,90479.884717 438712.079214,90479.182043 438714.023051,90478.207821 438714.466287,90501.522346 438818.121269,90515.905095 438812.368642,90518.327362 438818.491536,90514.111433 438820.12072,90520.862077 438834.863425,90507.023257 438838.995029,90520.970709 438895.829461,90483.609835 438887.021294,90446.512372 438877.162444,90409.707861 438866.260762,90381.693272 438857.011194,90354.005608 438846.824686,90326.676194 438835.712763,90299.735951 438823.687998,90273.215358 438810.763994,90247.144422 438796.955374,90261.945238 438769.841728,90225.162062 438743.344355,90008.138064 438552.729817,89869.424 438429.408,89820.725 438386.511,89821.512 438385.608,89321.124 437940.347,89136.6 438167.221,89308.293 438292.232,89432.495 438366.268,89464.039 438400.398,89492.687 438409.304,89668.143 438489.128,89822.132 438566.376,89946.319 438662.597,90013.71 438705.673,90095.99 438765.327,90165.204 438880.558,90169.532042 438878.392519,90173.933178 438876.379745,90178.402022 438874.522142,90182.933105 438872.821983,90187.520883 438871.28135,90192.15974 438869.902126,90196.844 438868.686,90245.767 438851.457,90258.629 438899.176,90317.073 438883.321,90335.696188 438892.726433,90354.61894 438901.513622,90373.82074 438909.673042,90393.280769 438917.195844,90412.977925 438924.073873,90432.890853 438930.29967,90452.997962 438935.866486,90473.27745 438940.768284,90493.707329 438944.99975,90514.265448 438948.556295,90534.929516 438951.434063,90521.111 438896.429,90562.368 438907.28,90588.888 438914.417,90604.064 438955.558,90613 438980,90627 439009,90628.56 439011.019,90657.06 439062.854,90696.188 439124.449,90716.94 439151.317,90743.136 439180.226,90749.26 439185.668,90751.341 439187.863,90777.752776 439212.806176,90794.833307 439228.38793,90812.441275 439243.371088,90830.555715 439257.737809,90849.155055 439271.470985,90868.217149 439284.554264,90887.719297 439296.972065,90907.638277 439308.709603,90927.950371 439319.752901,90948.631392 439330.088808,90969.656712 439339.705017,90991.001296 439348.590078,91012.639728 439356.73341,91034.546241 439364.125317,91056.694749 439370.756996,91079.058879 439376.620551,91101.612 439381.709,91101.6 439381.767,91134.324 439388.559,91136.494 439378.795,91259.31 439408.824,91257.453 439418.665,91317.992 439433.467,91436.214707 439455.776835,91435.183 439455.063,91412.583 439439.938,91400.844933 439432.424873,91387.627 439424.188,91370.78 439413.962,91351.589 439402.591,91314.457348 439381.039394,91155.31 439346.79,91133.791755 439343.33696,91112.405485 439339.14342,91091.176663 439334.214375,91070.130578 439328.555696,91049.292298 439322.174125,91028.686646 439315.077262,91008.338167 439307.273561,90988.271099 439298.772318,90968.509346 439289.583659,90949.076447 439279.718529,90929.99555 439269.18868,90911.289383 439258.006654,90892.98023 439246.185771,90875.0899 439233.740112,90857.639702 439220.684502,90840.650424 439207.034492,90824.142302 439192.806342,90808.135 439178.017,90792.239646 439161.890643,90776.90776 439145.227661,90762.157447 439128.047731,90748.006127 439110.371142,90734.470509 439092.218766,90721.566579 439073.612039,90709.309574 439054.572935,90697.713967 439035.123935,90686.793453 439015.288006,90676.560926 438995.088573,90667.028471 438974.549489,90658.207343 438953.695008,90650.10796 438932.549756,90642.739886 438911.138703,90636.111822 438889.487133,90630.231595 438867.620615,90625.106148 438845.56497,90620.741534 438823.346243,90617.142908 438800.990671))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"79"
