WKT,fid_1,bestemming,historisch,hoofdfunct,identifica,naam,ondergesch,plangebied,planstatus,typePlan,versieIMRO,verwijzing,verwijzi_1,dossierID,dossierSta,datum,verwijzi_2
"POLYGON ((92576.95 440180.46,92572.59 440176.53,92568.361 440181.182,92567.09 440182.58,92568.07 440183.4,92567.393 440184.162,92566.48 440185.19,92567.68 440186.3,92567.2 440186.83,92569.42 440188.83,92569.92 440188.3,92570.405 440188.736,92571.361 440189.595,92571.89 440190.07,92571.37 440190.6,92573.6 440192.6,92574.1 440192.06,92574.55 440192.47,92575.13 440193.01,92574.61 440193.53,92576.82 440195.56,92577.34 440194.98,92577.82 440195.428,92578.778 440196.323,92578.86 440196.4,92579.36 440196.87,92578.88 440197.37,92581.1 440199.38,92581.61 440198.82,92582.106 440199.261,92583.091 440200.137,92583.15 440200.19,92583.59 440200.58,92583.07 440201.15,92585.3 440203.16,92585.8 440202.62,92587.0 440203.71,92587.912 440202.712,92588.59 440201.97,92589.52 440202.81,92590.782 440201.412,92595.0 440196.74,92590.283 440192.488,92585.97 440188.6,92581.62 440184.67,92576.95 440180.46))","1080876",waarde,false,,NL.IMRO.d4a7e274e6434da0ba872e65d9b5432d,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92544.96 440152.19,92544.03 440151.57,92547.031 440147.121,92550.089 440142.589,92553.223 440137.942,92553.86 440138.372,92554.971 440136.765,92554.321 440136.315,92556.22 440133.5,92557.82 440134.58,92560.61 440130.43,92559.178 440129.463,92557.095 440128.058,92550.505 440123.61,92549.85 440124.5,92549.056 440123.94,92546.823 440127.266,92544.975 440130.019,92544.86 440130.19,92545.7 440130.76,92545.502 440131.042,92544.919 440131.872,92544.694 440132.192,92544.66 440132.24,92544.446 440132.544,92543.865 440133.37,92543.64 440133.69,92542.88 440133.12,92542.756 440133.304,92540.767 440136.245,92538.79 440139.17,92538.68 440139.3,92539.5 440139.87,92539.322 440140.138,92538.739 440141.019,92538.519 440141.35,92538.3 440141.68,92537.679 440142.611,92537.52 440142.85,92536.69 440142.29,92536.57 440142.48,92534.672 440145.292,92532.48 440148.54,92533.32 440149.09,92532.73 440150.0,92538.687 440154.007,92540.723 440155.376,92542.17 440156.35,92544.96 440152.19))","1080880",waarde,false,,NL.IMRO.37ab58ee7f984cef9319bf2a4de39420,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92673.04 440180.2,92672.811 440180.187,92670.63 440180.065,92670.54 440180.06,92670.05 440179.02,92667.26 440178.85,92666.63 440179.81,92666.381 440179.796,92664.2 440179.675,92664.11 440179.67,92663.62 440178.63,92660.84 440178.47,92660.21 440179.43,92659.97 440179.415,92657.791 440179.276,92657.7 440179.27,92657.21 440178.24,92654.43 440178.07,92653.8 440179.03,92653.54 440179.015,92651.552 440178.896,92651.45 440178.89,92650.96 440177.86,92648.17 440177.68,92647.54 440178.65,92647.3 440178.63,92646.55 440190.13,92653.21 440190.54,92659.53 440190.92,92666.0 440191.31,92672.32 440191.7,92678.75 440192.09,92678.69 440193.09,92685.39 440193.46,92686.18 440181.98,92685.35 440181.94,92685.37 440181.24,92682.58 440181.09,92682.55 440181.79,92680.862 440181.679,92679.65 440181.6,92679.72 440180.62,92679.29 440180.595,92676.99 440180.463,92676.93 440180.46,92676.44 440179.43,92673.67 440179.25,92673.04 440180.2))","1080874",waarde,false,,NL.IMRO.2008df7b73304c94a7875ac204442372,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92627.05 440187.56,92631.46 440187.84,92631.6 440185.6,92632.5 440185.65,92632.7 440182.43,92631.79 440182.38,92631.85 440181.57,92631.853 440181.519,92631.945 440180.2,92631.99 440179.54,92632.89 440179.59,92633.09 440176.35,92632.19 440176.29,92632.24 440175.45,92632.327 440174.12,92632.37 440173.46,92633.26 440173.52,92633.47 440170.26,92632.57 440170.2,92632.64 440169.36,92632.716 440167.992,92632.75 440167.37,92633.66 440167.43,92633.87 440164.18,92632.98 440164.12,92633.02 440163.52,92633.07 440162.81,92633.97 440162.86,92634.18 440159.6,92633.28 440159.54,92633.43 440157.15,92631.63 440157.029,92629.86 440156.91,92629.95 440155.49,92629.64 440155.47,92621.49 440154.94,92620.97 440162.79,92620.58 440168.63,92620.17 440174.74,92619.77 440180.87,92619.34 440187.27,92620.06 440187.39,92627.05 440187.56))","1080877",waarde,false,,NL.IMRO.efb1391bad9c46cf8f24273a98ef73c7,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92455.59 440065.19,92449.66 440064.59,92448.06 440066.41,92450.47 440076.28,92455.13 440075.082,92455.531 440074.983,92457.534 440074.483,92459.96 440073.882,92462.35 440074.411,92466.37 440075.3,92469.513 440077.746,92468.396 440079.188,92471.162 440081.485,92472.4 440079.994,92474.45 440081.59,92477.09 440078.2,92477.237 440078.314,92478.93 440079.63,92476.557 440082.714,92481.591 440086.639,92486.451 440090.428,92492.162 440094.882,92493.866 440096.21,92494.044 440096.349,92491.877 440099.089,92493.063 440100.0,92494.415 440101.039,92495.212 440100.0,92496.279 440098.612,92498.086 440100.0,92500.39 440101.77,92505.339 440105.571,92510.242 440109.337,92515.191 440113.139,92520.27 440117.04,92525.96 440121.41,92528.38 440118.42,92528.89 440118.84,92531.8 440115.23,92531.27 440114.82,92532.772 440112.945,92532.88 440112.81,92531.03 440111.42,92531.66 440110.64,92529.234 440108.693,92528.3 440109.19,92527.95 440108.91,92527.309 440108.401,92526.413 440107.687,92526.09 440107.43,92526.373 440106.414,92524.326 440104.748,92523.41 440105.27,92523.06 440104.99,92522.282 440104.367,92521.505 440103.744,92521.2 440103.5,92521.481 440102.467,92519.461 440100.834,92518.48 440101.35,92518.157 440101.086,92517.452 440100.508,92516.832 440100.0,92516.616 440099.823,92516.27 440099.54,92516.619 440098.533,92514.592 440096.903,92513.63 440097.42,92513.298 440097.153,92512.577 440096.574,92511.757 440095.914,92511.44 440095.66,92511.724 440094.615,92509.707 440092.975,92508.75 440093.5,92508.406 440093.225,92507.718 440092.673,92506.868 440091.993,92506.54 440091.73,92506.825 440090.707,92503.88 440088.32,92502.28 440090.25,92500.078 440088.472,92497.87 440086.69,92498.808 440085.531,92497.11 440084.19,92497.791 440083.341,92494.393 440080.608,92494.35 440080.573,92493.67 440081.44,92492.26 440080.33,92492.956 440079.452,92489.563 440076.723,92486.525 440074.279,92485.87 440075.17,92484.162 440073.8,92483.18 440075.01,92481.231 440073.399,92481.68 440072.67,92481.897 440070.589,92481.9 440070.56,92479.55 440070.57,92479.7 440068.82,92478.01 440067.48,92475.512 440067.225,92473.228 440066.993,92469.069 440066.569,92463.09 440065.959,92455.59 440065.19))","1080881",waarde,false,,NL.IMRO.2b8b06a1aed346089b437df8f07982b4,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92538.858 440084.313,92538.932 440084.367,92540.18 440085.27,92540.54 440085.53,92540.242 440085.987,92542.863 440087.889,92543.2 440087.43,92543.509 440087.651,92543.573 440087.696,92544.809 440088.581,92545.2 440088.86,92544.872 440089.311,92547.504 440091.199,92547.9 440090.74,92548.108 440090.892,92548.25 440090.995,92549.477 440091.891,92549.86 440092.17,92549.53 440092.6,92552.171 440094.498,92552.5 440094.05,92552.799 440094.262,92552.867 440094.31,92554.121 440095.198,92554.49 440095.46,92554.146 440095.898,92556.823 440097.791,92557.14 440097.34,92557.511 440097.613,92560.1 440094.09,92563.091 440095.929,92565.97 440097.7,92565.911 440097.801,92564.619 440100.0,92563.768 440101.449,92564.117 440101.658,92565.435 440102.451,92565.85 440102.7,92565.554 440103.164,92568.321 440104.809,92568.66 440104.31,92568.827 440104.414,92569.042 440104.549,92570.35 440105.364,92570.76 440105.62,92570.452 440106.092,92573.225 440107.722,92573.52 440107.28,92573.67 440107.369,92573.919 440107.517,92575.225 440108.291,92575.63 440108.53,92575.346 440109.007,92578.122 440110.664,92578.41 440110.18,92578.825 440110.429,92580.137 440111.215,92580.53 440111.45,92580.241 440111.934,92583.04 440113.569,92583.32 440113.1,92583.752 440113.342,92585.97 440109.59,92588.929 440111.342,92591.98 440113.15,92590.004 440117.067,92590.42 440117.29,92590.176 440117.789,92593.04 440119.259,92593.3 440118.75,92593.724 440118.963,92595.002 440119.605,92595.094 440119.651,92595.51 440119.86,92595.255 440120.36,92598.157 440121.826,92598.41 440121.33,92598.818 440121.535,92600.188 440122.223,92600.328 440122.294,92600.6 440122.43,92600.336 440122.947,92603.245 440124.389,92603.5 440123.89,92603.911 440124.098,92605.191 440124.747,92605.287 440124.796,92605.69 440125.0,92605.447 440125.487,92608.333 440126.953,92608.58 440126.47,92609.012 440126.686,92610.344 440127.352,92610.54 440127.45,92610.8 440127.58,92610.536 440128.097,92613.448 440129.545,92613.7 440129.05,92614.116 440129.259,92615.471 440129.939,92615.87 440130.139,92618.88 440131.65,92618.71 440132.32,92621.95 440133.27,92621.81 440136.89,92622.55 440136.9,92622.45 440138.96,92627.29 440139.2,92627.39 440137.18,92629.19 440137.27,92630.0 440137.31,92629.94 440138.28,92633.77 440138.51,92633.83 440137.54,92635.96 440137.52,92637.12 440137.65,92637.08 440138.6,92640.91 440138.7,92640.94 440137.75,92644.0 440137.83,92643.97 440138.78,92647.79 440138.88,92647.81 440137.94,92650.11 440138.0,92650.23 440132.87,92651.34 440132.88,92651.46 440128.13,92649.95 440128.09,92650.07 440122.93,92651.02 440122.95,92651.042 440121.97,92651.15 440117.15,92651.22 440114.02,92643.55 440113.83,92643.537 440114.361,92643.35 440121.96,92641.11 440121.91,92641.07 440123.8,92640.56 440123.79,92640.545 440124.43,92640.51 440125.99,92636.8 440125.9,92636.81 440125.53,92636.474 440125.533,92636.26 440125.535,92629.48 440125.6,92622.48 440125.37,92622.46 440127.09,92620.4 440126.54,92620.52 440125.92,92618.71 440124.75,92621.1 440120.41,92615.432 440117.537,92610.11 440114.839,92605.28 440112.391,92600.002 440109.716,92595.0 440107.18,92594.73 440107.56,92592.051 440105.989,92589.24 440104.34,92589.54 440103.74,92584.601 440100.878,92583.086 440100.0,92579.259 440097.782,92574.472 440095.007,92569.42 440092.08,92569.12 440092.48,92566.492 440090.777,92563.72 440088.98,92563.93 440088.62,92559.38 440085.42,92561.172 440083.013,92556.25 440079.539,92554.52 440081.99,92550.048 440078.834,92550.0 440078.8,92545.339 440075.511,92540.96 440072.42,92540.03 440072.52,92538.91 440074.07,92536.32 440071.86,92534.444 440070.317,92531.399 440074.021,92533.275 440075.563,92532.219 440076.848,92535.04 440079.24,92533.91 440080.8,92535.524 440081.919,92535.9 440082.18,92535.579 440082.661,92538.221 440084.552,92538.55 440084.09,92538.858 440084.313))","1080882",waarde,false,,NL.IMRO.dcc5641501434190b70c0fe3c264d06b,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92814.079 440099.967,92817.61 440097.96,92818.15 440098.97,92822.24 440096.66,92821.68 440095.65,92822.8 440094.99,92820.49 440090.94,92822.86 440089.6,92819.66 440084.01,92817.13 440085.46,92819.03 440088.77,92810.45 440093.681,92801.82 440098.62,92799.92 440095.31,92797.418 440096.707,92791.5 440100.0,92788.603 440101.613,92788.958 440102.251,92782.544 440105.848,92773.348 440111.005,92770.979 440112.334,92764.08 440116.203,92757.729 440119.765,92751.14 440123.46,92752.14 440125.27,92750.089 440125.997,92748.3 440126.63,92748.0 440125.13,92740.43 440126.659,92733.19 440128.121,92725.72 440129.63,92726.04 440131.2,92723.47 440131.991,92721.62 440132.56,92713.797 440131.933,92709.02 440131.55,92709.11 440130.24,92706.79 440130.078,92704.52 440129.92,92704.43 440131.23,92700.51 440130.955,92696.59 440130.68,92696.68 440129.37,92694.37 440129.205,92692.05 440129.04,92692.224 440127.331,92688.159 440127.048,92687.95 440130.081,92684.06 440129.81,92684.15 440128.49,92683.772 440128.464,92683.896 440126.93,92681.92 440126.77,92681.8 440128.328,92679.52 440128.17,92679.43 440129.48,92675.56 440129.208,92671.61 440128.93,92671.64 440127.62,92669.3 440127.463,92669.511 440123.985,92667.444 440123.866,92667.246 440127.326,92667.01 440127.31,92666.93 440128.63,92662.82 440128.32,92662.75 440129.89,92661.26 440129.83,92661.08 440134.04,92662.57 440134.1,92662.36 440139.37,92662.69 440139.38,92662.64 440140.21,92666.69 440140.45,92666.75 440139.64,92668.319 440139.749,92668.41 440139.755,92670.94 440139.93,92670.88 440140.74,92674.77 440140.99,92679.15 440141.27,92679.21 440140.46,92681.05 440140.59,92683.43 440140.76,92683.37 440141.58,92687.11 440141.84,92691.6 440142.16,92691.66 440141.34,92693.6 440141.479,92695.85 440141.64,92695.79 440142.46,92699.75 440142.723,92704.08 440143.01,92704.13 440142.19,92705.92 440142.314,92706.01 440142.32,92708.33 440142.48,92708.27 440143.3,92712.97 440143.64,92712.88 440145.05,92716.89 440145.31,92716.99 440143.9,92719.52 440144.05,92719.57 440142.86,92720.85 440142.92,92721.01 440138.69,92723.77 440138.141,92727.29 440137.44,92727.53 440138.6,92728.89 440138.33,92729.11 440139.57,92730.29 440139.36,92730.34 440139.57,92731.11 440139.41,92731.32 440140.47,92735.71 440139.59,92735.45 440138.32,92737.65 440137.89,92737.69 440138.1,92738.46 440137.94,92738.67 440139.02,92742.71 440138.22,92747.04 440137.37,92746.83 440136.3,92747.61 440136.14,92747.57 440135.91,92748.73 440135.71,92748.53 440134.48,92749.84 440134.2,92749.57 440132.94,92752.65 440132.3,92755.24 440130.9,92755.64 440131.63,92756.84 440130.96,92757.39 440131.98,92758.42 440131.43,92758.52 440131.61,92759.21 440131.23,92759.73 440132.19,92763.519 440130.119,92767.23 440128.09,92766.71 440127.13,92767.39 440126.76,92767.29 440126.57,92769.25 440125.52,92769.88 440126.63,92773.8 440124.47,92773.28 440123.53,92773.98 440123.14,92773.88 440122.95,92774.9 440122.36,92774.32 440121.35,92775.54 440120.68,92774.16 440118.12,92776.571 440116.722,92778.8 440115.43,92780.27 440118.0,92781.463 440117.31,92782.04 440118.31,92783.07 440117.71,92783.18 440117.91,92783.86 440117.52,92784.39 440118.46,92788.29 440116.27,92787.65 440115.13,92787.728 440115.086,92789.57 440114.05,92789.67 440114.23,92790.36 440113.84,92790.89 440114.78,92794.74 440112.599,92802.094 440108.433,92799.134 440103.11,92800.52 440102.34,92802.93 440101.0,92805.2 440104.97,92806.33 440104.33,92806.95 440105.39,92811.02 440103.06,92810.45 440102.03,92814.021 440100.0,92814.079 440099.967))","1080885",waarde,false,,NL.IMRO.0c98c80385bd453ba54f95d0f3cb6e7b,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92878.014 440055.813,92875.43 440050.52,92874.88 440050.83,92871.71 440044.57,92870.38 440041.88,92864.95 440044.56,92866.27 440047.2,92860.85 440049.87,92861.03 440050.16,92860.92 440052.13,92860.92 440052.13,92860.927 440052.148,92860.933 440052.165,92860.94 440052.183,92860.947 440052.2,92860.955 440052.218,92860.962 440052.235,92860.969 440052.253,92860.977 440052.27,92860.984 440052.287,92860.992 440052.304,92861.0 440052.321,92861.008 440052.339,92861.016 440052.356,92861.025 440052.372,92861.033 440052.389,92861.042 440052.406,92861.05 440052.423,92861.059 440052.44,92861.068 440052.456,92861.077 440052.473,92861.086 440052.489,92861.095 440052.506,92861.105 440052.522,92861.114 440052.539,92861.124 440052.555,92861.134 440052.571,92861.143 440052.587,92861.153 440052.603,92861.164 440052.619,92861.174 440052.635,92861.184 440052.651,92861.194 440052.667,92861.205 440052.682,92861.216 440052.698,92861.226 440052.713,92861.237 440052.729,92861.248 440052.744,92861.259 440052.759,92861.271 440052.774,92861.282 440052.79,92861.293 440052.805,92861.305 440052.82,92861.317 440052.834,92861.328 440052.849,92861.34 440052.864,92861.352 440052.878,92861.364 440052.893,92861.376 440052.907,92861.389 440052.922,92861.401 440052.936,92861.414 440052.95,92861.426 440052.964,92861.439 440052.978,92861.452 440052.992,92861.465 440053.006,92861.478 440053.019,92861.491 440053.033,92861.504 440053.047,92861.517 440053.06,92861.53 440053.073,92861.544 440053.086,92861.558 440053.1,92861.571 440053.113,92861.585 440053.126,92861.599 440053.138,92861.613 440053.151,92861.627 440053.164,92861.641 440053.176,92861.655 440053.189,92861.669 440053.201,92861.684 440053.213,92861.698 440053.225,92861.713 440053.237,92861.728 440053.249,92861.742 440053.261,92861.757 440053.273,92861.772 440053.284,92861.787 440053.296,92861.802 440053.307,92861.817 440053.318,92861.833 440053.329,92861.848 440053.34,92861.863 440053.351,92861.879 440053.362,92861.894 440053.373,92861.91 440053.383,92861.926 440053.394,92861.942 440053.404,92861.957 440053.414,92861.973 440053.424,92861.989 440053.434,92862.005 440053.444,92862.022 440053.454,92862.038 440053.464,92862.054 440053.473,92862.071 440053.483,92862.087 440053.492,92862.103 440053.501,92862.12 440053.51,92862.12 440053.51,92862.91 440053.97,92863.97 440056.18,92863.2 440056.55,92865.86 440061.899,92868.481 440067.169,92871.55 440073.34,92884.56 440066.96,92881.5 440060.62,92880.56 440061.03,92878.014 440055.813))","1080891",waarde,false,,NL.IMRO.01a111609c654466b2be254165a30f2f,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((93127.824 440234.906,93130.02 440233.3,93130.98 440233.58,93132.6 440232.38,93132.52 440231.36,93132.691 440231.232,93134.87 440229.6,93135.84 440229.89,93137.43 440228.71,93137.4 440227.68,93137.83 440227.38,93134.61 440223.12,93135.12 440222.74,93134.46 440221.86,93133.95 440222.25,93131.79 440219.38,93126.72 440223.21,93121.771 440226.942,93116.931 440230.592,93115.426 440228.596,93110.575 440232.254,93118.13 440242.26,93120.27 440240.65,93121.23 440240.91,93122.8 440239.74,93122.74 440238.73,93122.977 440238.556,93125.13 440236.97,93126.09 440237.26,93127.69 440236.08,93127.64 440235.04,93127.824 440234.906))","1080892",waarde,false,,NL.IMRO.0f49b8f730c340c7ac0a1ab395aca9d2,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((93072.293 440260.035,93072.622 440260.412,93068.105 440264.356,93069.749 440266.239,93065.27 440270.15,93071.4 440277.15,93071.15 440277.37,93073.22 440279.72,93075.0 440278.14,93075.2 440278.37,93078.068 440275.878,93081.37 440273.01,93080.71 440272.26,93081.924 440271.185,93083.59 440269.71,93084.25 440270.47,93087.524 440267.644,93090.38 440265.18,93090.19 440264.83,93091.97 440263.28,93088.62 440259.43,93088.37 440259.64,93083.52 440254.22,93079.357 440257.851,93077.384 440255.591,93072.293 440260.035))","1080894",waarde,false,,NL.IMRO.e1865a8874be4bdf8b91f3df6e4a4f53,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((93057.368 440277.131,93057.3 440277.19,93052.789 440281.129,93048.278 440285.067,93043.82 440288.96,93051.68 440297.98,93052.61 440297.16,93053.59 440297.19,93055.38 440295.65,93055.45 440294.7,93056.36 440293.9,93055.71 440293.16,93059.997 440289.438,93064.52 440285.51,93065.18 440286.26,93066.12 440285.45,93067.04 440285.44,93068.8 440283.91,93068.87 440282.99,93069.8 440282.17,93061.94 440273.15,93057.368 440277.131))","1080895",waarde,false,,NL.IMRO.26378ed5fe24471c8d73172c954e44ae,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92725.196 439812.293,92721.91 439801.06,92717.89 439802.1,92718.6 439804.54,92710.232 439806.632,92712.69 439815.62,92713.67 439815.33,92720.42 439813.551,92722.016 439818.325,92716.65 439819.86,92717.39 439822.24,92716.05 439822.71,92716.76 439824.7,92718.34 439825.44,92718.63 439826.13,92718.96 439826.01,92719.29 439826.77,92718.52 439828.18,92719.24 439830.32,92720.61 439830.87,92720.9 439831.69,92721.35 439831.56,92721.72 439832.7,92720.77 439834.36,92721.21 439835.81,92723.0 439836.56,92723.28 439837.51,92723.57 439837.41,92724.22 439839.48,92723.27 439839.76,92724.05 439842.34,92725.57 439843.34,92737.77 439839.68,92735.36 439833.69,92733.08 439828.03,92730.79 439822.34,92729.19 439818.35,92727.86 439818.88,92727.07 439816.88,92725.196 439812.293))","1080906",waarde,false,,NL.IMRO.5ec8172aa2e843638af1ad7b1d51a0a4,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
"POLYGON ((92745.71 439856.59,92745.69 439856.5,92746.02 439855.43,92745.52 439853.48,92744.72 439852.79,92744.079 439850.323,92744.06 439850.25,92742.98 439850.53,92742.87 439850.14,92743.21 439848.93,92742.89 439847.72,92742.0 439846.83,92741.3 439844.22,92731.617 439847.071,92730.561 439847.382,92729.99 439847.55,92728.25 439848.06,92728.9 439850.53,92730.69 439850.0,92731.66 439853.5,92729.75 439854.01,92731.318 439860.281,92731.33 439860.33,92736.1 439859.07,92745.71 439856.59))","1080905",waarde,false,,NL.IMRO.2537e7d55fed4beb9dffc0d8fe9422a0,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1083Kleiwegkwart-va03,vastgesteld,bestemmingsplan,IMRO2012,,https://ruimtelijkeplannen.nl/documents/NL.IMRO.0599.BP1083Kleiwegkwart-va03/r_NL.IMRO.0599.BP1083Kleiwegkwart-va03.html#_30_Waarde-Cultuurhistorie2,NL.IMRO.0599.BP1083Kleiwegkwart,geheel onherroepelijk in werking,2018-09-27,
