WKT,PLANID,LAAG
"LINESTRING (95785.928 434623.453,95786.10806 434624.378417,95790.534112 434647.126097)","537",ALG_CODERINGEN
"LINESTRING (91728.839844 434171.329885,91729.17322 434172.924067)","574",ALG_CODERINGEN
"LINESTRING (94003.608297 433804.502669,94002.003103 433799.731571)","598",ALG_CODERINGEN
"LINESTRING (91123.440787 441464.643749,91128.241254 441464.643749)","527",ALG_CODERINGEN
"LINESTRING (92829.757909 443199.677822,92810.325441 443199.677822)","709",ALG_CODERINGEN
"LINESTRING (68979.592341 445269.168358,68983.485985 445268.204397)","595",ALG_CODERINGEN
"LINESTRING (88322.321465 440190.841899,88323.545592 440188.519254)","646",ALG_CODERINGEN
"LINESTRING (91917.049721 443939.757014,91918.623236 443941.571709)","709",ALG_CODERINGEN
"LINESTRING (86735.736806 442014.020559,86738.542369 442015.620462)","646",ALG_CODERINGEN
"LINESTRING (89278.759937 431754.73163,89301.012376 431680.776005,89313.82276 431638.195826)","634",ALG_MAATVOERING
"LINESTRING (92292.321191 435023.45466,92289.03 434960.43)","586",ALG_CODERINGEN
"LINESTRING (91804.417627 433996.75577,91798.66028 433998.781851)","574",ALG_CODERINGEN
"LINESTRING (87351.992707 442355.945383,87353.790494 442352.669963)","646",ALG_CODERINGEN
"LINESTRING (89327.346487 431688.699038,89322.479487 431689.846038,89322.840109 431688.648924,89323.200269 431687.45168,89323.560269 431686.254972,89323.920487 431685.057038,89327.346487 431688.699038,89322.840109 431688.648924,89323.200269 431687.45168,89323.560269 431686.254972,89327.346487 431688.699038,89323.200269 431687.45168)","634",ALG_MAATVOERING
"LINESTRING (91936.945384 434367.60743,91932.692172 434362.977034)","574",ALG_CODERINGEN
"LINESTRING (94772.779037 434007.434076,94770.364706 434010.365764)","632",ALG_CODERINGEN
"LINESTRING (91040.591525 437077.779615,91044.93715 437083.085485,91049.652429 437088.842693,91061.324165 437080.029525)","582",ALG_CODERINGEN
"LINESTRING (90391.80866 437020.974983,90395.798384 437047.097591,90405.96574 437045.102113)","582",ALG_CODERINGEN
"LINESTRING (90591.026139 437373.411428,90595.724311 437358.598538,90589.017152 437356.471243)","582",ALG_CODERINGEN
"LINESTRING (91571.690399 434798.353346,91583.064037 434795.027275)","574",ALG_CODERINGEN
"LINESTRING (94006.140705 433542.108963,94009.355866 433546.668005)","598",ALG_CODERINGEN
"LINESTRING (88882.442687 441098.928802,88884.452062 441096.978824,88882.888615 441095.367754,88890.022484 441095.474774,88889.915464 441102.608643,88888.352018 441100.997573,88886.342643 441102.947551,88882.442687 441098.928802)","646",ALG_CODERINGEN
"LINESTRING (90563.366724 437290.409709,90573.405379 437263.017252)","582",ALG_CODERINGEN
"LINESTRING (91315.603608 433737.54059,91313.756692 433737.601444)","574",ALG_CODERINGEN
"LINESTRING (91752.95907 433594.362189,91754.998664 433592.832492)","574",ALG_CODERINGEN
"LINESTRING (94735.384258 435459.590462,94736.151656 435458.199619,94737.972632 435458.281839)","687",ALG_CODERINGEN
"LINESTRING (94818.143185 436242.167166,94817.682006 436238.942558,94814.733505 436240.167175)","687",ALG_CODERINGEN
"LINESTRING (90926.624345 437006.656086,90928.701412 437015.628511,90944.228858 437011.883046)","582",ALG_CODERINGEN
"LINESTRING (94691.828401 436310.820035,94693.07454 436308.602091)","687",ALG_CODERINGEN
"LINESTRING (94572.754405 435902.120978,94573.676316 435900.764839)","687",ALG_CODERINGEN
"LINESTRING (97726.285 436100.83292,97726.285 436088.017)","542",ALG_CODERINGEN
"LINESTRING (88870.549605 441078.910554,88872.50729 441075.422364,88869.710541 441073.852738,88879.522791 441071.095109,88882.28042 441080.907359,88879.483671 441079.337733,88877.525986 441082.825923,88870.549605 441078.910554)","646",ALG_CODERINGEN
"LINESTRING (91117.847 441452.265,91122.844425 441444.062646)","527",ALG_CODERINGEN
"LINESTRING (91319.892899 433495.815807,91319.056357 433499.411947)","574",ALG_CODERINGEN
"LINESTRING (91824.144917 433371.492235,91823.795583 433368.783509)","574",ALG_CODERINGEN
"LINESTRING (91717.401014 443687.301976,91717.200895 443687.181057)","368",ALG_MAATVOERING
"LINESTRING (94902.696519 434184.823994,94898.979929 434185.706716)","632",ALG_CODERINGEN
"LINESTRING (95784.928 434623.453,95785.220893 434622.745893,95785.928 434622.453,95786.635106 434622.745893,95786.928 434623.453,95786.635106 434624.160106,95786.10806 434624.378417,95785.928 434624.453,95785.220893 434624.160106,95784.928 434623.453)","537",ALG_CODERINGEN
"LINESTRING (91317.964343 433737.462806,91315.603608 433737.54059)","574",ALG_CODERINGEN
"LINESTRING (90245.619381 437066.468842,90237.95804 437056.512151)","582",ALG_CODERINGEN
"LINESTRING (91269.654555 433816.282456,91267.994687 433812.12032)","574",ALG_CODERINGEN
"LINESTRING (91806.990539 434233.442028,91808.403571 434234.916255)","574",ALG_CODERINGEN
"LINESTRING (94790.644486 434505.100926,94787.830485 434504.613462)","632",ALG_CODERINGEN
"LINESTRING (90754.818627 436645.777678,90743.348225 436642.385447,90749.602751 436621.236558)","582",ALG_CODERINGEN
"LINESTRING (91485.050195 434161.516168,91479.345084 434163.521675)","574",ALG_CODERINGEN
"LINESTRING (91719.670215 433545.414111,91723.369779 433542.639439,91719.119092 433536.971856)","574",ALG_CODERINGEN
"LINESTRING (91806.117319 434694.536369,91806.12595 434687.730886)","574",ALG_CODERINGEN
"LINESTRING (95016.577553 433907.478019,95019.519147 433908.16431,95020.353643 433904.587476)","598",ALG_CODERINGEN
"LINESTRING (87638.610007 440945.080359,87641.156069 440941.024572)","646",ALG_CODERINGEN
"LINESTRING (87680.213857 442750.370715,87682.777932 442749.245762,87681.875972 442747.189947,87688.522776 442749.782924,87685.929798 442756.429728,87685.027838 442754.373913,87682.463763 442755.498866,87680.213857 442750.370715)","646",ALG_CODERINGEN
"LINESTRING (91366.770455 432522.660461,91357.034563 432513.121292)","577",ALG_MAATVOERING
"LINESTRING (90585.915432 436620.971277,90573.554711 436609.976159)","582",ALG_CODERINGEN
"LINESTRING (89836.271629 431277.283144,89840.217924 431280.353965,89839.058929 431280.824809,89837.901022 431281.295302,89836.742949 431281.765526,89835.584414 431282.235847,89836.271629 431277.283144,89839.058929 431280.824809,89837.901022 431281.295302,89836.742949 431281.765526,89836.271629 431277.283144,89837.901022 431281.295302)","634",ALG_MAATVOERING
"LINESTRING (91349.440577 433783.540639,91357.806527 433780.031657)","574",ALG_CODERINGEN
"LINESTRING (91645.127146 434703.220095,91652.822497 434711.998773,91644.23775 434719.524125)","574",ALG_CODERINGEN
"LINESTRING (93556.146293 434772.204717,93555.397871 434774.506971)","631",ALG_CODERINGEN
"LINESTRING (91452.135727 436422.567263,91431.648139 436426.341288)","582",ALG_CODERINGEN
"LINESTRING (94885.981519 434115.086809,94889.156333 434115.594078)","632",ALG_CODERINGEN
"LINESTRING (93258.648 435540.586,93260.84741 435539.675669,93263.216269 435539.441982,93265.55116 435539.905006,93267.65158 435541.02498,93269.337162 435542.70573,93270.463162 435544.802927,93270.932886 435547.136479,93270.706 435549.506)","488",ALG_CODERINGEN
"LINESTRING (91100.912185 437121.508619,91108.784108 437102.704063,91101.507539 437099.616749)","582",ALG_CODERINGEN
"LINESTRING (91823.795583 433368.783509,91822.781048 433360.916829,91834.698847 433359.379835)","574",ALG_CODERINGEN
"LINESTRING (87795.051494 440825.656388,87797.987625 440820.979234)","646",ALG_CODERINGEN
"LINESTRING (91203.586963 433687.20753,91201.927096 433683.045393)","574",ALG_CODERINGEN
"LINESTRING (94863.624962 434822.219428,94858.552555 434818.200123)","632",ALG_CODERINGEN
"LINESTRING (94874.567793 434723.923205,94871.758126 434717.685313)","632",ALG_CODERINGEN
"LINESTRING (90319.431033 437260.095619,90315.19972 437228.725529)","582",ALG_CODERINGEN
"LINESTRING (93882.454637 433643.348173,93877.329942 433640.538938)","598",ALG_CODERINGEN
"LINESTRING (90155.211211 437277.883649,90151.525771 437252.876448)","582",ALG_CODERINGEN
"LINESTRING (91814.720993 433896.445849,91819.486825 433913.7361)","574",ALG_CODERINGEN
"LINESTRING (94699.919468 435667.306899,94700.959618 435665.626173,94703.252774 435665.780742)","687",ALG_CODERINGEN
"LINESTRING (95089.846924 433352.244814,95094.184077 433354.045282)","598",ALG_CODERINGEN
"LINESTRING (94587.550855 434359.761819,94588.752929 434359.431407,94595.530245 434357.568536)","632",ALG_CODERINGEN
"LINESTRING (92826.296793 435028.52147,92828.719818 435030.987305)","569",ALG_CODERINGEN
"LINESTRING (94592.403765 435915.573565,94593.336646 435914.227829)","687",ALG_CODERINGEN
"LINESTRING (90374.045697 436983.972451,90381.572564 436982.919126,90378.770602 436962.896822)","582",ALG_CODERINGEN
"LINESTRING (91967.929894 433629.690541,91983.921299 433627.637375)","574",ALG_CODERINGEN
"LINESTRING (90326.62175 437223.470538,90330.096671 437253.221285,90339.658332 437251.669493)","582",ALG_CODERINGEN
"LINESTRING (91004.769751 437411.677611,91010.806546 437387.649347)","582",ALG_CODERINGEN
"LINESTRING (90548.970347 436329.953715,90537.2302 436325.620648,90544.487288 436305.958067)","582",ALG_CODERINGEN
"LINESTRING (92296.96 435067.89,92291.33053 435031.393062)","586",ALG_CODERINGEN
"LINESTRING (94861.508231 434185.940787,94857.055968 434185.161665)","632",ALG_CODERINGEN
"LINESTRING (94795.509616 436230.088462,94796.666384 436227.904597)","687",ALG_CODERINGEN
"LINESTRING (90719.298867 436619.120911,90724.102387 436609.880793,90708.094449 436600.532667)","582",ALG_CODERINGEN
"LINESTRING (90225.389284 437301.481509,90223.347395 437314.594446,90222.252071 437321.628581)","582",ALG_CODERINGEN
"LINESTRING (90372.582039 437282.304079,90377.858478 437318.728703)","582",ALG_CODERINGEN
"LINESTRING (94013.577544 433804.871748,94011.972349 433800.100649)","598",ALG_CODERINGEN
"LINESTRING (94894.327923 433441.308691,94902.107832 433443.123789)","598",ALG_CODERINGEN
"LINESTRING (91321.94948 433677.619021,91321.929254 433674.42403)","574",ALG_CODERINGEN
"LINESTRING (94693.272228 436343.038992,94695.122071 436344.448442)","687",ALG_CODERINGEN
"LINESTRING (90923.841843 436620.172954,90921.867409 436641.639295,90941.035191 436643.273159)","582",ALG_CODERINGEN
"LINESTRING (90679.454772 437033.265291,90697.858975 437057.211014)","582",ALG_CODERINGEN
"LINESTRING (94634.597182 435868.869272,94636.833504 435867.753826)","687",ALG_CODERINGEN
"LINESTRING (94195.947694 432905.597977,94191.869253 432902.467054)","598",ALG_CODERINGEN
"LINESTRING (94719.983527 434048.704544,94718.857598 434047.79715,94716.719415 434046.056837)","632",ALG_CODERINGEN
"LINESTRING (94625.357182 435883.809272,94627.593504 435882.693826)","687",ALG_CODERINGEN
"LINESTRING (94900.151727 433333.228209,94906.244779 433334.746952)","598",ALG_CODERINGEN
"LINESTRING (91744.964815 433586.125468,91748.190222 433583.706412)","574",ALG_CODERINGEN
"LINESTRING (94738.908273 435600.942817,94739.854889 435599.220903,94741.905046 435599.502409)","687",ALG_CODERINGEN
"LINESTRING (94950.777024 434456.185034,94950.544236 434457.680829,94953.570527 434459.243101)","632",ALG_CODERINGEN
"LINESTRING (65347.683138 436917.898608,65387.683138 436917.898608,65427.683138 436917.898608,65467.683138 436917.898608,65507.683138 436917.898608,65547.683138 436917.898608,65747.683138 436917.898608,66147.683138 436917.898608,66347.683138 436917.898608,66547.683138 436917.898608)","587",ALG_CODERINGEN
"LINESTRING (91708.915985 434630.220521,91719.325195 434634.255035,91713.500822 434649.282156)","574",ALG_CODERINGEN
"LINESTRING (91662.125686 433696.351261,91658.753256 433698.202811)","574",ALG_CODERINGEN
"LINESTRING (93479.745099 442673.923273,93485.69 442690.258,93546.78 442690.258)","540",ALG_CODERINGEN
"LINESTRING (93897.016545 433801.960909,93895.41135 433797.189811)","598",ALG_CODERINGEN
"LINESTRING (90452.158636 436763.234904,90430.00762 436743.705798)","582",ALG_CODERINGEN
"LINESTRING (91859.512055 434151.470177,91852.779932 434156.964509)","574",ALG_CODERINGEN
"LINESTRING (93882.454637 433643.348173,93887.836587 433648.065684)","598",ALG_CODERINGEN
"LINESTRING (90570.443085 437207.083799,90570.946489 437219.382845,90560.542815 437219.619366)","582",ALG_CODERINGEN
"LINESTRING (94749.781837 436293.145163,94751.02676 436290.86089)","687",ALG_CODERINGEN
"LINESTRING (91178.286849 433628.215424,91176.626981 433624.053287)","574",ALG_CODERINGEN
"LINESTRING (90850.117979 436161.550612,90856.357421 436141.167913,90838.633098 436135.934648)","582",ALG_CODERINGEN
"LINESTRING (95259.18405 433701.080549,95267.442319 433710.78928)","598",ALG_CODERINGEN
"LINESTRING (91618.229811 434726.797952,91619.924057 434728.730709,91609.193124 434738.1374)","574",ALG_CODERINGEN
"LINESTRING (91732.686 443662.657,91732.14 443664.372,91731.944227 443664.246645)","368",ALG_MAATVOERING
"LINESTRING (90484.920726 437287.632439,90492.057054 437288.608297,90489.287734 437309.251437)","582",ALG_CODERINGEN
"LINESTRING (93665.299714 435443.519094,93665.640456 435440.930904,93666.63946 435438.519094,93668.228646 435436.448026,93670.299714 435434.85884,93672.711524 435433.859836,93675.299714 435433.519094,93677.887905 435433.859836,93680.299714 435434.85884,93682.370782 435436.448026,93683.959968 435438.519094,93684.958972 435440.930904,93685.299714 435443.519094,93684.958972 435446.107285,93683.959968 435448.519094,93682.370782 435450.590162,93680.299714 435452.179348,93677.887905 435453.178352,93675.299714 435453.519094,93672.711524 435453.178352,93670.299714 435452.179348,93668.228646 435450.590162,93666.63946 435448.519094,93665.640456 435446.107285,93665.299714 435443.519094)","488",ALG_CODERINGEN
"LINESTRING (91320.898453 436413.468002,91324.225552 436402.560812)","582",ALG_CODERINGEN
"LINESTRING (93210.41 435504.904,93212.60966 435503.993096,93214.978938 435503.759066,93217.314303 435504.222014,93219.415136 435505.342171,93221.100965 435507.023309,93222.226972 435509.121013,93222.696426 435511.455078,93222.469 435513.825)","488",ALG_CODERINGEN
"LINESTRING (88478.172861 439864.940265,88478.168 439864.956)","503",ALG_MAATVOERING
"LINESTRING (91405.977438 432477.905286,91408.335273 432478.736317)","577",ALG_MAATVOERING
"LINESTRING (91366.259119 437530.450556,91366.259118 437512.181434)","582",ALG_CODERINGEN
"LINESTRING (94791.024848 434715.123548,94788.609049 434708.672689)","632",ALG_CODERINGEN
"LINESTRING (94097.877047 433757.255628,94103.554914 433751.82967)","598",ALG_CODERINGEN
"LINESTRING (90556.346202 436984.728745,90552.109658 436953.981364,90542.749925 436952.339128)","582",ALG_CODERINGEN
"LINESTRING (86779.073101 441816.00761,86780.645205 441812.088139)","588",ALG_CODERINGEN
"LINESTRING (91898.633828 434375.178862,91902.334458 434371.46624)","574",ALG_CODERINGEN
"LINESTRING (90512.99683 431077.101992,90513.002204 431076.972908)","494",ALG_MAATVOERING
"LINESTRING (91771.157262 434151.999448,91768.895093 434141.995634)","574",ALG_CODERINGEN
"LINESTRING (92009.037764 433890.309372,92013.795557 433888.814089)","574",ALG_CODERINGEN
"LINESTRING (93870.737235 433795.978579,93870.825681 433793.351193)","598",ALG_CODERINGEN
"LINESTRING (90282.093007 436742.464302,90283.661563 436737.252895)","582",ALG_CODERINGEN
"LINESTRING (90418.437387 436804.379198,90425.333131 436810.512598,90435.647542 436798.916169)","582",ALG_CODERINGEN
"LINESTRING (92418.898054 443541.556401,92399.465586 443541.556401)","709",ALG_CODERINGEN
"LINESTRING (87600.345449 440886.310926,87603.058664 440888.169251)","646",ALG_CODERINGEN
"LINESTRING (94859.776643 434264.595151,94857.890083 434263.525681,94858.143505 434262.090338)","632",ALG_CODERINGEN
"LINESTRING (91126.923807 433474.619821,91125.263939 433470.457684)","574",ALG_CODERINGEN
"LINESTRING (95703.898964 441533.728837,95716.470771 441533.783975)","589",ALG_CODERINGEN
"LINESTRING (90509.709692 436400.956623,90517.363313 436380.911381,90530.755758 436385.982956)","582",ALG_CODERINGEN
"LINESTRING (91324.225552 436402.560812,91309.796192 436398.159321)","582",ALG_CODERINGEN
"LINESTRING (97516.152711 436026.673639,97516.112 435999.581)","542",ALG_CODERINGEN
"LINESTRING (90150.649765 436874.306344,90164.084399 436848.66928,90178.242439 436856.098201)","582",ALG_CODERINGEN
"LINESTRING (91357.568232 433843.290818,91358.972424 433842.725178,91354.424779 433831.435714)","574",ALG_CODERINGEN
"LINESTRING (68979.611611 445269.197127,68981.073484 445271.379763)","595",ALG_CODERINGEN
"LINESTRING (91154.387161 437537.138549,91156.071509 437522.906914)","582",ALG_CODERINGEN
"LINESTRING (93500.766018 434755.419547,93507.64842 434757.656893,93513.713372 434759.6285)","631",ALG_CODERINGEN
"LINESTRING (90719.384161 436945.146844,90701.237361 436955.849857,90707.801098 436967.641312)","582",ALG_CODERINGEN
"LINESTRING (90752.752946 437071.760445,90740.087725 437051.92494,90749.516277 437043.990737)","582",ALG_CODERINGEN
"LINESTRING (94736.744959 436380.588025,94736.949838 436376.936434,94733.510511 436377.485642)","687",ALG_CODERINGEN
"LINESTRING (87694.211902 440917.724756,87690.531726 440915.731174)","646",ALG_CODERINGEN
"LINESTRING (91596.8167 434382.781681,91596.506594 434382.982207)","574",ALG_CODERINGEN
"LINESTRING (91715.275851 443690.370031,91714.377 443691.858,91715.476014 443690.490976)","368",ALG_MAATVOERING
"LINESTRING (91976.686638 433292.136073,91969.928904 433292.994967)","546",ALG_CODERINGEN
"LINESTRING (90159.33372 437504.6826,90153.76275 437518.753813)","582",ALG_CODERINGEN
"LINESTRING (93956.417425 433575.216867,93965.150237 433581.486485)","598",ALG_CODERINGEN
"LINESTRING (87831.474217 441621.568863,87829.292967 441614.71884)","646",ALG_CODERINGEN
"LINESTRING (94553.441139 435905.840784,94554.650208 435904.037644,94556.429769 435904.45833)","687",ALG_CODERINGEN
