WKT,PLANID,LAAG,TEKST,SYMBOOL,ROTATIE,OID_,SYMBOOL_1,LEGENDA,LAAG_1
"POINT (92855.37084 435020.156259)","569",A_HORECA_TOEGEST,,Horeca,"1.4906","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (92916.106841 435043.945733)","569",A_BELHUIS_TOEGEST,,Belhuis,"5.0347","0",,,
"POINT (93275.978545 435070.437745)","586",A_HOOGTEACCENT,,Hoogteaccent,"0.3159","45",Hoogteaccent,diversen,A_HOOGTEACCENT
"POINT (92947.489535 435072.01733)","569",A_HORECA_TOEGEST,,Horeca,"1.4906","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (95007.65772 435092.208236)","537",A_BEDRIJF_TOEGEST,,Horeca,"0.0000","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (93230.690066 435115.737955)","569",A_GARAGE_TOEGEST,,Garagebedrijf,"0.2486","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (93268.651578 435125.678394)","569",A_HORECA_TOEGEST,,Horeca,"1.4906","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94905.698247 435131.831087)","537",A_VERK_MOTORBRANDSTOF,,Motorbrandstof,"0.0000","0",,,
"POINT (94899.104999 435132.945)","687",A_LPG_VULPUNT,,LPG Vulpunt,"5.7486","0",,,
"POINT (94917.098 435170.164)","537",A_CONTOUR_LPG,80m,,"0.1504","0",,,
"POINT (92685.133334 435204.953746)","569",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94849.768567 435293.755827)","687",A_WATERTOREN_TOEGEST,,Watertoren,"4.8185","0",,,
"POINT (94739.609326 435386.741598)","687",A_DAK,,Plat afgedekt,"2.0547","0",,,
"POINT (94869.379213 435392.081662)","687",A_GASDRUKREGELSTATION_TOEGEST,G,,"4.9792","0",,,
"POINT (94807.244065 435411.655146)","687",A_DAK,,Plat afgedekt,"3.6571","0",,,
"POINT (94844.921274 435422.588856)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94710.557913 435439.229653)","687",A_DAK,,Plat afgedekt,"2.0784","0",,,
"POINT (94876.894249 435440.094756)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94757.352687 435440.357526)","687",A_DAK,,Plat afgedekt,"2.0814","0",,,
"POINT (94895.370623 435447.3062)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94881.518141 435451.430821)","687",A_DAK,,Plat afgedekt,"4.4187","0",,,
"POINT (94879.351663 435464.09703)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94885.487678 435468.506144)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94873.076663 435475.42703)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94814.462396 435483.420586)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94821.394348 435487.241028)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94839.074121 435488.977433)","687",A_DAK,,Plat afgedekt,"3.6571","0",,,
"POINT (94800.717062 435508.360634)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94807.389751 435512.117176)","687",A_DAK,,Plat afgedekt,"2.0712","0",,,
"POINT (94707.090259 435533.373841)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94654.501117 435539.221838)","687",A_DAK,,Plat afgedekt,"2.0877","0",,,
"POINT (94807.268655 435539.829155)","687",A_DAK,,Plat afgedekt,"3.6571","0",,,
"POINT (94743.229193 435541.733208)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.2273","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94632.975602 435579.846581)","687",A_HORECA_TOEGEST,,Horeca,"5.2070","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94724.447222 435580.215115)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94678.442219 435582.794357)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94786.630028 435587.032294)","687",A_DAK,,Plat afgedekt,"3.6571","0",,,
"POINT (94756.307388 435592.457959)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94665.833165 435599.787173)","687",A_KANTOOR_TOEGEST,,Kantoor,"5.3184","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94605.720212 435606.992087)","687",A_DAK,,Plat afgedekt,"1.6729","0",,,
"POINT (94654.252597 435626.494479)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94778.696052 435628.444665)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94600.157068 435636.973434)","687",A_DAK,,Plat afgedekt,"2.1232","0",,,
"POINT (94675.786858 435644.470707)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94652.562333 435644.713884)","687",A_DAK,,Plat afgedekt,"4.4628","0",,,
"POINT (94685.70919 435650.473974)","687",A_DAK,,Plat afgedekt,"2.0844","0",,,
"POINT (94662.276813 435677.553762)","687",A_DAK,,Plat afgedekt,"4.4628","0",,,
"POINT (94702.05606 435683.495146)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94617.607454 435683.60966)","687",A_HORECA_TOEGEST,,Horeca,"4.6624","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94742.275069 435689.402553)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94621.835394 435694.703407)","687",A_DAK,,Plat afgedekt,"4.4797","0",,,
"POINT (94600.329728 435715.002398)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94629.085363 435715.852392)","687",A_DAK,,Plat afgedekt,"4.4797","0",,,
"POINT (94539.004647 435726.149296)","687",A_SEKSINR_TOEGEST,,Seksinrichting,"0.7215","0",,,
"POINT (94542.865902 435729.805377)","687",A_DAK,,Plat afgedekt,"2.1276","0",,,
"POINT (94680.874558 435732.12761)","687",A_DAK,,Plat afgedekt,"3.6986","0",,,
"POINT (94580.166447 435747.105192)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94528.848231 435752.948786)","687",A_HORECA_TOEGEST,,Horeca,"5.2696","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94566.938821 435761.294048)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.2631","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94828.994858 435763.297797)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.1841","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94682.344229 435775.327503)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94508.245847 435785.416565)","687",A_DAK,,Plat afgedekt,"2.1528","0",,,
"POINT (94549.328525 435797.732483)","687",A_DAK,,Plat afgedekt,"2.1515","0",,,
"POINT (94477.989544 435811.714295)","687",A_DAK,,Plat afgedekt,"3.7398","0",,,
"POINT (94490.476005 435812.453617)","687",A_DAK,,Plat afgedekt,"3.7398","0",,,
"POINT (94645.597071 435817.074068)","687",A_DAK,,Plat afgedekt,"3.6958","0",,,
"POINT (94581.561576 435818.746747)","687",A_DAK,,Plat afgedekt,"2.1515","0",,,
"POINT (94608.962966 435833.620729)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94475.126461 435838.02291)","687",A_DAK,,Plat afgedekt,"3.7398","0",,,
"POINT (94470.748766 435842.046892)","687",A_DAK,,Plat afgedekt,"2.1767","0",,,
"POINT (94518.158525 435845.232483)","687",A_DAK,,Plat afgedekt,"2.1515","0",,,
"POINT (94631.91037 435864.073445)","687",A_DAK,,Plat afgedekt,"2.1252","0",,,
"POINT (94550.432901 435866.183775)","687",A_DAK,,Plat afgedekt,"2.1515","0",,,
"POINT (94453.158024 435871.07515)","687",A_DAK,,Plat afgedekt,"2.1699","0",,,
"POINT (94441.20812 435884.556986)","687",A_HORECA_TOEGEST,,Horeca,"5.3303","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94483.8614 435894.354377)","687",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.3184","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94486.775955 435898.311565)","687",A_DAK,,Plat afgedekt,"1.3861","0",,,
"POINT (94429.151939 435903.146969)","687",A_DAK,,Plat afgedekt,"2.1999","0",,,
"POINT (94524.385173 435904.206371)","687",A_DAK,,Plat afgedekt,"2.1721","0",,,
"POINT (94490.408243 435919.990469)","687",A_DAK,,Plat afgedekt,"1.3861","0",,,
"POINT (94449.693472 435937.315186)","687",A_HORECA_TOEGEST,,Horeca,"5.9113","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94543.199492 435938.65945)","687",A_DAK,,Plat afgedekt,"2.1775","0",,,
"POINT (94583.590889 435944.079231)","687",A_DAK,,Plat afgedekt,"2.1523","0",,,
"POINT (94493.466547 435945.788392)","687",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.3184","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94396.028031 435947.753393)","687",A_HORECA_TOEGEST,,Horeca,"5.3303","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94389.902804 435953.04297)","687",A_BELHUIS_TOEGEST,,Belhuis,"5.3432","0",,,
"POINT (94453.30045 435956.313979)","687",A_DAK,,Plat afgedekt,"1.4310","0",,,
"POINT (94384.835441 435966.811371)","687",A_DAK,,Plat afgedekt,"2.1999","0",,,
"POINT (94456.732705 435989.695329)","687",A_DAK,,Plat afgedekt,"1.9690","0",,,
"POINT (94455.523426 435990.819686)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"1.9519","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94530.051124 435994.810855)","687",A_DAK,,Plat afgedekt,"3.7478","0",,,
"POINT (94358.615329 436002.72929)","687",A_DAK,,Plat afgedekt,"2.2356","0",,,
"POINT (94738.953102 436007.744174)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.2273","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94392.515061 436023.861562)","687",A_DAK,,Plat afgedekt,"2.2188","0",,,
"POINT (90806.880147 436040.560805)","582",A_KANTOOR_TOEGEST,"1",,"3.2123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90805.864298 436043.251362)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94431.546394 436048.110463)","687",A_DAK,,Plat afgedekt,"1.9690","0",,,
"POINT (90869.661736 436048.514789)","582",A_KANTOOR_TOEGEST,"1",,"3.5972","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90747.272145 436048.915068)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90867.670494 436050.476064)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90754.723824 436054.326679)","582",A_SEKSINR_TOEGEST,,Seksinrichting,"4.6783","0",,,
"POINT (90683.478757 436069.043923)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94421.39398 436071.316066)","687",A_HORECA_TOEGEST,,Horeca,"5.1292","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90612.40114 436081.061797)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90602.149108 436083.499308)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90612.775076 436083.513916)","582",A_KANTOOR_TOEGEST,"1",,"6.0829","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94348.045255 436084.932815)","687",A_DAK,,Plat afgedekt,"2.2874","0",,,
"POINT (90601.783558 436086.267038)","582",A_KANTOOR_TOEGEST,"1",,"6.0829","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94397.025168 436091.838085)","687",A_DAK,,Plat afgedekt,"2.7168","0",,,
"POINT (94480.024782 436098.483587)","687",A_DAK,,Plat afgedekt,"2.8770","0",,,
"POINT (94487.464807 436104.546629)","687",A_DAK,,Plat afgedekt,"2.8770","0",,,
"POINT (94529.124782 436123.313587)","687",A_DAK,,Plat afgedekt,"2.8770","0",,,
"POINT (90954.463879 436125.15612)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90956.538471 436126.396127)","582",A_KANTOOR_TOEGEST,"3",,"5.0244","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94536.564807 436129.376629)","687",A_DAK,,Plat afgedekt,"2.8770","0",,,
"POINT (94393.109319 436135.655102)","687",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.3184","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94667.014127 436143.375017)","687",A_HORECA_TOEGEST,,Horeca,"5.2892","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94378.092364 436145.08661)","687",A_DAK,,Plat afgedekt,"2.7176","0",,,
"POINT (94578.184782 436148.093587)","687",A_DAK,,Plat afgedekt,"2.8770","0",,,
"POINT (94585.624807 436154.156629)","687",A_DAK,,Plat afgedekt,"2.8770","0",,,
"POINT (90943.679447 436157.390735)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90945.629823 436157.606351)","582",A_KANTOOR_TOEGEST,"4",,"5.0265","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94442.754539 436158.55173)","687",A_DAK,,Plat afgedekt,"3.8718","0",,,
"POINT (90522.294761 436159.626513)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94695.310457 436161.70347)","687",A_DAK,,Plat afgedekt,"3.6557","0",,,
"POINT (90579.605632 436165.860338)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94380.382834 436168.220203)","687",A_DAK,,Plat afgedekt,"1.9667","0",,,
"POINT (90583.150823 436169.087591)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94760.580788 436170.070791)","687",A_DAK,,Plat afgedekt,"2.0570","0",,,
"POINT (94311.871228 436172.392964)","687",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.3184","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (90935.298884 436174.004383)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90938.202778 436174.920751)","582",A_KANTOOR_TOEGEST,"4",,"5.0330","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94295.575519 436179.762283)","687",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.3184","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94292.508382 436184.046272)","687",A_DAK,,Plat afgedekt,"2.7176","0",,,
"POINT (94765.967325 436187.407484)","687",A_DAK,,Plat afgedekt,"2.0661","0",,,
"POINT (94273.934512 436191.285929)","687",A_DAK,,Plat afgedekt,"2.7176","0",,,
"POINT (94260.435533 436191.577742)","687",A_HORECA_TOEGEST,,Horeca,"4.9277","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94675.553554 436193.000888)","687",A_DAK,,Plat afgedekt,"4.6175","0",,,
"POINT (94796.93266 436194.104994)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (90926.543862 436194.286675)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94427.444539 436195.09173)","687",A_DAK,,Plat afgedekt,"3.8718","0",,,
"POINT (94856.626805 436195.299498)","687",A_DAK,,Plat afgedekt,"2.0661","0",,,
"POINT (90928.970997 436195.5085)","582",A_KANTOOR_TOEGEST,"1",,"5.0501","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94367.323358 436198.409889)","687",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.3184","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (90616.863958 436198.520051)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.8810","0",,,
"POINT (94365.811296 436202.707618)","687",A_DAK,,Plat afgedekt,"1.9514","0",,,
"POINT (94266.526862 436207.859248)","687",A_DAK,,Plat afgedekt,"4.2911","0",,,
"POINT (90824.317777 436208.959191)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90760.690731 436210.867762)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (94767.427719 436212.334715)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (94362.0156 436213.757367)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.1085","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94753.920716 436214.927154)","687",A_DAK,,Plat afgedekt,"2.0661","0",,,
"POINT (91021.270555 436214.944753)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91023.262833 436215.745818)","582",A_KANTOOR_TOEGEST,"2",,"5.0223","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90637.716672 436217.090976)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90603.023811 436220.509087)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90917.952474 436220.7007)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94828.239495 436220.884399)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (90920.228324 436221.505783)","582",A_KANTOOR_TOEGEST,"3",,"5.0205","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94638.166852 436226.692485)","687",A_WINKEL_TOEGEST,,Winkel,"5.1243","0",,,
"POINT (94354.955975 436228.659675)","687",A_DAK,,Plat afgedekt,"1.9667","0",,,
"POINT (94232.021872 436230.64356)","687",A_DAK,,Plat afgedekt,"2.3007","0",,,
"POINT (94640.635886 436231.336401)","687",A_DAK,,Plat afgedekt,"1.9828","0",,,
"POINT (94412.094539 436231.59173)","687",A_DAK,,Plat afgedekt,"3.8718","0",,,
"POINT (94707.049384 436237.523739)","687",A_DAK,,Plat afgedekt,"2.0644","0",,,
"POINT (94802.576123 436240.527954)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (90629.07836 436243.243337)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94315.13964 436251.067698)","531",A_AS_WATERKERING,N,,"6.2825","0",,,
"POINT (94347.655007 436252.257761)","687",A_DAK,,Plat afgedekt,"1.9667","0",,,
"POINT (94245.05242 436252.834356)","687",A_DAK,,Plat afgedekt,"2.3007","0",,,
"POINT (90906.992488 436258.948966)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90908.984766 436259.750032)","582",A_KANTOOR_TOEGEST,"1",,"5.0070","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94261.145431 436267.73454)","687",A_DAK,,Plat afgedekt,"2.3007","0",,,
"POINT (94396.734539 436268.15173)","687",A_DAK,,Plat afgedekt,"3.8718","0",,,
"POINT (94651.316648 436268.924286)","687",A_DAK,,Plat afgedekt,"1.4770","0",,,
"POINT (94341.927005 436269.161513)","687",A_DAK,,Plat afgedekt,"3.5378","0",,,
"POINT (72567.566951 436271.24645)","455",A_GRENS,X,,"1.8750","0",,,
"POINT (94822.769931 436271.814736)","687",A_DAK,,Plat afgedekt,"2.0661","0",,,
"POINT (94682.824516 436272.779149)","687",A_DAK,,Plat afgedekt,"4.6175","0",,,
"POINT (90526.868119 436274.878116)","582",A_MAATBESTEMMING,,maatbestemming,"5.0365","0",,,
"POINT (90431.273888 436278.138342)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (94742.054806 436278.423235)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (90666.83701 436279.96702)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.8507","0",,,
"POINT (90903.159452 436280.679432)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90905.28013 436281.996842)","582",A_KANTOOR_TOEGEST,"3",,"5.0023","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90426.685329 436286.869856)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90901.452565 436288.364321)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90903.624967 436288.949837)","582",A_KANTOOR_TOEGEST,"3",,"5.0006","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94574.089467 436293.300969)","687",A_HORECA_TOEGEST,,Horeca,"5.3303","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94788.980398 436294.252469)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (90422.479857 436294.929534)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (94171.330773 436295.530993)","687",A_DAK,,Plat afgedekt,"2.2948","0",,,
"POINT (94328.385832 436298.221443)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.4402","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (90418.438613 436301.914231)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (94381.414539 436304.66173)","687",A_DAK,,Plat afgedekt,"3.8718","0",,,
"POINT (94607.730022 436307.398439)","687",A_DAK,,Plat afgedekt,"1.9828","0",,,
"POINT (90416.129545 436307.794104)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91021.882679 436307.919996)","582",A_GELUID,"13",,"0.0000","0",,,
"POINT (94207.047229 436310.480303)","687",A_DAK,,Plat afgedekt,"3.8704","0",,,
"POINT (90704.980143 436312.757867)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94716.059431 436313.655516)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (94329.472767 436314.341378)","687",A_DAK,,Plat afgedekt,"4.7051","0",,,
"POINT (90709.371565 436318.895192)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.8507","0",,,
"POINT (94590.785574 436319.089441)","687",A_DAK,,Plat afgedekt,"1.9828","0",,,
"POINT (94142.346232 436325.720263)","687",A_HORECA_TOEGEST,,Horeca,"5.7422","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94633.132309 436330.208398)","687",A_DAK,,Plat afgedekt,"2.5119","0",,,
"POINT (94231.911362 436332.829688)","687",A_DAK,,Plat afgedekt,"3.8704","0",,,
"POINT (94766.81812 436336.454765)","687",A_DAK,,Plat afgedekt,"3.6343","0",,,
"POINT (94157.298583 436338.673942)","687",A_HORECA_TOEGEST,,Horeca,"5.7422","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90736.752774 436339.926356)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90811.726918 436340.286707)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (90397.875455 436340.485108)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (94686.831482 436344.543612)","687",A_DAK,,Plat afgedekt,"4.0838","0",,,
"POINT (90981.083352 436345.706973)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90983.075629 436346.50804)","582",A_KANTOOR_TOEGEST,"2",,"5.0010","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94298.052092 436346.658756)","687",A_DAK,,Plat afgedekt,"3.8731","0",,,
