x,y,z
84121.22785323094,431828.8152488481,0.0
84121.60149335783,431829.8922002423,0.0
84121.60377695963,431829.89785235515,0.006095999999999871
84120.76986672045,431827.8338520852,0.0
84120.38330266609,431826.724912848,0.0
84120.76986672045,431827.8338520852,0.0
84120.77215032224,431827.839504198,0.006095999999999871
84124.71632232048,431821.9518208739,0.0
84123.71953217167,431820.99436270545,0.0
84125.97152026654,431822.85633474356,0.0
84125.41692540239,431821.0311896023,2.64
84124.86178574993,431823.304696592,2.5
84125.06673031236,431820.45005932526,0.0
84125.28774820246,431820.9970977994,0.0
84125.8608962904,431822.4156890969,0.0
84123.71953217167,431820.99436270545,2.6
84123.71953217167,431820.99436270545,0.0
84125.31771672994,431821.0712725078,0.0
84125.14165163106,431820.63549609616,0.0
84125.28774820246,431820.9970977994,0.0
84125.8608962904,431822.4156890969,0.0
84124.20218720092,431822.1889758231,0.0
84124.3817018341,431822.1164472034,0.0
84124.41354339455,431822.195257831,0.0
84123.71953217167,431820.99436270545,0.0
84125.2408603035,431820.59541319066,0.0
84125.41692540239,431821.0311896023,0.0
84120.30187758019,431823.78929905855,0.0
84120.2107094314,431822.41201911436,0.0
84119.92303639126,431825.3000808557,0.0
84118.86108877374,431822.95730125497,2.64
84119.44060517375,431824.3916546779,0.0
84119.92303639126,431825.3000808557,2.5
84118.86108877374,431822.95730125497,0.0
84119.53981384619,431824.3515717724,0.0
84118.86108877374,431822.95730125497,0.0
84120.79015061611,431823.5675280869,0.0
84120.69336446065,431823.60663223197,0.0
84120.2107094314,431822.41201911436,0.0
84120.27417968262,431822.5691134987,0.0
84118.86108877374,431822.95730125497,0.0
84122.7502586137,431823.5071460438,0.0
84121.27023453196,431824.7557774755,0.0
84124.20218720092,431822.1889758231,0.0
84124.3817018341,431822.1164472034,0.0
84124.41354339455,431822.195257831,0.0
84120.79015061611,431823.5675280869,0.0
84124.3817018341,431822.1164472034,2.64
84124.68227111675,431823.3772252117,0.0
84120.79015061611,431823.5675280869,0.0
84120.79015061611,431823.5675280869,0.0
84122.24079364665,431822.2461760017,0.0
84120.30749558687,431822.3729149692,0.0
84123.13947309458,431821.2287217851,0.0
84123.71953217167,431820.99436270545,0.0
84120.69336446065,431823.60663223197,0.0
84120.2107094314,431822.41201911436,0.0
84120.27417968262,431822.5691134987,0.0
84120.79015061611,431823.5675280869,0.0
84120.2107094314,431822.41201911436,2.64
84120.2107094314,431822.41201911436,0.0
84120.2107094314,431822.41201911436,0.0
84118.75850530347,431823.5779208241,0.0
84118.75092448526,431822.83679470106,0.0
84118.80377396496,431822.81544212525,0.0
84118.81271505162,431824.5914120171,0.0
84118.1946141725,431823.0615586571,0.0
84118.1946141725,431823.0615586571,0.0
84118.21521753514,431823.1125537691,0.0
84118.86108877374,431822.95730125497,0.0
84118.1946141725,431823.0615586571,2.64
84118.1946141725,431823.0615586571,0.0
84118.8314453813,431824.6377712098,0.0
84118.1946141725,431823.0615586571,2.5
84118.1946141725,431823.0615586571,2.5
84118.80377396496,431822.81544212525,2.62
84121.03801155239,431819.2691858526,0.0
84119.08064469471,431822.81466816773,2.4384
84123.95021429888,431820.8472343391,2.4384
84118.25644378194,431821.612912013,2.6
84121.79770443535,431818.7282850034,0.0
84120.05808312999,431822.47368414287,0.0
84118.25644378194,431821.612912013,0.0
84124.6141434727,431819.04423460196,0.0
84119.09937502437,431822.8610273605,0.0
84123.96894462855,431820.89359353186,0.0
84119.99523167488,431819.3950547896,0.0
84118.25704138142,431821.61439112364,0.0
84117.49919542416,431818.1903656036,0.0
84118.47925610558,431817.8558718657,0.0
84121.8755032177,431816.4222224827,0.0
84124.61692502427,431819.04311078216,0.0
84117.03563084402,431818.43913433165,0.0
84118.69663647923,431822.5502675428,0.0
84122.85556389914,431816.0877287448,0.0
84124.84748692317,431820.30783296935,0.0
84119.97791731899,431822.275266798,0.0
84118.82100586825,431822.8580925825,0.0
84119.08064469471,431822.81466816773,2.4384
84120.01800022449,431822.3744754704,0.0
84123.09939018908,431821.1295131127,0.0
84123.95021429888,431820.8472343391,2.4384
84124.88756982867,431820.40704164177,2.4384
84117.03563084402,431818.43913433165,0.0
84118.47925610558,431817.8558718657,0.0
84121.78744809868,431816.51927554037,0.0
84123.24127238264,431815.9318924019,0.0
84123.95021429888,431820.8472343391,0.0
84123.95586641168,431820.8449507373,0.006095999999999871
84119.08064469471,431822.81466816773,0.0
84119.08629680748,431822.81238456594,0.006095999999999871
84117.80357436053,431820.3398612335,0.0
84124.10842457158,431817.7925363983,0.0
84119.8094368881,431819.4701207561,0.0
84119.8094368881,431819.4701207561,0.0
84122.06135531871,431818.56028665166,0.0
84121.87556053195,431818.6353526182,0.0
84118.30651171009,431821.59268325695,0.0
84120.11579292316,431819.4078213638,0.0
84120.30215357657,431819.3325267724,0.0
84119.09937502437,431822.8610273605,0.0
84123.96894462855,431820.89359353186,0.0
84124.92765273417,431820.50625031424,0.0
84124.88756982867,431820.40704164177,0.0
84118.64378699953,431822.57162011863,0.0
84118.25644378194,431821.612912013,0.0
84118.25872891361,431821.61856791243,0.006095999999999871
84118.25644378194,431821.612912013,2.382
84118.69663647923,431822.5502675428,0.0
84125.0014866903,431820.00294270756,0.0
84124.66699295242,431819.02288202615,2.382
84124.6692780841,431819.0285379255,2.375904000000391
84125.0014866903,431820.00294270756,0.0
84124.66759055191,431819.0243611368,2.382
84122.83421132332,431816.03487926506,0.0
84122.85556389914,431816.0877287448,0.0
84121.76609552286,431816.4664260607,0.0
84121.8755032177,431816.4222224827,0.0
84121.88115533048,431816.4199388809,0.006095999999999871
84121.76609552286,431816.4664260607,0.0
84120.18805594955,431817.16547191405,0.0
84123.34048105509,431815.8918094964,0.0
84123.46522505068,431816.20056171995,0.0
84117.49919542416,431818.1903656036,0.0
84117.13483951647,431818.39905142615,0.0
84117.49919542416,431818.1903656036,2.382
84117.49919542416,431818.1903656036,0.0
84117.50484753693,431818.1880820018,0.006095999999999871
84118.56731122461,431817.758818808,0.0
84118.58866380043,431817.8116682877,0.0
84117.03563084402,431818.43913433165,0.0
84117.16037483963,431818.7478865552,0.0
84121.4650898265,431820.32624167425,0.0
84120.11579292316,431819.4078213638,1.0428010455143522e-12
84120.11579292316,431819.4078213638,0.0
84120.30215357657,431819.3325267724,0.0
84120.11579292316,431819.4078213638,0.0
84121.13247521769,431821.9241983451,0.0
84121.79770443535,431818.7282850034,0.0
84120.11579292316,431819.4078213638,2.6
84120.11579292316,431819.4078213638,2.91
84121.13247521769,431821.9241983451,2.91
84121.79770443535,431818.7282850034,2.91
84120.21500159558,431819.3677384584,2.91
84120.11579292316,431819.4078213638,3.0
84121.38274717129,431823.3357122097,0.0
84119.09937502437,431822.8610273605,0.0
84121.01825452324,431824.9729872248,2.438400000000001
84118.96029744619,431822.91721834947,0.0
84120.05808312999,431822.47368414287,0.0
84118.96029744619,431822.91721834947,0.0
84119.18131533629,431823.46425682364,0.0
84120.66805117943,431823.53226809256,0.0
84118.93601009244,431823.14273802587,0.0
84119.08210666385,431823.50433972914,0.0
84124.68227111675,431823.3772252117,0.0
84120.7888650594,431823.5643462223,0.0
84124.72235402223,431823.4764338841,0.0
84120.7888650594,431823.5643462223,0.0
84119.92303639126,431825.3000808557,0.0
84120.97817161777,431824.8737785524,0.0
84118.93601009244,431823.14273802587,0.0
84121.01825452324,431824.9729872248,0.0
84123.01633572983,431824.165710016,0.0
84123.9157822958,431821.98421144864,0.0
84123.96894462855,431820.89359353186,0.0
84124.92765273417,431820.50625031424,0.0
84124.88756982867,431820.40704164177,0.0
84120.7888650594,431823.5643462223,0.0
84124.72235402223,431823.4764338841,0.0
84120.7888650594,431823.5643462223,0.0
84120.30749558687,431822.3729149692,2.4384
84125.02664740686,431820.3508506528,0.0
84125.28774820246,431820.9970977994,0.0
84120.30749558687,431822.3729149692,0.0
84120.30749569059,431822.3729143217,2.288908445393645e-08
84125.14165163106,431820.63549609616,0.0
84125.28774820246,431820.9970977994,0.0
84123.71953217167,431820.99436270545,0.0
84124.97433403094,431823.2592241348,0.0
84124.97433403094,431823.2592241348,0.0
84125.2408603035,431820.59541319066,0.0
84124.72235402223,431823.4764338841,0.0
84121.03696800546,431819.2666029833,0.0
84119.09937502437,431822.8610273605,2.6
84121.79770443535,431818.7282850034,0.0
84125.02664740686,431820.3508506528,0.0
84124.55795248368,431818.90515702375,0.0
84118.25644378194,431821.612912013,0.0
84119.99523167488,431819.3950547896,0.0
84124.88756982867,431820.40704164177,0.0
84119.08064469471,431822.81466816773,0.0
84118.84235844408,431822.91094206227,0.0
84117.03563084402,431818.43913433165,0.0
84118.47925610558,431817.8558718657,0.0
84121.78744809868,431816.51927554037,0.0
84123.24127238264,431815.9318924019,0.0
84117.80357436053,431820.3398612335,0.0
84124.10842457158,431817.7925363983,0.0
84118.25704138142,431821.61439112364,0.0
84118.47925610558,431817.8558718657,0.0
84117.03563084402,431818.43913433165,0.0
84118.69663647923,431822.5502675428,0.0
84124.84748692317,431820.30783296935,0.0
84122.85556389914,431816.0877287448,0.0
84119.97791731899,431822.275266798,0.0
84119.8094368881,431819.4701207561,0.0
84119.8094368881,431819.4701207561,0.0
84122.06135531871,431818.56028665166,0.0
84121.87556053195,431818.6353526182,0.0
84118.30651171009,431821.59268325695,0.0
84120.11579292316,431819.4078213638,0.0
84120.30215357657,431819.3325267724,0.0
84123.78907096077,431820.96626721096,0.0
84119.09937502437,431822.8610273605,0.0
84123.13947309458,431821.2287217851,0.0
84118.64378699953,431822.57162011863,0.0
84118.25644378194,431821.612912013,0.0
84118.25872891361,431821.61856791243,0.006095999999999871
84118.25644378194,431821.612912013,2.382
84118.69663647923,431822.5502675428,0.0
84125.0014866903,431820.00294270756,0.0
84124.66474531285,431819.017318923,0.0
84124.66699295242,431819.02288202615,0.0
84125.0014866903,431820.00294270756,0.0
84124.66759055191,431819.0243611368,2.382
84122.83421132332,431816.03487926506,0.0
84122.85556389914,431816.0877287448,0.0
84121.76609552286,431816.4664260607,0.0
84121.8755032177,431816.4222224827,0.0
84121.88115533048,431816.4199388809,0.006095999999999871
84121.76609552286,431816.4664260607,0.0
84120.18805594955,431817.16547191405,0.0
84123.34048105509,431815.8918094964,0.0
84123.46522505068,431816.20056171995,0.0
84117.49919542416,431818.1903656036,0.0
84117.13483951647,431818.39905142615,0.0
84117.49919542416,431818.1903656036,2.382
84117.49919542416,431818.1903656036,0.0
84117.50484753693,431818.1880820018,0.006095999999999871
84118.56731122461,431817.758818808,0.0
84118.58866380043,431817.8116682877,0.0
84117.03563084402,431818.43913433165,0.0
84117.16037483963,431818.7478865552,0.0
84121.4650898265,431820.32624167425,0.0
84120.11579292316,431819.4078213638,0.0
84120.11579292316,431819.4078213638,0.0
84120.30215357657,431819.3325267724,0.0
84120.11579292316,431819.4078213638,2.91
84121.79770443535,431818.7282850034,2.91
84120.21500159558,431819.3677384584,2.91
84121.23168389012,431821.8841154396,2.91
84120.11579292316,431819.4078213638,3.6
84120.11579292316,431819.4078213638,0.0
84121.13247521769,431821.9241983451,2.62
84121.79770443535,431818.7282850034,0.0
84120.11579292316,431819.4078213638,2.6
84121.13247521769,431821.9241983451,0.0
84123.5683465204,431822.46832618647,0.0
84123.78907096077,431820.96626721096,0.0
84125.06673031236,431820.45005932526,0.0
84125.28774820246,431820.9970977994,0.0
84120.71932627031,431823.5924417168,2.62
84120.71932627031,431823.5924417168,0.0
84125.14165163106,431820.63549609616,0.0
84125.28774820246,431820.9970977994,0.0
84121.20069574287,431824.78387297,0.0
84120.71932627031,431823.5924417168,0.0
84120.71932627031,431823.5924417168,0.0
84123.78907096077,431820.96626721096,0.0
84121.24077864834,431824.8830816424,0.0
84124.97433403094,431823.2592241348,0.0
84124.97433403094,431823.2592241348,0.0
84125.2408603035,431820.59541319066,0.0
84123.01633572983,431824.165710016,0.0
84121.42142018322,431823.2818139945,0.0
84119.09937502437,431822.8610273605,0.0
84123.13947309458,431821.2287217851,0.0
84121.13247521769,431821.9241983451,0.0
84120.71932627031,431823.5924417168,0.0
84120.71932627031,431823.5924417168,0.0
84123.78907096077,431820.96626721096,0.0
84119.6552547518,431824.92293102667,0.0
84122.85446963536,431821.34387065715,0.0
84118.96029744619,431822.91721834947,0.0
84119.18131533629,431823.46425682364,0.0
84119.75446342424,431824.88284812117,0.0
84118.93601009244,431823.14273802587,2.62
84121.13247521769,431821.9241983451,0.0
84122.81438672986,431821.2446619847,0.0
84120.62169198671,431823.55099842226,0.0
84119.11207519133,431823.57851443754,0.0
84119.08210666385,431823.50433972914,0.0
84121.13247521769,431821.9241983451,0.0
84118.93601009244,431823.14273802587,0.0
84119.92303639126,431825.3000808557,0.0
84118.96029744619,431822.91721834947,0.0
84120.97817161777,431824.8737785524,0.0
84118.93601009244,431823.14273802587,0.0
84118.93601009244,431823.14273802587,0.0
84121.01825452324,431824.9729872248,0.0
84119.11207519133,431823.57851443754,0.0
84106.45354245299,431812.91636706184,0.0
84105.93316842461,431815.0515166989,0.0
84105.95939088616,431815.1164195687,0.0
84106.91803862949,431811.2292554991,0.0
84103.71182513043,431811.1818740837,0.0
84106.80566036477,431810.9511095335,0.0
84103.71182513043,431811.1818740837,2.4
84105.33197391649,431815.1918830446,0.0
84106.2986680847,431810.1367216881,0.0
84107.15404449664,431811.81339051825,0.0
84103.71182513043,431811.1818740837,0.0
84106.65267502877,431811.01291962137,0.0
84103.71182513043,431811.1818740837,0.0
84105.89755606778,431814.9633730227,0.0
84106.82167187092,431814.76803543686,0.0
84108.30324438996,431814.31072933495,0.0
84107.28674006609,431811.79212337936,0.0
84116.58161040055,431836.68371329876,0.0
84117.37436257103,431835.1608543932,0.0
84117.8036617271,431836.2234070905,0.0
84114.90063604705,431836.1603047844,2.5
84114.90063604705,431836.1603047844,0.0
84115.75736132619,431838.2807742598,0.0
84117.30946709873,431837.6536828225,0.0
84114.90063604705,431836.1603047844,0.0
84114.90063604705,431836.1603047844,0.0
84112.260967206,431815.27068182256,0.0
84117.49919542416,431818.1903656036,0.0
84117.13483951647,431818.39905142615,0.0
84117.49919542416,431818.1903656036,2.382
84117.49919542416,431818.1903656036,0.0
84117.50484753693,431818.1880820018,0.006096000000000005
84108.30324438996,431814.31072933495,0.0
84107.28674006609,431811.79212337936,0.0
84107.46947365977,431811.739875601,2.4
84106.95980967903,431814.9764651515,2.4
84107.2875028244,431814.84406852676,2.4567376763438022
84108.32459696577,431814.36357881466,2.407
84108.33044688737,431814.3612152929,0.08766667033263953
84106.90720199142,431816.6748415619,0.0
84107.04634892248,431817.01924230164,0.5907368379450388
84108.98626858486,431821.82071195473,0.0
84109.12541551595,431822.1651126945,0.5907368379450396
84113.35971506588,431808.620167381,0.0
84113.70411580565,431808.48102044995,0.5907368379450331
84111.26929379372,431809.4658416237,0.0
84111.47643976893,431809.3821492172,0.5898133060578005
84107.88043680528,431810.83502872265,0.0
84108.37853743309,431810.63378300593,0.5909407157077009
84108.07035546396,431819.55374743027,0.0
84108.15404787053,431819.76089340553,0.5898133060578059
84106.91710452738,431814.8707661921,2.4
84107.29423591126,431811.8106762472,2.4
84106.90720199142,431816.6748415619,2.64
84107.5290489365,431818.2139667605,0.0
84108.44496205739,431820.48093128484,0.0
84109.60811552995,431823.35983715334,0.0
84108.3041715738,431814.31035472837,0.0
84108.3041715738,431814.31035472837,0.0
84110.10567805624,431809.93597289844,0.0
84112.19647764828,431809.0912350303,0.0
84114.89884026445,431807.99832043593,0.0
84106.90720199142,431816.6748415619,0.0
84108.07035546396,431819.55374743027,0.0
84108.98626858486,431821.82071195473,0.0
84107.28674006609,431811.79212337936,0.0
84106.89856085028,431814.878258324,0.0
84107.88043680528,431810.83502872265,0.0
84111.26929379372,431809.4658416237,0.0
84113.35971506588,431808.620167381,0.0
84116.91506959577,431818.42636775743,0.0
84118.75540277755,431815.0210011428,0.0
84106.47048926883,431815.2949593213,0.0
84106.47048926883,431815.2949593213,0.0
84107.28912617105,431811.1947296176,0.0
84110.26263181397,431824.680841481,0.0
84106.90720199142,431816.6748415619,0.0
84117.48046509449,431818.1440064109,0.0
84106.89856085028,431814.878258324,0.0
84107.28674006609,431811.79212337936,0.0
84107.28912617105,431811.1947296176,0.0
84110.14763399468,431810.03981749015,0.0
84112.23843358674,431809.195079622,0.0
84114.94117452278,431808.1031014022,0.0
84107.6328935282,431818.17201082205,0.0
84108.54880664908,431820.4389753464,0.0
84109.71196012165,431823.31788121484,0.0
84118.06983366855,431816.52751864906,0.0
84118.17210126856,431816.78063984145,0.0
84116.10563809074,431818.7533993135,0.0
84116.16868659285,431818.72792606516,0.0
84115.05792033508,431819.1767047641,0.0
84115.05792033508,431819.1767047641,0.0
84115.12745912417,431819.1486092696,0.0
84118.70904358481,431815.0397314725,0.0
84117.24409309459,431815.6316098901,0.0
84117.24409309459,431815.6316098901,0.0
84117.27406162205,431815.7057845984,0.0
84117.67114461107,431816.6885994843,0.0
84116.30413478901,431807.5524297099,0.0
84119.04416821261,431816.67056649766,0.0
84118.56731122461,431817.758818808,0.0
84118.58866380043,431817.8116682877,0.0
84118.06983366855,431816.52751864906,0.0
84118.17210126856,431816.78063984145,0.0
84118.06983366855,431816.52751864906,2.64
84119.18245429402,431816.077990737,0.0
84118.58866380043,431817.8116682877,2.6
84118.06983366855,431816.52751864906,0.0
84118.06983366855,431816.52751864906,0.0
84119.13609510129,431816.0967210667,0.0
84119.66922581766,431815.88132227544,0.0
84116.68667962107,431818.7398713235,0.0
84117.03563084402,431818.43913433165,0.0
84116.10563809074,431818.7533993135,0.0
84116.16868659285,431818.72792606516,0.0
84116.10563809074,431818.7533993135,2.64
84117.01427826821,431818.38628485193,0.0
84116.10563809074,431818.7533993135,0.0
84116.91506959577,431818.42636775743,0.0
84116.10563809074,431818.7533993135,0.0
84116.25173466216,431819.11500101676,0.0
84116.45008648493,431819.82102178846,0.0
84117.16037483963,431818.7478865552,0.0
84116.29674433949,431822.2429017711,0.0
84115.05792033508,431819.1767047641,0.0
84115.05792033508,431819.1767047641,0.0
84115.12745912417,431819.1486092696,0.0
84116.10563809074,431818.7533993135,0.0
84116.25173466216,431819.11500101676,0.0
84117.16037483963,431818.7478865552,2.64
84116.25173466216,431819.11500101676,0.0
84116.29674433949,431822.2429017711,2.5
84117.16037483963,431818.7478865552,2.6
84116.29674415263,431822.2429014878,0.0
84116.10563836002,431818.75339959306,0.0
84116.25173466216,431819.11500101676,0.0
84117.22204343113,431820.520888243,0.0
84118.18083962322,431815.98007214215,0.0
84118.70904358481,431815.0397314725,0.0
84117.24409309459,431815.6316098901,0.0
84117.24409309459,431815.6316098901,0.0
84117.27406162205,431815.7057845984,0.0
84117.67114461107,431816.6885994843,0.0
84118.06983366855,431816.52751864906,0.0
84119.13609510129,431816.0967210667,0.0
84117.24409309459,431815.6316098901,2.64
84118.75540277755,431815.0210011428,0.0
84117.24409309459,431815.6316098901,0.0
84136.70363567153,431828.6934204595,0.0
84134.9002201056,431827.0208272017,0.0
84136.3827198085,431826.5631464932,0.0
84136.05034718275,431829.51779141184,0.0
84136.35125591974,431830.07570396946,0.0
84136.28635304992,431830.101926431,0.0
84134.9002201056,431827.0208272017,2.4
84136.39873131464,431830.3800723966,0.0
84136.90572359473,431831.194460242,0.0
84137.24500079323,431826.2147623614,0.0
84137.87241776292,431826.1392988855,0.0
84136.30583082911,431826.4529236061,0.0
84137.30683561163,431826.3678089074,0.0
84136.55171665065,431830.31826230866,0.0
84135.9176516133,431829.53905855067,0.0
84134.90114728945,431827.02045259514,0.0
84135.9176516133,431829.53905855067,0.0
84115.74811073022,431834.62072922237,0.0
84116.54273593366,431833.10250623606,0.0
84116.96828902379,431834.15578709485,0.0
84114.90063604705,431836.1603047844,0.0
84114.06900940968,431834.10195662733,2.5
84114.06900940968,431834.10195662733,0.0
84114.06900940968,431834.10195662733,0.0
84114.06900940968,431834.10195662733,0.0
